레시피구분,레시피명,열량,식재료명,식재료양
보조식,식혜(설날),열량 : 3.2 kcal,식혜,10g
찜류,훈제오리찜,열량 : 250.9 kcal,오리훈제,80g
찜류,훈제오리찜,열량 : 250.9 kcal,드레싱(허니머스터드드레싱),10g
볶음류,호박새우젓볶음,열량 : 29.13 kcal,호박(애호박),50g
볶음류,호박새우젓볶음,열량 : 29.13 kcal,양파,10g
볶음류,호박새우젓볶음,열량 : 29.13 kcal,파(대파),3g
볶음류,호박새우젓볶음,열량 : 29.13 kcal,콩기름(대두유),0.8g
볶음류,호박새우젓볶음,열량 : 29.13 kcal,젓(새우젓),0.8g
볶음류,호박새우젓볶음,열량 : 29.13 kcal,참기름,0.5g
볶음류,호박새우젓볶음,열량 : 29.13 kcal,마늘,0.5g
볶음류,호박새우젓볶음,열량 : 29.13 kcal,깨(참깨),0.3g
부침류,호박전,열량 : 113.99 kcal,호박(애호박),60g
부침류,호박전,열량 : 113.99 kcal,달걀(전란),10g
부침류,호박전,열량 : 113.99 kcal,콩기름(대두유),9g
부침류,호박전,열량 : 113.99 kcal,간장(양조간장),1g
부침류,호박전,열량 : 113.99 kcal,밀가루,1g
부침류,호박전,열량 : 113.99 kcal,소금(꽃소금),0.3g
부침류,햄전,열량 : 124.9 kcal,햄(불갈비햄),30g
부침류,햄전,열량 : 124.9 kcal,달걀(전란),10g
부침류,햄전,열량 : 124.9 kcal,밀가루,5g
부침류,햄전,열량 : 124.9 kcal,콩기름(대두유),3g
김치류,피클,열량 : 30.8 kcal,피클(모둠피클),20g
김치류,피클,열량 : 27.3 kcal,피클(오이피클),30g
김치류,피클,열량 : 46.2 kcal,피클(모둠피클),30g
무침류,푸실리샐러드,열량 : 94.19 kcal,파스타(삼색푸실리),20g
무침류,푸실리샐러드,열량 : 94.19 kcal,옥수수통조림,5g
무침류,푸실리샐러드,열량 : 94.19 kcal,토마토케첩,5g
무침류,푸실리샐러드,열량 : 94.19 kcal,오이,5g
무침류,푸실리샐러드,열량 : 94.19 kcal,당근,5g
무침류,푸실리샐러드,열량 : 94.19 kcal,설탕(백설탕),1g
무침류,푸실리샐러드,열량 : 94.19 kcal,후추(흰색),0.02g
무침류,파프리카잡채,열량 : 49.81 kcal,파프리카(적색파프리카),22g
무침류,파프리카잡채,열량 : 49.81 kcal,파프리카(노랑파프리카),22g
무침류,파프리카잡채,열량 : 49.81 kcal,부추,15g
무침류,파프리카잡채,열량 : 49.81 kcal,표고버섯,7g
무침류,파프리카잡채,열량 : 49.81 kcal,돼지고기(등심),3g
무침류,파프리카잡채,열량 : 49.81 kcal,굴소스,2g
무침류,파프리카잡채,열량 : 49.81 kcal,콩기름(대두유),1.3g
무침류,파프리카잡채,열량 : 49.81 kcal,참기름,1.1g
무침류,파프리카잡채,열량 : 49.81 kcal,파(대파),1g
무침류,파프리카잡채,열량 : 49.81 kcal,마늘,1g
무침류,파프리카잡채,열량 : 49.81 kcal,깨(참깨),0.2g
무침류,방울토마토샐러드,열량 : 93.52 kcal,닭고기(가슴),40g
무침류,방울토마토샐러드,열량 : 93.52 kcal,떡(꿀떡),20g
무침류,방울토마토샐러드,열량 : 93.52 kcal,양상추,20g
무침류,방울토마토샐러드,열량 : 93.52 kcal,토마토(방울토마토(체리토마토)),10g
무침류,방울토마토샐러드,열량 : 93.52 kcal,양배추,7g
무침류,방울토마토샐러드,열량 : 93.52 kcal,치커리,3g
무침류,방울토마토샐러드,열량 : 93.52 kcal,"양배추(적채, 붉은양배추)",2g
무침류,방울토마토샐러드,열량 : 93.52 kcal,소금(고운소금),0.5g
무침류,토마토샐러드,열량 : 59.48 kcal,토마토,50g
무침류,토마토샐러드,열량 : 59.48 kcal,올리브유,5g
무침류,토마토샐러드,열량 : 59.48 kcal,올리고당,1g
무침류,토마토샐러드,열량 : 59.48 kcal,양파,1g
무침류,토마토샐러드,열량 : 59.48 kcal,식초(발사믹식초),0.5g
무침류,토마토샐러드,열량 : 59.48 kcal,소금(고운소금),0.2g
구이류,탄두리치킨,열량 : 105.86 kcal,닭고기(다리살),40g
구이류,탄두리치킨,열량 : 105.86 kcal,우유,3g
구이류,탄두리치킨,열량 : 105.86 kcal,콩기름(대두유),3g
구이류,탄두리치킨,열량 : 105.86 kcal,카레(인도풍붉은카레반고형),3g
구이류,탄두리치킨,열량 : 105.86 kcal,마늘,1g
구이류,탄두리치킨,열량 : 105.86 kcal,소금(꽃소금),0.5g
구이류,탄두리치킨,열량 : 105.86 kcal,후추,0.2g
구이류,탄두리치킨,열량 : 151.84 kcal,닭고기(다리살),80g
구이류,탄두리치킨,열량 : 151.84 kcal,카레(인도풍붉은카레반고형),5g
구이류,탄두리치킨,열량 : 151.84 kcal,식초(레몬식초),2g
구이류,탄두리치킨,열량 : 151.84 kcal,우유(저지방우유),2g
구이류,탄두리치킨,열량 : 151.84 kcal,분말(칠리분말),1.5g
구이류,탄두리치킨,열량 : 151.84 kcal,소금(고운소금),0.5g
구이류,탄두리치킨,열량 : 151.84 kcal,마늘,0.5g
구이류,탄두리치킨,열량 : 151.84 kcal,후추(검은색),0.02g
무침류,코울슬로샐러드,열량 : 98.99 kcal,양배추,30g
무침류,코울슬로샐러드,열량 : 98.99 kcal,옥수수통조림,15g
무침류,코울슬로샐러드,열량 : 98.99 kcal,마요네즈,10g
무침류,코울슬로샐러드,열량 : 98.99 kcal,파프리카(녹색파프리카),5g
무침류,코울슬로샐러드,열량 : 98.99 kcal,설탕(백설탕),1g
무침류,코울슬로샐러드,열량 : 98.99 kcal,식초(사과식초),0.5g
무침류,코울슬로샐러드,열량 : 98.99 kcal,소금(천일염),0.2g
무침류,코울슬로샐러드,열량 : 98.99 kcal,후추(흰색),0.02g
보조식,컵과일,열량 : 28.8 kcal,사과,30g
보조식,컵과일,열량 : 28.8 kcal,파인애플,15g
보조식,컵과일,열량 : 28.8 kcal,토마토(방울토마토(체리토마토)),15g
튀김류,치즈등심돈가스,열량 : 119.15 kcal,돼지고기(등심),25g
튀김류,치즈등심돈가스,열량 : 119.15 kcal,달걀,10g
튀김류,치즈등심돈가스,열량 : 119.15 kcal,치즈(체다치즈),5g
튀김류,치즈등심돈가스,열량 : 119.15 kcal,빵가루,5g
튀김류,치즈등심돈가스,열량 : 119.15 kcal,돈가스소스,3g
튀김류,치즈등심돈가스,열량 : 119.15 kcal,콩기름(대두유),3g
튀김류,치즈등심돈가스,열량 : 119.15 kcal,밀가루(중력분),1g
튀김류,치즈등심돈가스,열량 : 119.15 kcal,소금(고운소금),0.2g
튀김류,치즈등심돈가스,열량 : 119.15 kcal,후추(검은색),0.1g
무침류,취나물잡채,열량 : 81.92 kcal,당면,10g
무침류,취나물잡채,열량 : 81.92 kcal,애느타리버섯,10g
무침류,취나물잡채,열량 : 81.92 kcal,피망(홍피망),5g
무침류,취나물잡채,열량 : 81.92 kcal,피망(청피망),5g
무침류,취나물잡채,열량 : 81.92 kcal,취나물,5g
무침류,취나물잡채,열량 : 81.92 kcal,양파,5g
무침류,취나물잡채,열량 : 81.92 kcal,당근,5g
무침류,취나물잡채,열량 : 81.92 kcal,소금(고운소금),2g
무침류,취나물잡채,열량 : 81.92 kcal,간장(양조간장),2g
무침류,취나물잡채,열량 : 81.92 kcal,깨소금,2g
무침류,취나물잡채,열량 : 81.92 kcal,참기름,1g
무침류,취나물잡채,열량 : 81.92 kcal,마늘,1g
무침류,취나물잡채,열량 : 81.92 kcal,목이버섯,0.5g
무침류,취나물잡채,열량 : 81.92 kcal,설탕(백설탕),0.1g
무침류,참나물샐러드,열량 : 32.86 kcal,참나물,30g
무침류,참나물샐러드,열량 : 32.86 kcal,토마토(방울토마토(체리토마토)),10g
무침류,참나물샐러드,열량 : 32.86 kcal,오이,5g
무침류,참나물샐러드,열량 : 32.86 kcal,양파,5g
무침류,참나물샐러드,열량 : 32.86 kcal,당근,3g
무침류,참나물샐러드,열량 : 32.86 kcal,식초(양조식초),1g
무침류,참나물샐러드,열량 : 32.86 kcal,매실청,1g
무침류,참나물샐러드,열량 : 32.86 kcal,참기름,1g
무침류,참나물샐러드,열량 : 32.86 kcal,젓(멸치액젓),1g
무침류,참나물샐러드,열량 : 32.86 kcal,설탕(백설탕),1g
무침류,참나물샐러드,열량 : 32.86 kcal,깨(참깨),1g
무침류,참나물샐러드,열량 : 32.86 kcal,파(대파),1g
밥류,짬뽕덮밥,열량 : 338.6 kcal,멥쌀(구분도미),80g
밥류,짬뽕덮밥,열량 : 338.6 kcal,홍합,20g
밥류,짬뽕덮밥,열량 : 338.6 kcal,양파,20g
밥류,짬뽕덮밥,열량 : 338.6 kcal,"조개(모시조개, 가무락조개)",10g
밥류,짬뽕덮밥,열량 : 338.6 kcal,오징어,10g
밥류,짬뽕덮밥,열량 : 338.6 kcal,죽순,10g
밥류,짬뽕덮밥,열량 : 338.6 kcal,간장,5g
밥류,짬뽕덮밥,열량 : 338.6 kcal,갑오징어,5g
밥류,짬뽕덮밥,열량 : 338.6 kcal,새우살,5g
밥류,짬뽕덮밥,열량 : 338.6 kcal,청경채,5g
밥류,짬뽕덮밥,열량 : 338.6 kcal,부추,3g
밥류,짬뽕덮밥,열량 : 338.6 kcal,당근,3g
밥류,짬뽕덮밥,열량 : 338.6 kcal,파(대파),2g
밥류,짬뽕덮밥,열량 : 338.6 kcal,표고버섯,2g
밥류,짬뽕덮밥,열량 : 338.6 kcal,마늘,2g
밥류,짬뽕덮밥,열량 : 338.6 kcal,목이버섯,1g
밥류,짬뽕덮밥,열량 : 338.6 kcal,생강,1g
밥류,짬뽕덮밥,열량 : 338.6 kcal,소금(꽃소금),0.5g
밥류,짬뽕덮밥,열량 : 338.6 kcal,후춧가루(검은색),0.1g
국류,장터국밥,열량 : 181.87 kcal,무시래기,40g
국류,장터국밥,열량 : 181.87 kcal,육수(사골육수),30g
국류,장터국밥,열량 : 181.87 kcal,콩나물,30g
국류,장터국밥,열량 : 181.87 kcal,고춧가루,20g
국류,장터국밥,열량 : 181.87 kcal,된장,15g
국류,장터국밥,열량 : 181.87 kcal,육우(양지),15g
국류,장터국밥,열량 : 181.87 kcal,무(조선무),10g
국류,장터국밥,열량 : 181.87 kcal,파(대파),5g
국류,장터국밥,열량 : 181.87 kcal,참기름,2g
국류,장터국밥,열량 : 181.87 kcal,마늘,1g
김치류,오이피클(완),열량 : 27.3 kcal,피클(오이피클),30g
무침류,양상추샐러드,열량 : 8.85 kcal,양상추,30g
무침류,양상추샐러드,열량 : 8.85 kcal,토마토(노란대추방울토마토),10g
무침류,양상추샐러드,열량 : 8.85 kcal,오이,5g
무침류,양상추샐러드,열량 : 8.85 kcal,로메인,5g
무침류,양상추샐러드,열량 : 9.65 kcal,양상추,20g
무침류,양상추샐러드,열량 : 9.65 kcal,오이,8g
무침류,양상추샐러드,열량 : 9.65 kcal,양배추,5g
무침류,양상추샐러드,열량 : 9.65 kcal,양파,5g
무침류,양상추샐러드,열량 : 9.65 kcal,적겨자잎,3g
무침류,양상추샐러드,열량 : 9.65 kcal,치커리,3g
무침류,양상추샐러드,열량 : 9.65 kcal,"양배추(적채, 붉은양배추)",3g
무침류,양배추샐러드,열량 : 13.9 kcal,양배추,40g
무침류,양배추샐러드,열량 : 13.9 kcal,오이,5g
무침류,양배추샐러드,열량 : 16.55 kcal,양배추,30g
무침류,양배추샐러드,열량 : 16.55 kcal,치커리,10g
무침류,양배추샐러드,열량 : 16.55 kcal,"양배추(적채, 붉은양배추)",5g
무침류,양배추샐러드,열량 : 16.55 kcal,양파,5g
무침류,양배추샐러드,열량 : 16.55 kcal,당근,5g
무침류,양배추비트샐러드,열량 : 25.78 kcal,양배추,25g
무침류,양배추비트샐러드,열량 : 25.78 kcal,비트,15g
무침류,양배추비트샐러드,열량 : 25.78 kcal,발효유(호상요구르트),5g
무침류,양배추비트샐러드,열량 : 25.78 kcal,설탕(백설탕),1g
무침류,양배추비트샐러드,열량 : 25.78 kcal,식초(사과식초),0.5g
무침류,양배추비트샐러드,열량 : 25.78 kcal,올리브유,0.5g
무침류,양배추비트샐러드,열량 : 25.78 kcal,마늘,0.5g
김치류,양념깻잎지,열량 : 27.86 kcal,깻잎,15g
김치류,양념깻잎지,열량 : 27.86 kcal,간장(재래간장),3g
김치류,양념깻잎지,열량 : 27.86 kcal,양파,2g
김치류,양념깻잎지,열량 : 27.86 kcal,고춧가루,1g
김치류,양념깻잎지,열량 : 27.86 kcal,참기름,1g
김치류,양념깻잎지,열량 : 27.86 kcal,설탕(백설탕),1g
김치류,양념깻잎지,열량 : 27.86 kcal,당근,1g
김치류,양념깻잎지,열량 : 27.86 kcal,파(대파),0.5g
김치류,양념깻잎지,열량 : 27.86 kcal,마늘,0.5g
김치류,양념깻잎지,열량 : 27.86 kcal,깨소금,0.3g
무침류,아보카도두부샐러드,열량 : 185.33 kcal,아보카도,60g
무침류,아보카도두부샐러드,열량 : 185.33 kcal,두부,50g
무침류,아보카도두부샐러드,열량 : 185.33 kcal,파인애플통조림,20g
무침류,아보카도두부샐러드,열량 : 185.33 kcal,사과,15g
무침류,아보카도두부샐러드,열량 : 185.33 kcal,양파,10g
무침류,아보카도두부샐러드,열량 : 185.33 kcal,과즙음료(레몬),2g
무침류,아보카도두부샐러드,열량 : 185.33 kcal,소금(고운소금),1g
무침류,아보카도두부샐러드,열량 : 185.33 kcal,올리브유,1g
무침류,아보카도두부샐러드,열량 : 185.33 kcal,설탕(황설탕),1g
무침류,아보카도두부샐러드,열량 : 185.33 kcal,순무잎,1g
소스류,쌈장,열량 : 49.33 kcal,두부,10g
소스류,쌈장,열량 : 49.33 kcal,양파,10g
소스류,쌈장,열량 : 49.33 kcal,호박(애호박),7g
소스류,쌈장,열량 : 49.33 kcal,된장,5g
소스류,쌈장,열량 : 49.33 kcal,표고버섯,5g
소스류,쌈장,열량 : 49.33 kcal,고추장(요리고추장),2g
소스류,쌈장,열량 : 49.33 kcal,들기름,2g
소스류,쌈장,열량 : 49.33 kcal,파(대파),2g
소스류,쌈장,열량 : 49.33 kcal,마늘,1g
보조식,식혜,열량 : 28.95 kcal,식혜,30g
보조식,식혜,열량 : 28.95 kcal,설탕(백설탕),5g
무침류,블루베리샐러드,열량 : 34.75 kcal,양상추,30g
무침류,블루베리샐러드,열량 : 34.75 kcal,드레싱(블루베리드레싱),20g
무침류,블루베리샐러드,열량 : 34.75 kcal,치커리,10g
무침류,블루베리샐러드,열량 : 34.75 kcal,치커리(적색치커리),5g
무침류,블루베리샐러드,열량 : 34.75 kcal,블루베리,5g
무침류,배추겉절이,열량 : 11.4 kcal,김치(배추겉절이),30g
보조식,바나나,열량 : 46.2 kcal,바나나,60g
볶음류,멸치견과류볶음,열량 : 109.04 kcal,"멸치(작은멸치, 가이리)",11g
볶음류,멸치견과류볶음,열량 : 109.04 kcal,물엿(황물엿),5g
볶음류,멸치견과류볶음,열량 : 109.04 kcal,간장,3g
볶음류,멸치견과류볶음,열량 : 109.04 kcal,호두,3g
볶음류,멸치견과류볶음,열량 : 109.04 kcal,해바라기씨,3g
볶음류,멸치견과류볶음,열량 : 109.04 kcal,아몬드,3g
볶음류,멸치견과류볶음,열량 : 109.04 kcal,참기름,1g
볶음류,멸치견과류볶음,열량 : 109.04 kcal,생강,0.3g
부침류,메밀전병(완),열량 : 119.1 kcal,전병(메밀전병),60g
부침류,메밀전병(완),열량 : 119.1 kcal,콩기름(대두유),2g
부침류,한입메밀전병,열량 : 152.7 kcal,전병(메밀전병),80g
부침류,한입메밀전병,열량 : 152.7 kcal,콩기름(대두유),2g
부침류,메밀전병,열량 : 241.2 kcal,전병(메밀전병),100g
부침류,메밀전병,열량 : 241.2 kcal,콩기름(대두유),8g
무침류,만다린샐러드,열량 : 40.05 kcal,양상추,30g
무침류,만다린샐러드,열량 : 40.05 kcal,감귤통조림,15g
무침류,만다린샐러드,열량 : 40.05 kcal,드레싱(이탈리안드레싱),15g
무침류,만다린샐러드,열량 : 40.05 kcal,치커리,10g
무침류,만다린샐러드,열량 : 40.05 kcal,치커리(적색치커리),5g
김치류,마늘종장아찌,열량 : 35.4 kcal,장아찌(마늘종장아찌),30g
김치류,마늘종장아찌,열량 : 47.2 kcal,장아찌(마늘종장아찌),40g
김치류,마늘종장아찌,열량 : 41.3 kcal,장아찌(마늘종장아찌),35g
빵류,마늘빵,열량 : 53.67 kcal,바게트,10g
빵류,마늘빵,열량 : 53.67 kcal,설탕(백설탕),3g
빵류,마늘빵,열량 : 53.67 kcal,마늘,3g
빵류,마늘빵,열량 : 53.67 kcal,올리브유,1g
빵류,마늘빵,열량 : 53.67 kcal,후추(검은색),0.03g
빵류,마늘빵,열량 : 53.67 kcal,소금(고운소금),0.03g
조림류,떡갈비조림,열량 : 221.05 kcal,떡갈비(수제떡갈비),100g
조림류,떡갈비조림,열량 : 221.05 kcal,데리야끼소스,20g
조림류,떡갈비조림,열량 : 221.05 kcal,콩기름(대두유),7g
조림류,떡갈비조림,열량 : 221.05 kcal,파(쪽파),2g
조림류,떡갈비조림,열량 : 221.05 kcal,깨(참깨),0.5g
소스류,들기름양념장,열량 : 15.7 kcal,간장(양조간장),5g
소스류,들기름양념장,열량 : 15.7 kcal,들기름,1g
소스류,들기름양념장,열량 : 15.7 kcal,양파,1g
소스류,들기름양념장,열량 : 15.7 kcal,당근,1g
소스류,들기름양념장,열량 : 15.7 kcal,파(쪽파),0.5g
소스류,들기름양념장,열량 : 15.7 kcal,깨소금,0.1g
구이류,두부양념구이,열량 : 77.79 kcal,두부,40g
구이류,두부양념구이,열량 : 77.79 kcal,콩기름(대두유),2g
구이류,두부양념구이,열량 : 77.79 kcal,부침가루,2g
구이류,두부양념구이,열량 : 77.79 kcal,양파,2g
구이류,두부양념구이,열량 : 77.79 kcal,간장(양조간장),1.5g
구이류,두부양념구이,열량 : 77.79 kcal,물엿(쌀물엿),1g
구이류,두부양념구이,열량 : 77.79 kcal,설탕(황설탕),0.5g
구이류,두부양념구이,열량 : 77.79 kcal,파(대파),0.5g
구이류,두부양념구이,열량 : 77.79 kcal,부추(실부추(영양부추)),0.5g
구이류,두부양념구이,열량 : 77.79 kcal,깨소금,0.4g
구이류,두부양념구이,열량 : 77.79 kcal,마늘,0.4g
구이류,두부양념구이,열량 : 77.79 kcal,참기름,0.3g
구이류,두부양념구이,열량 : 77.79 kcal,소금(꽃소금),0.1g
구이류,두부구이/간장양념장,열량 : 58.14 kcal,두부,45g
구이류,두부구이/간장양념장,열량 : 58.14 kcal,혼합식용유,1g
구이류,두부구이/간장양념장,열량 : 58.14 kcal,간장(양조간장),0.5g
구이류,두부구이/간장양념장,열량 : 58.14 kcal,설탕(백설탕),0.3g
구이류,두부구이/간장양념장,열량 : 58.14 kcal,깨(참깨),0.3g
구이류,두부구이/간장양념장,열량 : 58.14 kcal,파(대파),0.3g
구이류,두부구이/간장양념장,열량 : 58.14 kcal,마늘,0.3g
구이류,두부구이/간장양념장,열량 : 58.14 kcal,참기름,0.2g
구이류,들기름손두부구이,열량 : 95.52 kcal,두부(손두부),70g
구이류,들기름손두부구이,열량 : 95.52 kcal,들기름,3g
구이류,들기름손두부구이,열량 : 95.52 kcal,소금(고운소금),1g
구이류,두부구이,열량 : 47.4 kcal,두부,30g
구이류,두부구이,열량 : 47.4 kcal,콩기름(대두유),2g
국류,돼지국밥,열량 : 119.29 kcal,"돼지고기(뒷다리, 후지)",60g
국류,돼지국밥,열량 : 119.29 kcal,돼지잡뼈,10g
국류,돼지국밥,열량 : 119.29 kcal,젓(새우젓),7g
국류,돼지국밥,열량 : 119.29 kcal,고춧가루,5g
국류,돼지국밥,열량 : 119.29 kcal,된장,5g
국류,돼지국밥,열량 : 119.29 kcal,마늘,5g
국류,돼지국밥,열량 : 119.29 kcal,파(대파),3g
