레시피구분,레시피명,열량,식재료명,식재료양
국류,꽃게청국장찌개,열량 : 104.58 kcal,게(꽃게),35g
국류,꽃게청국장찌개,열량 : 104.58 kcal,두부,30g
국류,꽃게청국장찌개,열량 : 104.58 kcal,청국장,20g
국류,꽃게청국장찌개,열량 : 104.58 kcal,호박(애호박),20g
국류,꽃게청국장찌개,열량 : 104.58 kcal,바지락,10g
국류,꽃게청국장찌개,열량 : 104.58 kcal,무(조선무),10g
국류,꽃게청국장찌개,열량 : 104.58 kcal,"멸치(큰멸치, 대멸)",2g
국류,꽃게청국장찌개,열량 : 104.58 kcal,소금(천일염),1g
국류,꽃게청국장찌개,열량 : 104.58 kcal,고춧가루,1g
국류,꽃게청국장찌개,열량 : 104.58 kcal,다시마,1g
국류,꽃게청국장찌개,열량 : 104.58 kcal,고추(풋고추(청고추)),1g
국류,꽃게청국장찌개,열량 : 104.58 kcal,고추(붉은고추(홍고추)),1g
국류,꽃게청국장찌개,열량 : 104.58 kcal,마늘,1g
국류,꽃게청국장찌개,열량 : 104.58 kcal,표고버섯,0.1g
밥류,귀리수수밥(쌀100g),열량 : 396.32 kcal,멥쌀(백미),100g
밥류,귀리수수밥(쌀100g),열량 : 396.32 kcal,귀리,5g
밥류,귀리수수밥(쌀100g),열량 : 396.32 kcal,수수,3g
기타,모둠쌈,열량 : 8 kcal,상추,15g
기타,모둠쌈,열량 : 8 kcal,적겨자잎,10g
기타,모둠쌈,열량 : 8 kcal,케일,10g
무침류,짜사이무침,열량 : 47.95 kcal,오이,45g
무침류,짜사이무침,열량 : 47.95 kcal,양파,5g
무침류,짜사이무침,열량 : 47.95 kcal,고추장,4g
무침류,짜사이무침,열량 : 47.95 kcal,물엿,3g
무침류,짜사이무침,열량 : 47.95 kcal,두반장소스,2.5g
무침류,짜사이무침,열량 : 47.95 kcal,간장,2g
무침류,짜사이무침,열량 : 47.95 kcal,소금(천일염),1g
무침류,짜사이무침,열량 : 47.95 kcal,고춧가루,1g
무침류,짜사이무침,열량 : 47.95 kcal,혼합식용유,1g
무침류,짜사이무침,열량 : 47.95 kcal,설탕(백설탕),0.5g
무침류,짜사이무침,열량 : 47.95 kcal,마늘,0.5g
무침류,짜사이무침,열량 : 47.95 kcal,깨(참깨),0.2g
무침류,짜사이(중국식오이무침),열량 : 47.95 kcal,오이,45g
무침류,짜사이(중국식오이무침),열량 : 47.95 kcal,양파,5g
무침류,짜사이(중국식오이무침),열량 : 47.95 kcal,고추장,4g
무침류,짜사이(중국식오이무침),열량 : 47.95 kcal,물엿,3g
무침류,짜사이(중국식오이무침),열량 : 47.95 kcal,두반장소스,2.5g
무침류,짜사이(중국식오이무침),열량 : 47.95 kcal,간장,2g
무침류,짜사이(중국식오이무침),열량 : 47.95 kcal,소금(천일염),1g
무침류,짜사이(중국식오이무침),열량 : 47.95 kcal,고춧가루,1g
무침류,짜사이(중국식오이무침),열량 : 47.95 kcal,혼합식용유,1g
무침류,짜사이(중국식오이무침),열량 : 47.95 kcal,설탕(백설탕),0.5g
무침류,짜사이(중국식오이무침),열량 : 47.95 kcal,마늘,0.5g
무침류,짜사이(중국식오이무침),열량 : 47.95 kcal,깨(참깨),0.2g
무침류,달래오이양파무침,열량 : 24.5 kcal,오이,50g
무침류,달래오이양파무침,열량 : 24.5 kcal,달래,10g
무침류,달래오이양파무침,열량 : 24.5 kcal,양파,10g
무침류,달래오이양파무침,열량 : 24.5 kcal,식초(양조식초),1g
무침류,달래오이양파무침,열량 : 24.5 kcal,고춧가루,1g
무침류,달래오이양파무침,열량 : 24.5 kcal,간장,1g
무침류,달래오이양파무침,열량 : 24.5 kcal,설탕(백설탕),1g
무침류,달래오이양파무침,열량 : 24.5 kcal,깨(참깨),0.5g
무침류,달래오이양파무침,열량 : 24.5 kcal,참기름,0.1g
조림류,임연수살양념조림,열량 : 122.43 kcal,임연수살,60g
조림류,임연수살양념조림,열량 : 122.43 kcal,무(조선무),30g
조림류,임연수살양념조림,열량 : 122.43 kcal,양파,10g
조림류,임연수살양념조림,열량 : 122.43 kcal,간장(양조간장),3g
조림류,임연수살양념조림,열량 : 122.43 kcal,파(대파),3g
조림류,임연수살양념조림,열량 : 122.43 kcal,설탕(백설탕),2g
조림류,임연수살양념조림,열량 : 122.43 kcal,맛술,1g
조림류,임연수살양념조림,열량 : 122.43 kcal,올리고당,1g
조림류,임연수살양념조림,열량 : 122.43 kcal,마늘,1g
조림류,임연수살양념조림,열량 : 122.43 kcal,참기름,0.5g
조림류,임연수살양념조림,열량 : 122.43 kcal,생강,0.5g
조림류,임연수살양념조림,열량 : 122.43 kcal,후춧가루(검은색),0.02g
국류,샤브샤브전골,열량 : 219.11 kcal,"한우(목심, 장정)",100g
국류,샤브샤브전골,열량 : 219.11 kcal,배추(알배기),40g
국류,샤브샤브전골,열량 : 219.11 kcal,양파,10g
국류,샤브샤브전골,열량 : 219.11 kcal,팽이버섯,5g
국류,샤브샤브전골,열량 : 219.11 kcal,느타리버섯,5g
국류,샤브샤브전골,열량 : 219.11 kcal,미나리(돌미나리),3g
국류,샤브샤브전골,열량 : 219.11 kcal,쑥갓,3g
국류,샤브샤브전골,열량 : 219.11 kcal,당근,3g
국류,샤브샤브전골,열량 : 219.11 kcal,간장(양조간장),1g
국류,샤브샤브전골,열량 : 219.11 kcal,다시마,1g
국류,샤브샤브전골,열량 : 219.11 kcal,파(대파),1g
국류,샤브샤브전골,열량 : 219.11 kcal,소금(천일염),0.2g
기타,배(신고),열량 : 13.8 kcal,배(신고),30g
볶음류,경장육사&amp;꽃빵,열량 : 353.46 kcal,돼지고기(등심),100g
볶음류,경장육사&amp;꽃빵,열량 : 353.46 kcal,꽃빵,60g
볶음류,경장육사&amp;꽃빵,열량 : 353.46 kcal,오이,10g
볶음류,경장육사&amp;꽃빵,열량 : 353.46 kcal,당근,10g
볶음류,경장육사&amp;꽃빵,열량 : 353.46 kcal,춘장(볶음춘장(자장)),5g
볶음류,경장육사&amp;꽃빵,열량 : 353.46 kcal,파(대파),5g
볶음류,경장육사&amp;꽃빵,열량 : 353.46 kcal,전분(감자전분),4g
볶음류,경장육사&amp;꽃빵,열량 : 353.46 kcal,콩기름(대두유),2g
볶음류,경장육사&amp;꽃빵,열량 : 353.46 kcal,설탕(백설탕),2g
볶음류,경장육사&amp;꽃빵,열량 : 353.46 kcal,소금(천일염),0.2g
볶음류,경장육사&amp;꽃빵,열량 : 353.46 kcal,후추(검은색),0.02g
국류,유부국,열량 : 119.98 kcal,유부,25g
국류,유부국,열량 : 119.98 kcal,"멸치(큰멸치, 대멸)",2g
국류,유부국,열량 : 119.98 kcal,간장(죽염국간장),1g
국류,유부국,열량 : 119.98 kcal,다시마,1g
볶음류,셀러리오이볶음,열량 : 34.4 kcal,셀러리,15g
볶음류,셀러리오이볶음,열량 : 34.4 kcal,오이,10g
볶음류,셀러리오이볶음,열량 : 34.4 kcal,양파,10g
볶음류,셀러리오이볶음,열량 : 34.4 kcal,콩기름(대두유),2g
볶음류,셀러리오이볶음,열량 : 34.4 kcal,참기름,1g
볶음류,셀러리오이볶음,열량 : 34.4 kcal,소금(천일염),0.2g
볶음류,셀러리오이볶음,열량 : 34.4 kcal,후추(검은색),0.01g
기타,체리상그리아,열량 : 16.67 kcal,탄산음료(탄산수),30g
기타,체리상그리아,열량 : 16.67 kcal,에이드(체리에이드),10g
기타,체리상그리아,열량 : 16.67 kcal,체리,5g
기타,체리상그리아,열량 : 16.67 kcal,자몽,5g
기타,체리상그리아,열량 : 16.67 kcal,오렌지,5g
기타,체리상그리아,열량 : 16.67 kcal,사과,5g
기타,체리상그리아,열량 : 16.67 kcal,블루베리,5g
기타,체리상그리아,열량 : 16.67 kcal,바질(바실),1g
기타,오렌지상그리아,열량 : 52.02 kcal,탄산음료(탄산수),30g
기타,오렌지상그리아,열량 : 52.02 kcal,에이드(오렌지에이드),10g
기타,오렌지상그리아,열량 : 52.02 kcal,설탕(백설탕),10g
기타,오렌지상그리아,열량 : 52.02 kcal,자몽,5g
기타,오렌지상그리아,열량 : 52.02 kcal,오렌지,5g
기타,오렌지상그리아,열량 : 52.02 kcal,사과,5g
기타,오렌지상그리아,열량 : 52.02 kcal,블루베리,5g
기타,오렌지상그리아,열량 : 52.02 kcal,바질(바실),1g
부침류,옛날도시락-분홍소시지전,열량 : 109.04 kcal,소시지(어육소시지),40g
부침류,옛날도시락-분홍소시지전,열량 : 109.04 kcal,달걀(전란),10g
부침류,옛날도시락-분홍소시지전,열량 : 109.04 kcal,콩기름(대두유),2g
부침류,옛날도시락-분홍소시지전,열량 : 109.04 kcal,밀가루,2g
부침류,옛날도시락-분홍소시지전,열량 : 109.04 kcal,소금(천일염),0.02g
부침류,옛날도시락-분홍소시지전,열량 : 109.04 kcal,후추(검은색),0.01g
볶음류,옛날도시락-멸치볶음,열량 : 61.54 kcal,"멸치(작은멸치, 가이리)",20g
볶음류,옛날도시락-멸치볶음,열량 : 61.54 kcal,물엿(쌀물엿),2g
볶음류,옛날도시락-멸치볶음,열량 : 61.54 kcal,콩기름(대두유),1g
볶음류,옛날도시락-멸치볶음,열량 : 61.54 kcal,설탕(백설탕),0.2g
볶음류,옛날도시락-김치볶음,열량 : 28.95 kcal,김치(배추김치),40g
볶음류,옛날도시락-김치볶음,열량 : 28.95 kcal,참기름,1g
볶음류,옛날도시락-김치볶음,열량 : 28.95 kcal,콩기름(대두유),0.5g
부침류,옛날도시락-달걀프라이,열량 : 77.17 kcal,달걀(전란),50g
부침류,옛날도시락-달걀프라이,열량 : 77.17 kcal,콩기름(대두유),1g
부침류,옛날도시락-달걀프라이,열량 : 77.17 kcal,소금(천일염),0.1g
조림류,옛날도시락-콩자반,열량 : 81.3 kcal,콩자반,30g
기타,김가루(고명),열량 : 9.21 kcal,김가루,3g
기타,시금치컵케이크,열량 : 264.21 kcal,팬케이크가루(핫케이크가루),40g
기타,시금치컵케이크,열량 : 264.21 kcal,달걀,40g
기타,시금치컵케이크,열량 : 264.21 kcal,우유,20g
기타,시금치컵케이크,열량 : 264.21 kcal,버터,5g
기타,시금치컵케이크,열량 : 264.21 kcal,시금치,4g
무침류,도토리묵무침,열량 : 34.92 kcal,묵(도토리묵),40g
무침류,도토리묵무침,열량 : 34.92 kcal,오이,10g
무침류,도토리묵무침,열량 : 34.92 kcal,당근,8g
무침류,도토리묵무침,열량 : 34.92 kcal,김가루,3g
무침류,도토리묵무침,열량 : 34.92 kcal,소금(고운소금),1g
무침류,도토리묵무침,열량 : 34.92 kcal,참기름,0.3g
무침류,도토리묵무침,열량 : 34.92 kcal,마늘,0.2g
국류,홍합살무국,열량 : 39.56 kcal,홍합살,30g
국류,홍합살무국,열량 : 39.56 kcal,무(조선무),30g
국류,홍합살무국,열량 : 39.56 kcal,마늘,4g
국류,홍합살무국,열량 : 39.56 kcal,다시마,2g
국류,홍합살무국,열량 : 39.56 kcal,파(대파),2g
국류,홍합살무국,열량 : 39.56 kcal,소금(고운소금),1g
국류,홍합살무국,열량 : 39.56 kcal,고추(청양고추),1g
국류,홍합살무국,열량 : 39.56 kcal,고추(붉은고추(홍고추)),1g
볶음류,새우젓애호박볶음,열량 : 67.35 kcal,호박(애호박),70g
볶음류,새우젓애호박볶음,열량 : 67.35 kcal,양파,10g
볶음류,새우젓애호박볶음,열량 : 67.35 kcal,혼합식용유,3g
볶음류,새우젓애호박볶음,열량 : 67.35 kcal,참기름,2g
볶음류,새우젓애호박볶음,열량 : 67.35 kcal,젓(새우젓(육젓)),2g
볶음류,새우젓애호박볶음,열량 : 67.35 kcal,파(대파),1g
볶음류,새우젓애호박볶음,열량 : 67.35 kcal,깨(참깨),0.5g
볶음류,새우젓애호박볶음,열량 : 67.35 kcal,소금(고운소금),0.2g
김치류,나박김치,열량 : 3.5 kcal,김치(나박김치),50g
국류,오이지냉국,열량 : 16.61 kcal,장아찌(오이지),40g
국류,오이지냉국,열량 : 16.61 kcal,파(실파),2g
국류,오이지냉국,열량 : 16.61 kcal,식초(사과식초),1g
국류,오이지냉국,열량 : 16.61 kcal,고춧가루,1g
국류,오이지냉국,열량 : 16.61 kcal,깨(참깨),1g
국류,오이지냉국,열량 : 16.61 kcal,고추(붉은고추(홍고추)),1g
국류,오이지냉국,열량 : 16.61 kcal,설탕(백설탕),0.5g
국류,오이지냉국,열량 : 16.61 kcal,마늘,0.5g
부침류,취나물해물전,열량 : 104.74 kcal,오징어,15g
부침류,취나물해물전,열량 : 104.74 kcal,달걀(전란),10g
부침류,취나물해물전,열량 : 104.74 kcal,파(쪽파),10g
부침류,취나물해물전,열량 : 104.74 kcal,취나물,10g
부침류,취나물해물전,열량 : 104.74 kcal,바지락살,7g
부침류,취나물해물전,열량 : 104.74 kcal,새우살,7g
부침류,취나물해물전,열량 : 104.74 kcal,홍합살,6g
부침류,취나물해물전,열량 : 104.74 kcal,부침가루,5g
부침류,취나물해물전,열량 : 104.74 kcal,양파,5g
부침류,취나물해물전,열량 : 104.74 kcal,당근,5g
부침류,취나물해물전,열량 : 104.74 kcal,콩기름(대두유),3g
부침류,취나물해물전,열량 : 104.74 kcal,고추(청양고추),1g
부침류,취나물해물전,열량 : 104.74 kcal,고추(붉은고추(홍고추)),1g
무침류,사과무생채,열량 : 20.32 kcal,무(조선무),30g
무침류,사과무생채,열량 : 20.32 kcal,사과,10g
무침류,사과무생채,열량 : 20.32 kcal,파(대파),3g
무침류,사과무생채,열량 : 20.32 kcal,식초(사과식초),1.4g
무침류,사과무생채,열량 : 20.32 kcal,고춧가루,1.4g
무침류,사과무생채,열량 : 20.32 kcal,소금(고운소금),0.5g
무침류,사과무생채,열량 : 20.32 kcal,마늘,0.5g
무침류,사과무생채,열량 : 20.32 kcal,설탕(백설탕),0.4g
무침류,사과무생채,열량 : 20.32 kcal,깨(참깨),0.2g
기타,라임에이드,열량 : 23.2 kcal,에이드(라임에이드),40g
기타,라임에이드,열량 : 23.2 kcal,탄산음료(사이다),20g
국류,훠궈순두부찌개,열량 : 96.7 kcal,두부(손순두부),100g
국류,훠궈순두부찌개,열량 : 96.7 kcal,양파,20g
국류,훠궈순두부찌개,열량 : 96.7 kcal,달걀,10g
국류,훠궈순두부찌개,열량 : 96.7 kcal,조갯살,10g
국류,훠궈순두부찌개,열량 : 96.7 kcal,오징어,10g
국류,훠궈순두부찌개,열량 : 96.7 kcal,호박(조선호박),10g
국류,훠궈순두부찌개,열량 : 96.7 kcal,파(대파),3g
국류,훠궈순두부찌개,열량 : 96.7 kcal,소금(꽃소금),1g
국류,훠궈순두부찌개,열량 : 96.7 kcal,고춧가루,1g
국류,훠궈순두부찌개,열량 : 96.7 kcal,고추씨기름,1g
국류,훠궈순두부찌개,열량 : 96.7 kcal,마늘,1g
조림류,고구마조림,열량 : 92.93 kcal,고구마,60g
조림류,고구마조림,열량 : 92.93 kcal,간장,1g
조림류,고구마조림,열량 : 92.93 kcal,물엿,0.4g
조림류,고구마조림,열량 : 92.93 kcal,후추,0.2g
조림류,고구마조림,열량 : 92.93 kcal,설탕(백설탕),0.2g
조림류,고구마조림,열량 : 92.93 kcal,참기름,0.1g
무침류,양파장아찌,열량 : 36.15 kcal,양파,40g
무침류,양파장아찌,열량 : 36.15 kcal,식초(양조식초),5g
무침류,양파장아찌,열량 : 36.15 kcal,간장,5g
무침류,양파장아찌,열량 : 36.15 kcal,설탕(백설탕),5g
조림류,소시지알감자볶음,열량 : 119.24 kcal,감자(알감자),40g
조림류,소시지알감자볶음,열량 : 119.24 kcal,소시지(비엔나소시지),30g
조림류,소시지알감자볶음,열량 : 119.24 kcal,간장(양조간장),2g
조림류,소시지알감자볶음,열량 : 119.24 kcal,파(대파),2g
조림류,소시지알감자볶음,열량 : 119.24 kcal,콩기름(대두유),1g
조림류,소시지알감자볶음,열량 : 119.24 kcal,설탕(황설탕),1g
조림류,소시지알감자볶음,열량 : 119.24 kcal,물엿,0.5g
죽류,새우야채죽,열량 : 276.28 kcal,멥쌀(백미),60g
죽류,새우야채죽,열량 : 276.28 kcal,새우살,30g
죽류,새우야채죽,열량 : 276.28 kcal,양파,5g
죽류,새우야채죽,열량 : 276.28 kcal,당근,3g
죽류,새우야채죽,열량 : 276.28 kcal,참기름,1g
죽류,새우야채죽,열량 : 276.28 kcal,부추,1g
죽류,새우야채죽,열량 : 276.28 kcal,깨소금,0.5g
죽류,새우야채죽,열량 : 276.28 kcal,소금(꽃소금),0.1g
볶음류,베이컨스크램블에그,열량 : 113.52 kcal,달걀(전란),55g
볶음류,베이컨스크램블에그,열량 : 113.52 kcal,베이컨,10g
볶음류,베이컨스크램블에그,열량 : 113.52 kcal,양파,10g
볶음류,베이컨스크램블에그,열량 : 113.52 kcal,우유(저지방우유),3g
볶음류,베이컨스크램블에그,열량 : 113.52 kcal,당근,3g
볶음류,베이컨스크램블에그,열량 : 113.52 kcal,소금(고운소금),1g
볶음류,베이컨스크램블에그,열량 : 113.52 kcal,콩기름(대두유),1g
볶음류,베이컨스크램블에그,열량 : 113.52 kcal,후추(흰색),0.1g
김치류,오미자 나박김치,열량 : 40.6 kcal,김치(나박김치),50g
김치류,오미자 나박김치,열량 : 40.6 kcal,차(오미자차),10g
빵류,크림빵,열량 : 192.5 kcal,크림빵,70g
볶음류,고사리볶음,열량 : 42.01 kcal,고사리,60g
볶음류,고사리볶음,열량 : 42.01 kcal,들기름,3g
볶음류,고사리볶음,열량 : 42.01 kcal,간장(죽염국간장),1g
볶음류,고사리볶음,열량 : 42.01 kcal,파(대파),1g
볶음류,고사리볶음,열량 : 42.01 kcal,마늘,0.5g
기타,대추생강차,열량 : 64.2 kcal,차(생강차),15g
기타,대추생강차,열량 : 64.2 kcal,차(대추차),15g
기타,모과차,열량 : 75 kcal,차(모과차),30g
기타,모둠쌈,열량 : 32 kcal,상추,15g
기타,모둠쌈,열량 : 32 kcal,쌈장(혼합장),10g
기타,모둠쌈,열량 : 32 kcal,적겨자잎,10g
기타,모둠쌈,열량 : 32 kcal,케일,10g
무침류,진미채조림,열량 : 47.03 kcal,오징어(진미채),15g
무침류,진미채조림,열량 : 47.03 kcal,간장(양조간장),1g
무침류,진미채조림,열량 : 47.03 kcal,마늘,1g
무침류,진미채조림,열량 : 47.03 kcal,고춧가루(고운고춧가루),0.2g
무침류,진미채조림,열량 : 47.03 kcal,고추씨기름,0.2g
소스류,칠리탕수육,열량 : 232.11 kcal,탕수육,80g
소스류,칠리탕수육,열량 : 232.11 kcal,칠리소스,10g
소스류,칠리탕수육,열량 : 232.11 kcal,양파,10g
소스류,칠리탕수육,열량 : 232.11 kcal,식초,3g
소스류,칠리탕수육,열량 : 232.11 kcal,피망(홍피망),3g
소스류,칠리탕수육,열량 : 232.11 kcal,피망(청피망),3g
소스류,칠리탕수육,열량 : 232.11 kcal,고춧가루,2g
소스류,칠리탕수육,열량 : 232.11 kcal,간장(양조간장),2g
소스류,칠리탕수육,열량 : 232.11 kcal,콩기름(대두유),2g
소스류,칠리탕수육,열량 : 232.11 kcal,마늘,1.5g
소스류,칠리탕수육,열량 : 232.11 kcal,설탕(황설탕),1g
소스류,칠리탕수육,열량 : 232.11 kcal,건고추,0.5g
부침류,표고버섯전,열량 : 148.32 kcal,표고버섯,30g
부침류,표고버섯전,열량 : 148.32 kcal,한우(등심),25g
부침류,표고버섯전,열량 : 148.32 kcal,두부,20g
부침류,표고버섯전,열량 : 148.32 kcal,달걀(전란),10g
부침류,표고버섯전,열량 : 148.32 kcal,양파,5g
부침류,표고버섯전,열량 : 148.32 kcal,당근,3g
부침류,표고버섯전,열량 : 148.32 kcal,콩기름(대두유),2g
부침류,표고버섯전,열량 : 148.32 kcal,부침가루,2g
부침류,표고버섯전,열량 : 148.32 kcal,파(대파),2g
부침류,표고버섯전,열량 : 148.32 kcal,마늘,0.5g
부침류,표고버섯전,열량 : 148.32 kcal,소금(천일염),0.3g
부침류,표고버섯전,열량 : 148.32 kcal,후추(검은색),0.02g
찜류,오징어야채브로컬리숙회&amp;초고추장,열량 : 53.15 kcal,오징어,30g
찜류,오징어야채브로컬리숙회&amp;초고추장,열량 : 53.15 kcal,브로콜리,30g
찜류,오징어야채브로컬리숙회&amp;초고추장,열량 : 53.15 kcal,오이(가시오이),10g
찜류,오징어야채브로컬리숙회&amp;초고추장,열량 : 53.15 kcal,초고추장,5g
찜류,오징어야채브로컬리숙회&amp;초고추장,열량 : 53.15 kcal,미역,2g
찜류,오징어야채브로컬리숙회&amp;초고추장,열량 : 53.15 kcal,무싹,2g
무침류,취나물무침,열량 : 54.09 kcal,취나물,50g
무침류,취나물무침,열량 : 54.09 kcal,양파,10g
무침류,취나물무침,열량 : 54.09 kcal,당근,5g
무침류,취나물무침,열량 : 54.09 kcal,들기름,2g
무침류,취나물무침,열량 : 54.09 kcal,간장(죽염국간장),1g
무침류,취나물무침,열량 : 54.09 kcal,파(대파),1g
무침류,취나물무침,열량 : 54.09 kcal,고춧가루,0.5g
무침류,취나물무침,열량 : 54.09 kcal,젓(까나리액젓),0.5g
무침류,취나물무침,열량 : 54.09 kcal,깨(참깨),0.5g
무침류,취나물무침,열량 : 54.09 kcal,마늘,0.5g
국류,얼큰김치콩나물국,열량 : 46.69 kcal,김치(맛김치),70g
국류,얼큰김치콩나물국,열량 : 46.69 kcal,콩나물,20g
국류,얼큰김치콩나물국,열량 : 46.69 kcal,파(대파),3g
국류,얼큰김치콩나물국,열량 : 46.69 kcal,고춧가루,2.5g
국류,얼큰김치콩나물국,열량 : 46.69 kcal,다시마,2g
국류,얼큰김치콩나물국,열량 : 46.69 kcal,마늘,1.5g
국류,얼큰김치콩나물국,열량 : 46.69 kcal,소금(꽃소금),0.5g
기타,납작당면사리,열량 : 53.7 kcal,당면(납작당면),15g
무침류,해파리배냉채,열량 : 51.96 kcal,해파리,35g
무침류,해파리배냉채,열량 : 51.96 kcal,오이,20g
무침류,해파리배냉채,열량 : 51.96 kcal,게맛살(영양강화),10g
무침류,해파리배냉채,열량 : 51.96 kcal,양배추,10g
무침류,해파리배냉채,열량 : 51.96 kcal,배,10g
무침류,해파리배냉채,열량 : 51.96 kcal,분말(겨자분말),4g
무침류,해파리배냉채,열량 : 51.96 kcal,식초,2g
무침류,해파리배냉채,열량 : 51.96 kcal,간장(양조간장),2g
무침류,해파리배냉채,열량 : 51.96 kcal,설탕(황설탕),2g
무침류,해파리배냉채,열량 : 51.96 kcal,소금(고운소금),0.8g
무침류,해파리배냉채,열량 : 51.96 kcal,마늘,0.8g
조림류,고등어김치찜,열량 : 224.59 kcal,고등어,100g
조림류,고등어김치찜,열량 : 224.59 kcal,김치(배추김치),60g
조림류,고등어김치찜,열량 : 224.59 kcal,양파,10g
조림류,고등어김치찜,열량 : 224.59 kcal,무(조선무),10g
조림류,고등어김치찜,열량 : 224.59 kcal,파(대파),2g
조림류,고등어김치찜,열량 : 224.59 kcal,맛술,1g
조림류,고등어김치찜,열량 : 224.59 kcal,간장,1g
조림류,고등어김치찜,열량 : 224.59 kcal,참기름,1g
조림류,고등어김치찜,열량 : 224.59 kcal,생강,1g
조림류,고등어김치찜,열량 : 224.59 kcal,마늘,1g
조림류,고등어김치찜,열량 : 224.59 kcal,후추(검은색),0.02g
볶음류,새송이버섯튀김,열량 : 96.56 kcal,큰느타리버섯(새송이버섯),60g
볶음류,새송이버섯튀김,열량 : 96.56 kcal,달걀(전란),15g
볶음류,새송이버섯튀김,열량 : 96.56 kcal,콩기름(대두유),5g
볶음류,새송이버섯튀김,열량 : 96.56 kcal,튀김가루,5g
볶음류,새송이버섯튀김,열량 : 96.56 kcal,소금(천일염),0.3g
볶음류,닭김치찜,열량 : 251.39 kcal,닭고기(성계),100g
볶음류,닭김치찜,열량 : 251.39 kcal,김치(맛김치),30g
볶음류,닭김치찜,열량 : 251.39 kcal,감자,30g
볶음류,닭김치찜,열량 : 251.39 kcal,당근,10g
볶음류,닭김치찜,열량 : 251.39 kcal,간장,5g
볶음류,닭김치찜,열량 : 251.39 kcal,표고버섯,5g
볶음류,닭김치찜,열량 : 251.39 kcal,고추장(전통고추장),2g
볶음류,닭김치찜,열량 : 251.39 kcal,설탕(백설탕),2g
볶음류,닭김치찜,열량 : 251.39 kcal,고춧가루,1g
볶음류,닭김치찜,열량 : 251.39 kcal,참기름,1g
볶음류,닭김치찜,열량 : 251.39 kcal,물엿,1g
볶음류,닭김치찜,열량 : 251.39 kcal,파(대파),1g
볶음류,닭김치찜,열량 : 251.39 kcal,마늘,1g
볶음류,닭김치찜,열량 : 251.39 kcal,소금(천일염),0.3g
볶음류,닭김치찜,열량 : 251.39 kcal,깨소금,0.3g
볶음류,닭김치찜,열량 : 251.39 kcal,생강,0.2g
볶음류,닭김치찜,열량 : 251.39 kcal,후추(검은색),0.03g
볶음류,닭김치찜,열량 : 251.39 kcal,건고추,0.03g
무침류,토마토,열량 : 129.7 kcal,토마토,100g
무침류,토마토,열량 : 129.7 kcal,올리브유,10g
무침류,토마토,열량 : 129.7 kcal,매실농축액,5g
무침류,토마토,열량 : 129.7 kcal,양파,3g
무침류,토마토,열량 : 129.7 kcal,꿀,1g
무침류,토마토,열량 : 129.7 kcal,설탕(백설탕),1g
무침류,토마토,열량 : 129.7 kcal,소금(꽃소금),0.2g
무침류,토마토매실절임,열량 : 129.7 kcal,토마토,100g
무침류,토마토매실절임,열량 : 129.7 kcal,올리브유,10g
무침류,토마토매실절임,열량 : 129.7 kcal,매실농축액,5g
무침류,토마토매실절임,열량 : 129.7 kcal,양파,3g
무침류,토마토매실절임,열량 : 129.7 kcal,꿀,1g
무침류,토마토매실절임,열량 : 129.7 kcal,설탕(백설탕),1g
무침류,토마토매실절임,열량 : 129.7 kcal,소금(꽃소금),0.2g
무침류,상추부추양파무침,열량 : 25.09 kcal,상추,25g
무침류,상추부추양파무침,열량 : 25.09 kcal,부추,5g
무침류,상추부추양파무침,열량 : 25.09 kcal,양파,5g
무침류,상추부추양파무침,열량 : 25.09 kcal,고춧가루,2g
무침류,상추부추양파무침,열량 : 25.09 kcal,당근,2g
무침류,상추부추양파무침,열량 : 25.09 kcal,식초,1g
무침류,상추부추양파무침,열량 : 25.09 kcal,간장(양조간장),1g
무침류,상추부추양파무침,열량 : 25.09 kcal,매실농축액,1g
무침류,상추부추양파무침,열량 : 25.09 kcal,참기름,0.5g
무침류,상추부추양파무침,열량 : 25.09 kcal,깨(참깨),0.5g
조림류,두부애느타리버섯조림,열량 : 106.09 kcal,두부,60g
조림류,두부애느타리버섯조림,열량 : 106.09 kcal,애느타리버섯,7g
조림류,두부애느타리버섯조림,열량 : 106.09 kcal,간장(양조간장),3g
조림류,두부애느타리버섯조림,열량 : 106.09 kcal,콩기름(대두유),2g
조림류,두부애느타리버섯조림,열량 : 106.09 kcal,설탕(황설탕),2g
조림류,두부애느타리버섯조림,열량 : 106.09 kcal,후추(검은색),1g
조림류,두부애느타리버섯조림,열량 : 106.09 kcal,참기름,1g
조림류,두부애느타리버섯조림,열량 : 106.09 kcal,양파,1g
조림류,두부애느타리버섯조림,열량 : 106.09 kcal,마늘,1g
조림류,두부애느타리버섯조림,열량 : 106.09 kcal,깨소금,0.5g
조림류,두부애느타리버섯조림,열량 : 106.09 kcal,파(쪽파),0.4g
조림류,두부애느타리버섯조림,열량 : 106.09 kcal,소금(꽃소금),0.1g
무침류,아삭이고추오이된장무침,열량 : 16.25 kcal,"고추(오이고추, 아삭이고추)",30g
무침류,아삭이고추오이된장무침,열량 : 16.25 kcal,오이,10g
무침류,아삭이고추오이된장무침,열량 : 16.25 kcal,양파,5g
무침류,아삭이고추오이된장무침,열량 : 16.25 kcal,된장,1g
무침류,아삭이고추오이된장무침,열량 : 16.25 kcal,고추장,1g
무침류,아삭이고추오이된장무침,열량 : 16.25 kcal,마늘,0.2g
