식품명,식재료코드
고둥(나팔고둥),2060090001
고둥(나팔고둥)/생것,2060090002
고둥(매끈이고둥),2060100001
고둥(매끈이고둥)/외국산,2060100002
고둥(매끈이고둥)/삶은것,2060100003
고둥(매끈이고둥)/생것,2060100004
고둥(매끈이고둥)/냉장,2060100005
고둥(매끈이고둥)/냉동,2060100006
고둥(물레고둥),2060110001
고둥(물레고둥)/생것,2060110002
고둥(민허리돼지고둥),2060120001
고둥(민허리돼지고둥)/생것,2060120002
고둥(보말고둥),2060130001
고둥(보말고둥)/외국산,2060130002
고둥(보말고둥)/구운것,2060130003
"고둥(보말고둥)/구운것, 슬라이스",2060130004
고둥(보말고둥)/삶은것,2060130005
고둥(보말고둥)/생것,2060130006
고둥(비단고둥),2060140001
고둥(비단고둥)/생것,2060140002
고둥(위고둥),2060150001
고둥(위고둥)/생것,2060150002
고둥(위고둥)/비가식부위제거,2060150003
고둥(조각매물고둥),2060160001
고둥(조각매물고둥)/생것,2060160002
고둥(콩깍지고둥(털골뱅이)),2060170001
고둥(콩깍지고둥(털골뱅이))/생것,2060170002
고둥(털탑고둥),2060180001
고둥(털탑고둥)/생것,2060180002
고둥(피뿔고둥),2060190001
고둥(피뿔고둥)/생것,2060190002
골뱅이,2060200001
골뱅이/국산,2060200002
골뱅이/외국산,2060200003
골뱅이/생것,2060200004
"골뱅이/조미한것, 슬라이스",2060200005
골뱅이/순살,2060200006
골뱅이/슬라이스,2060200007
골뱅이/냉장,2060200008
골뱅이/냉동,2060200009
굴,2060210001
굴/국산,2060210002
굴/외국산,2060210003
굴/김치제조용,2060210004
굴/튀김용,2060210005
굴/생것,2060210006
굴/냉장,2060210007
굴/냉동,2060210008
굴(석굴),2060220001
굴(석굴)/생것,2060220002
굴(참굴),2060230001
굴(참굴)/생것,2060230002
굴(토굴),2060240001
굴(토굴)/생것,2060240002
꼬막,2060250001
꼬막/국산,2060250002
꼬막/외국산,2060250003
꼬막/삶은것,2060250004
꼬막/생것,2060250005
꼬막(새꼬막),2060260001
꼬막(새꼬막)/생것,2060260002
꼬막(참꼬막),2060270001
꼬막(참꼬막)/생것,2060270002
꼬막(참꼬막)/냉장,2060270003
꼬막(참꼬막)/냉동,2060270004
꼬막살,2060280001
꼬막살/말린것(건조),2060280002
꼬막살/생것,2060280003
꼬막살/자숙,2060280004
꼬막살/냉장,2060280005
꼬막살/냉동,2060280006
논우렁살,2060290001
논우렁살/생것,2060290002
논우렁살/냉장,2060290003
논우렁살/냉동,2060290004
다슬기,2060300001
다슬기/외국산,2060300002
다슬기/생것,2060300003
다슬기/껍질제거(깐것),2060300004
다슬기/냉장,2060300005
다슬기/냉동,2060300006
다슬기(민물),2060310001
다슬기(민물)/생것,2060310002
다슬기(바다),2060320001
다슬기(바다)/생것,2060320002
대수리,2060330001
대수리/생것,2060330002
대합(백합),2060340001
대합(백합)/국산,2060340002
대합(백합)/외국산,2060340003
대합(백합)/튀김용,2060340004
대합(백합)/구운것,2060340005
대합(백합)/말린것(건조),2060340006
대합(백합)/삶은것,2060340007
대합(백합)/생것,2060340008
대합(백합)/순살,2060340009
대합(백합)/냉장,2060340010
대합(백합)/냉동,2060340011
대합살(백합살),2060350001
대합살(백합살)/국산,2060350002
대합살(백합살)/외국산,2060350003
대합살(백합살)/튀김용,2060350004
대합살(백합살)/구운것,2060350005
대합살(백합살)/말린것(건조),2060350006
대합살(백합살)/삶은것,2060350007
대합살(백합살)/생것,2060350008
대합살(백합살)/냉장,2060350009
대합살(백합살)/냉동,2060350010
동죽살,2060360001
동죽살/외국산,2060360002
동죽살/생것,2060360003
동죽살/냉장,2060360004
동죽살/냉동,2060360005
맛살,2060370001
맛살/대(大),2060370002
맛살/중(中),2060370003
맛살/소(小),2060370004
맛살/말린것(건조),2060370005
맛살/생것,2060370006
맛살/껍질제거(깐것),2060370007
맛살/절단된것,2060370008
맛살/채썬것(세절),2060370009
맛살/냉장,2060370010
맛살/냉동,2060370011
맛조개살,2060380001
맛조개살/외국산,2060380002
맛조개살/삶은것,2060380003
맛조개살/생것,2060380004
맛조개살/냉장,2060380005
맛조개살/냉동,2060380006
모시조개살(가무락조개살),2060390001
모시조개살(가무락조개살)/국산,2060390002
모시조개살(가무락조개살)/외국산,2060390003
모시조개살(가무락조개살)/생것,2060390004
모시조개살(가무락조개살)/냉장,2060390005
모시조개살(가무락조개살)/냉동,2060390006
바지락,2060400001
바지락/국산,2060400002
바지락/외국산,2060400003
바지락/말린것(건조),2060400004
바지락/생것,2060400005
바지락살,2060410001
바지락살/국산,2060410002
바지락살/외국산,2060410003
바지락살/생것,2060410004
바지락살/냉장,2060410005
바지락살/냉동,2060410006
북방대합조개살,2060420001
북방대합조개살/외국산,2060420002
북방대합조개살/생것,2060420003
북방대합조개살/냉장,2060420004
북방대합조개살/냉동,2060420005
새꼬막살,2060430001
새꼬막살/외국산,2060430002
새꼬막살/생것,2060430003
새꼬막살/슬라이스,2060430004
새꼬막살/냉장,2060430005
새꼬막살/냉동,2060430006
소라,2060440001
소라/국산,2060440002
소라/외국산,2060440003
소라/생것,2060440004
소라/냉장,2060440005
소라/냉동,2060440006
소라(위소라),2060450001
소라(위소라)/생것,2060450002
소라(참소라),2060460001
소라(참소라)/국산,2060460002
소라(참소라)/외국산,2060460003
소라(참소라)/삶은것,2060460004
소라(참소라)/생것,2060460005
소라(참소라)/냉장,2060460006
소라(참소라)/냉동,2060460007
소라살,2060470001
소라살/국산,2060470002
소라살/외국산,2060470003
소라살/대(大),2060470004
"소라살/대(大), 슬라이스",2060470005
소라살/중(中),2060470006
소라살/소(小),2060470007
소라살/생것,2060470008
소라살/내장제거,2060470009
소라살/냉장,2060470010
소라살/냉동,2060470011
수랑,2060480001
수랑/생것,2060480002
우렁(논우렁),2060490001
우렁(논우렁)/생것,2060490002
우렁(왕우렁),2060500001
우렁(왕우렁)/생것,2060500002
우렁(큰구슬우렁),2060510001
우렁(큰구슬우렁)/생것,2060510002
우렁(큰논우렁),2060520001
우렁(큰논우렁)/생것,2060520002
우렁살,2060530001
우렁살/국산,2060530002
우렁살/외국산,2060530003
우렁살/삶은것,2060530004
우렁살/생것,2060530005
우렁살/비가식부위제거,2060530006
우렁살/냉장,2060530007
우렁살/냉동,2060530008
재첩,2060540001
재첩/국산,2060540002
재첩/외국산,2060540003
재첩/생것,2060540004
재첩/냉장,2060540005
재첩/냉동,2060540006
재첩살,2060550001
재첩살/생것,2060550002
재첩살/냉장,2060550003
재첩살/냉동,2060550004
전복,2060560001
전복/국산,2060560002
전복/외국산,2060560003
전복/말린것(건조),2060560004
전복/생것,2060560005
전복/껍질제거(깐것),2060560006
전복/냉장,2060560007
전복/냉동,2060560008
전복(까막전복),2060570001
전복(까막전복)/외국산,2060570002
전복(까막전복)/생것,2060570003
전복(말전복),2060580001
전복(말전복)/외국산,2060580002
전복(말전복)/생것,2060580003
전복(오분자기),2060590001
"전복(오분자기)/삶은것, 비가식부위제거",2060590002
전복(오분자기)/생것,2060590003
전복(오분자기)/껍질제거(깐것),2060590004
전복(오분자기)/다진것,2060590005
전복(참전복),2060600001
전복(참전복)/외국산,2060600002
전복(참전복)/생것,2060600003
전복살,2060610001
전복살/소(小),2060610002
전복살/생것,2060610003
전복살/다진것,2060610004
조개,2060620001
조개/생것,2060620002
조개(개량조개),2060630001
조개(개량조개)/말린것(건조),2060630002
조개(개량조개)/생것,2060630003
조개(개조개),2060640001
조개(개조개)/국산,2060640002
조개(개조개)/외국산,2060640003
조개(개조개)/생것,2060640004
조개(개조개)/냉장,2060640005
조개(개조개)/냉동,2060640006
조개(동죽),2060650001
조개(동죽)/외국산,2060650002
조개(동죽)/생것,2060650003
"조개(모시조개, 가무락조개)",2060660001
"조개(모시조개, 가무락조개)/국산",2060660002
"조개(모시조개, 가무락조개)/외국산",2060660003
"조개(모시조개, 가무락조개)/생것",2060660004
"조개(모시조개, 가무락조개)/냉장",2060660005
"조개(모시조개, 가무락조개)/냉동",2060660006
조개(북방대합조개),2060670001
조개(북방대합조개)/외국산,2060670002
조개(북방대합조개)/생것,2060670003
조개(살조개),2060680001
조개(살조개)/생것,2060680002
조개(새조개),2060690001
조개(새조개)/외국산,2060690002
조개(새조개)/말린것(건조),2060690003
조개(새조개)/생것,2060690004
조개(새조개)/조미한것,2060690005
조개(새조개)/냉장,2060690006
조개(새조개)/냉동,2060690007
조개(왕우럭조개),2060700001
조개(왕우럭조개)/생것,2060700002
조개(접시조개(비단조개)),2060710001
조개(접시조개(비단조개))/생것,2060710002
조개(진주조개),2060720001
조개(진주조개)/생것,2060720002
조개(키조개),2060730001
조개(키조개)/생것,2060730002
조개(키조개)/냉장,2060730003
조개(키조개)/냉동,2060730004
조개(펄조개(뻘조개)),2060740001
조개(펄조개(뻘조개))/생것,2060740002
조개(피조개),2060750001
조개(피조개)/외국산,2060750002
조개(피조개)/생것,2060750003
조개(피조개)/냉장,2060750004
조개(피조개)/냉동,2060750005
조개(흑모시조개),2060760001
조개(흑모시조개)/생것,2060760002
조갯살,2060770001
조갯살/국산,2060770002
조갯살/외국산,2060770003
조갯살/생것,2060770004
조갯살/냉장,2060770005
조갯살/냉동,2060770006
죽합(맛조개),2060780001
죽합(맛조개)/외국산,2060780002
죽합(맛조개)/생것,2060780003
죽합(맛조개)/냉장,2060780004
죽합(맛조개)/냉동,2060780005
죽합(붉은맛(큰죽합)),2060790001
죽합(붉은맛(큰죽합))/생것,2060790002
참소라살,2060800001
참소라살/생것,2060800002
참소라살/냉장,2060800003
참소라살/냉동,2060800004
키조개관자,2060810001
키조개관자/생것,2060810002
키조개관자/슬라이스,2060810003
키조개관자/냉장,2060810004
키조개관자/냉동,2060810005
키조개날개,2060820001
키조개날개/생것,2060820002
키조개날개/슬라이스,2060820003
키조개날개/냉장,2060820004
키조개날개/냉동,2060820005
키조개살,2060830001
키조개살/외국산,2060830002
키조개살/생것,2060830003
키조개살/냉장,2060830004
키조개살/냉동,2060830005
홍합,2060840001
홍합/국산,2060840002
홍합/외국산,2060840003
홍합/말린것(건조),2060840004
홍합/생것,2060840005
홍합(진주담치),2060850001
홍합(진주담치)/삶은것,2060850002
"홍합(진주담치)/삶은것, 비가식부위제거",2060850003
홍합(진주담치)/생것,2060850004
홍합(진주담치)/비가식부위제거,2060850005
홍합(피홍합),2060860001
홍합(피홍합)/외국산,2060860002
홍합(피홍합)/생것,2060860003
홍합(피홍합)/냉장,2060860004
홍합(피홍합)/냉동,2060860005
홍합살,2060870001
홍합살/국산,2060870002
홍합살/외국산,2060870003
홍합살/생것,2060870004
홍합살/냉장,2060870005
홍합살/냉동,2060870006
갈래곰보,2070010001
갈래곰보/생것,2070010002
김가루,2070020001
"김가루/일반, 무염",2070020002
김가루/친환경,2070020003
"김가루/친환경, 무염",2070020004
"김가루/유기가공식품, 무염",2070020005
김가루/무염,2070020006
김가루/볶은것,2070020007
김가루/조미한것,2070020008
꼬시래기,2070030001
꼬시래기/말린것(건조),2070030002
꼬시래기/생것,2070030003
꼬시래기/염장,2070030004
다시마,2070040001
다시마/김치제조용,2070040002
다시마/쌈용,2070040003
다시마/조림용,2070040004
다시마/튀각용,2070040005
"다시마/튀각용, 말린것(건조)",2070040006
다시마/말린것(건조),2070040007
다시마/생것,2070040008
다시마/염장,2070040009
"다시마/간것(가루, 분말)",2070040010
다시마/채썬것(세절),2070040011
다시마(긴다시마),2070050001
다시마(긴다시마)/생것,2070050002
다시마(나비다시마),2070060001
다시마(나비다시마)/생것,2070060002
다시마(뿌리다시마),2070070001
다시마(뿌리다시마)/말린것(건조),2070070002
다시마(뿌리다시마)/생것,2070070003
다시마(삼석다시마),2070080001
다시마(삼석다시마)/생것,2070080002
다시마(이구다시마),2070090001
다시마(이구다시마)/생것,2070090002
돌김,2070100001
돌김/친환경,2070100002
돌김/생것,2070100003
뜸부기,2070110001
뜸부기/말린것(건조),2070110002
뜸부기/생것,2070110003
마른김,2070120001
마른김/국산,2070120002
마른김/친환경,2070120003
매생이,2070130001
매생이/동결건조,2070130002
매생이/말린것(건조),2070130003
매생이/생것,2070130004
모자반,2070140001
모자반/말린것(건조),2070140002
모자반/생것,2070140003
모자반/염장,2070140004
"모자반/간것(가루, 분말)",2070140005
미역,2070150001
미역/말린것(건조),2070150002
"미역/말린것(건조), 자른것",2070150003
미역/생것,2070150004
미역/염장,2070150005
"미역(곰피, 쇠미역)",2070160001
"미역(곰피, 쇠미역)/말린것(건조)",2070160002
"미역(곰피, 쇠미역)/생것",2070160003
"미역(곰피, 쇠미역)/간것(가루, 분말)",2070160004
"미역(곰피, 쇠미역)/채썬것(세절)",2070160005
미역(물미역),2070170001
미역(물미역)/말린것(건조),2070170002
미역(물미역)/생것,2070170003
미역귀,2070180001
미역귀/말린것(건조),2070180002
미역귀/생것,2070180003
미역줄기,2070190001
미역줄기/삶은것,2070190002
미역줄기/생것,2070190003
미역줄기/염장,2070190004
"미역줄기/염장, 채썬것(세절)",2070190005
불등풀가사리,2070200001
불등풀가사리/생것,2070200002
비단풀,2070210001
비단풀/생것,2070210002
석묵,2070220001
석묵/생것,2070220002
순채,2070230001
순채/생것,2070230002
우뭇가사리,2070240001
우뭇가사리/말린것(건조),2070240002
우뭇가사리/생것,2070240003
우뭇가사리/염장,2070240004
진두발,2070250001
진두발/생것,2070250002
진저리,2070260001
진저리/생것,2070260002
진저리/염장,2070260003
참김,2070270001
참김/친환경,2070270002
"참김/친환경, 상급품",2070270003
"참김/상급품, 말린것(건조)",2070270004
참김/중급품,2070270005
참김/하급품,2070270006
참김/생것,2070270007
청각,2070280001
청각/김치제조용,2070280002
청각/말린것(건조),2070280003
청각/생것,2070280004
톳,2070290001
톳/말린것(건조),2070290002
톳/생것,2070290003
파래,2070300001
파래/말린것(건조),2070300002
파래/생것,2070300003
파래(가시파래),2070310001
파래(가시파래)/말린것(건조),2070310002
파래(가시파래)/생것,2070310003
파래(갈파래),2070320001
파래(갈파래)/말린것(건조),2070320002
파래(갈파래)/생것,2070320003
파래(납작파래),2070330001
파래(납작파래)/생것,2070330002
파래(창자파래),2070340001
파래(창자파래)/말린것(건조),2070340002
파래(창자파래)/생것,2070340003
파래(청태),2070350001
파래(청태)/국산,2070350002
파래(청태)/외국산,2070350003
파래(청태)/친환경,2070350004
파래(청태)/말린것(건조),2070350005
파래(청태)/생것,2070350006
파래(청태)/염장,2070350007
파래(청파래),2070360001
파래(청파래)/생것,2070360002
파래(홑파래),2070370001
파래(홑파래)/말린것(건조),2070370002
파래(홑파래)/생것,2070370003
파래돌김,2070380001
파래돌김/친환경,2070380002
파래돌김/생것,2070380003
개고기,3010010001
거위간,3010020001
거위고기(살코기),3010030001
꿩고기,3010040001
꿩고기(정육),3010050001
메추라기,3010060001
멧돼지고기,3010070001
멧돼지고기/불고기용,3010070002
멧돼지고기(앞다리),3010080001
멧돼지고기(앞다리)/불고기용,3010080002
비둘기고기,3010090001
비둘기고기/냉장,3010090002
사슴고기,3010100001
사슴고기/냉장,3010100002
산토끼(토끼고기),3010110001
양고기,3010120001
양고기/냉장,3010120002
양고기(갈비),3010130001
양고기(갈비)/냉장,3010130002
양고기(다리),3010140001
양고기(살코기),3010150001
양고기(어깨),3010160001
어린양고기,3010170001
어린양고기/냉장,3010170002
어린양고기(간),3010180001
어린양고기(갈비),3010190001
어린양고기(갈비)/일반,3010190002
어린양고기(갈비)/친환경,3010190003
어린양고기(갈비)/냉장,3010190004
어린양고기(다리),3010200001
어린양고기(다리)/친환경,3010200002
어린양고기(다리)/냉장,3010200003
어린양고기(어깨),3010210001
염소고기(산양고기),3010220001
오골계,3010230001
집토끼(토끼고기),3010240001
참새고기,3010250001
칠면조고기,3010260001
칠면조고기/일반,3010260002
칠면조고기/냉장,3010260003
거위알,3020010001
깐달걀,3020020001
달걀,3020030001
달걀(기능성),3020040001
달걀(난백),3020050001
달걀(난황),3020060001
달걀(유정란),3020070001
달걀(유정란)/껍질제거(깐것),3020070002
달걀(전란),3020080001
달걀(전란)/껍질제거(깐것),3020080002
메추리알,3020090001
메추리알/껍질제거(깐것),3020090002
메추리알/칼집낸것,3020090003
오리알,3020100001
청둥오리알,3020110001
닭고기(가슴),3030010001
닭고기(가슴)/일반,3030010002
닭고기(가슴)/친환경,3030010003
닭고기(가슴)/껍질제거(깐것),3030010004
닭고기(가슴)/냉장,3030010005
"닭고기(가슴살, 안심살)",3030020001
"닭고기(가슴살, 안심살)/국산",3030020002
"닭고기(가슴살, 안심살)/일반",3030020003
"닭고기(가슴살, 안심살)/친환경",3030020004
"닭고기(가슴살, 안심살)/돈가스용",3030020005
"닭고기(가슴살, 안심살)/탕수용",3030020006
"닭고기(가슴살, 안심살)/커틀릿용",3030020007
"닭고기(가슴살, 안심살)/간것(가루, 분말)",3030020008
"닭고기(가슴살, 안심살)/깍둑썰기",3030020009
"닭고기(가슴살, 안심살)/껍질제거(깐것)",3030020010
"닭고기(가슴살, 안심살)/다진것",3030020011
"닭고기(가슴살, 안심살)/굵은채",3030020012
"닭고기(가슴살, 안심살)/덩어리",3030020013
"닭고기(가슴살, 안심살)/슬라이스",3030020014
"닭고기(가슴살, 안심살)/가는채",3030020015
"닭고기(가슴살, 안심살)/냉장",3030020016
"닭고기(가슴살, 안심살)/냉동",3030020017
닭고기(넓적다리),3030030001
닭고기(넓적다리)/국산,3030030002
닭고기(넓적다리)/일반,3030030003
닭고기(넓적다리)/친환경,3030030004
닭고기(넓적다리)/껍질제거(깐것),3030030005
닭고기(넓적다리)/칼집낸것,3030030006
닭고기(넓적다리)/냉장,3030030007
닭고기(넓적다리)/냉동,3030030008
닭고기(넓적다리살),3030040001
닭고기(넓적다리살)/국산,3030040002
닭고기(넓적다리살)/친환경,3030040003
닭고기(넓적다리살)/껍질제거(깐것),3030040004
"닭고기(다리, 북채)",3030050001
"닭고기(다리, 북채)/국산",3030050002
"닭고기(다리, 북채)/일반",3030050003
"닭고기(다리, 북채)/친환경",3030050004
"닭고기(다리, 북채)/조림용",3030050005
"닭고기(다리, 북채)/커틀릿용",3030050006
"닭고기(다리, 북채)/간것(가루, 분말)",3030050007
"닭고기(다리, 북채)/깍둑썰기",3030050008
"닭고기(다리, 북채)/껍질제거(깐것)",3030050009
"닭고기(다리, 북채)/칼집낸것",3030050010
"닭고기(다리, 북채)/냉장",3030050011
"닭고기(다리, 북채)/냉동",3030050012
닭고기(다리살),3030060001
닭고기(다리살)/국산,3030060002
닭고기(다리살)/일반,3030060003
닭고기(다리살)/친환경,3030060004
닭고기(다리살)/탕수용,3030060005
닭고기(다리살)/커틀릿용,3030060006
"닭고기(다리살)/간것(가루, 분말)",3030060007
닭고기(다리살)/깍둑썰기,3030060008
닭고기(다리살)/껍질있는것(안깐것),3030060009
닭고기(다리살)/껍질제거(깐것),3030060010
닭고기(다리살)/슬라이스,3030060011
닭고기(다리살)/냉장,3030060012
닭고기(다리살)/냉동,3030060013
닭고기(닭날개),3030070001
닭고기(닭날개)/국산,3030070002
닭고기(닭날개)/일반,3030070003
닭고기(닭날개)/친환경,3030070004
닭고기(닭날개)/냉장,3030070005
닭고기(목),3030080001
닭고기(목)/껍질제거(깐것),3030080002
닭고기(봉),3030090001
닭고기(봉)/국산,3030090002
닭고기(봉)/일반,3030090003
닭고기(봉)/친환경,3030090004
닭고기(봉)/껍질있는것(안깐것),3030090005
닭고기(봉)/껍질제거(깐것),3030090006
닭고기(봉)/냉장,3030090007
닭고기(봉)/냉동,3030090008
닭고기(살코기),3030100001
닭고기(살코기)/국산,3030100002
닭고기(살코기)/일반,3030100003
닭고기(살코기)/친환경,3030100004
닭고기(살코기)/껍질있는것(안깐것),3030100005
닭고기(살코기)/껍질제거(깐것),3030100006
닭고기(살코기)/절단된것,3030100007
닭고기(살코기)/냉장,3030100008
닭고기(성계),3030110001
닭고기(성계)/국산,3030110002
닭고기(성계)/일반,3030110003
닭고기(성계)/친환경,3030110004
닭고기(성계)/닭도리용,3030110005
닭고기(성계)/삼계용,3030110006
닭고기(성계)/껍질제거(깐것),3030110007
닭고기(성계)/순살,3030110008
닭고기(성계)/절단된것,3030110009
닭고기(성계)/토막낸것,3030110010
닭고기(성계)/냉장,3030110011
닭고기(영계),3030120001
닭고기(영계)/국산,3030120002
닭고기(영계)/일반,3030120003
닭고기(영계)/친환경,3030120004
닭고기(영계)/닭도리용,3030120005
닭고기(영계)/삼계용,3030120006
닭고기(영계)/껍질제거(깐것),3030120007
닭고기(영계)/순살,3030120008
닭고기(영계)/절단된것,3030120009
닭고기(영계)/냉장,3030120010
닭고기(영계)/냉동,3030120011
닭고기(윙),3030130001
닭고기(윙)/국산,3030130002
닭고기(윙)/친환경,3030130003
닭고기(윙)/냉장,3030130004
닭고기(윙)/냉동,3030130005
토종닭,3030140001
토종닭/친환경,3030140002
돼지고기(갈비),3040010001
돼지고기(갈비)/국산,3040010002
돼지고기(갈비)/외국산,3040010003
돼지고기(갈비)/일반,3040010004
돼지고기(갈비)/친환경,3040010005
돼지고기(갈비)/구이용,3040010006
돼지고기(갈비)/불고기용,3040010007
돼지고기(갈비)/조림용,3040010008
돼지고기(갈비)/찜용,3040010009
돼지고기(갈비)/탕용,3040010010
돼지고기(갈비)/편육용,3040010011
돼지고기(갈비)/커틀릿용,3040010012
돼지고기(갈비)/냉장,3040010013
돼지고기(갈비)/냉동,3040010014
돼지고기(넓적다리),3040020001
돼지고기(넓적다리)/친환경,3040020002
돼지고기(넓적다리)/조림용,3040020003
"돼지고기(뒷다리, 후지)",3040030001
"돼지고기(뒷다리, 후지)/국산",3040030002
"돼지고기(뒷다리, 후지)/외국산",3040030003
"돼지고기(뒷다리, 후지)/일반",3040030004
"돼지고기(뒷다리, 후지)/친환경",3040030005
"돼지고기(뒷다리, 후지)/돈가스용",3040030006
"돼지고기(뒷다리, 후지)/불고기용",3040030007
"돼지고기(뒷다리, 후지)/장조림용",3040030008
"돼지고기(뒷다리, 후지)/찌개용",3040030009
"돼지고기(뒷다리, 후지)/찜용",3040030010
"돼지고기(뒷다리, 후지)/카레용",3040030011
"돼지고기(뒷다리, 후지)/탕수용",3040030012
"돼지고기(뒷다리, 후지)/깍둑썰기",3040030013
"돼지고기(뒷다리, 후지)/다진것",3040030014
"돼지고기(뒷다리, 후지)/채썬것(세절)",3040030015
"돼지고기(뒷다리, 후지)/덩어리",3040030016
"돼지고기(뒷다리, 후지)/슬라이스",3040030017
"돼지고기(뒷다리, 후지)/냉장",3040030018
"돼지고기(뒷다리, 후지)/냉동",3040030019
돼지고기(뒷다리살),3040040001
돼지고기(뒷다리살)/국산,3040040002
돼지고기(뒷다리살)/외국산,3040040003
돼지고기(뒷다리살)/친환경,3040040004
돼지고기(뒷다리살)/구이용,3040040005
돼지고기(뒷다리살)/불고기용,3040040006
돼지고기(뒷다리살)/편육용,3040040007
돼지고기(뒷다리살)/커틀릿용,3040040008
돼지고기(등갈비),3040050001
돼지고기(등갈비)/국산,3040050002
돼지고기(등갈비)/외국산,3040050003
돼지고기(등갈비)/친환경,3040050004
돼지고기(등갈비)/구이용,3040050005
돼지고기(등갈비)/조림용,3040050006
돼지고기(등심),3040060001
돼지고기(등심)/국산,3040060002
돼지고기(등심)/외국산,3040060003
돼지고기(등심)/일반,3040060004
돼지고기(등심)/친환경,3040060005
돼지고기(등심)/구이용,3040060006
돼지고기(등심)/돈가스용,3040060007
돼지고기(등심)/불고기용,3040060008
돼지고기(등심)/수육용,3040060009
돼지고기(등심)/채소말이용,3040060010
돼지고기(등심)/조림용,3040060011
돼지고기(등심)/찌개용,3040060012
돼지고기(등심)/찜용,3040060013
돼지고기(등심)/탕수용,3040060014
돼지고기(등심)/커틀릿용,3040060015
돼지고기(등심)/깍둑썰기,3040060016
돼지고기(등심)/다진것,3040060017
돼지고기(등심)/채썬것(세절),3040060018
돼지고기(등심)/굵은채,3040060019
돼지고기(등심)/가는채,3040060020
돼지고기(등심)/냉장,3040060021
돼지고기(등심)/냉동,3040060022
돼지고기(목살),3040070001
돼지고기(목살)/국산,3040070002
돼지고기(목살)/외국산,3040070003
돼지고기(목살)/일반,3040070004
돼지고기(목살)/친환경,3040070005
돼지고기(목살)/국용,3040070006
돼지고기(목살)/불고기용,3040070007
돼지고기(목살)/수육용,3040070008
돼지고기(목살)/스테이크용,3040070009
돼지고기(목살)/장조림용,3040070010
돼지고기(목살)/조림용,3040070011
돼지고기(목살)/찌개용,3040070012
돼지고기(목살)/편육용,3040070013
돼지고기(목살)/커틀릿용,3040070014
돼지고기(목살)/깍둑썰기,3040070015
돼지고기(목살)/다진것,3040070016
돼지고기(목살)/굵은채,3040070017
돼지고기(목살)/가는채,3040070018
돼지고기(목살)/굵은슬라이스,3040070019
돼지고기(목살)/냉장,3040070020
돼지고기(목살)/냉동,3040070021
돼지고기(사태),3040080001
돼지고기(사태)/국산,3040080002
돼지고기(사태)/외국산,3040080003
돼지고기(사태)/일반,3040080004
돼지고기(사태)/친환경,3040080005
돼지고기(사태)/구이용,3040080006
돼지고기(사태)/국용,3040080007
돼지고기(사태)/불고기용,3040080008
돼지고기(사태)/장조림용,3040080009
돼지고기(사태)/조림용,3040080010
돼지고기(사태)/찌개용,3040080011
돼지고기(사태)/편육용,3040080012
돼지고기(사태)/커틀릿용,3040080013
돼지고기(사태)/다진것,3040080014
돼지고기(사태)/덩어리,3040080015
돼지고기(사태)/슬라이스,3040080016
돼지고기(사태)/얇은슬라이스,3040080017
돼지고기(사태)/냉장,3040080018
돼지고기(사태)/냉동,3040080019
돼지고기(삼겹살),3040090001
돼지고기(삼겹살)/국산,3040090002
돼지고기(삼겹살)/외국산,3040090003
돼지고기(삼겹살)/일반,3040090004
돼지고기(삼겹살)/친환경,3040090005
돼지고기(삼겹살)/구이용,3040090006
돼지고기(삼겹살)/국용,3040090007
돼지고기(삼겹살)/불고기용,3040090008
돼지고기(삼겹살)/조림용,3040090009
돼지고기(삼겹살)/찌개용,3040090010
돼지고기(삼겹살)/편육용,3040090011
돼지고기(삼겹살)/커틀릿용,3040090012
돼지고기(삼겹살)/깍둑썰기,3040090013
돼지고기(삼겹살)/다진것,3040090014
돼지고기(삼겹살)/채썬것(세절),3040090015
돼지고기(삼겹살)/굵은채,3040090016
돼지고기(삼겹살)/덩어리,3040090017
돼지고기(삼겹살)/슬라이스,3040090018
돼지고기(삼겹살)/얇은슬라이스,3040090019
돼지고기(삼겹살)/가는채,3040090020
돼지고기(삼겹살)/굵은슬라이스,3040090021
돼지고기(삼겹살)/냉장,3040090022
돼지고기(삼겹살)/냉동,3040090023
돼지고기(안심),3040100001
돼지고기(안심)/국산,3040100002
돼지고기(안심)/외국산,3040100003
돼지고기(안심)/일반,3040100004
돼지고기(안심)/친환경,3040100005
돼지고기(안심)/구이용,3040100006
돼지고기(안심)/돈가스용,3040100007
돼지고기(안심)/불고기용,3040100008
돼지고기(안심)/장조림용,3040100009
돼지고기(안심)/조림용,3040100010
돼지고기(안심)/찌개용,3040100011
돼지고기(안심)/탕수용,3040100012
돼지고기(안심)/편육용,3040100013
돼지고기(안심)/커틀릿용,3040100014
돼지고기(안심)/깍둑썰기,3040100015
돼지고기(안심)/다진것,3040100016
돼지고기(안심)/채썬것(세절),3040100017
돼지고기(안심)/굵은채,3040100018
돼지고기(안심)/슬라이스,3040100019
돼지고기(안심)/얇은슬라이스,3040100020
돼지고기(안심)/가는채,3040100021
돼지고기(안심)/굵은슬라이스,3040100022
돼지고기(안심)/냉장,3040100023
돼지고기(안심)/냉동,3040100024
"돼지고기(앞다리, 전지)",3040110001
"돼지고기(앞다리, 전지)/국산",3040110002
"돼지고기(앞다리, 전지)/외국산",3040110003
"돼지고기(앞다리, 전지)/일반",3040110004
"돼지고기(앞다리, 전지)/친환경",3040110005
