식재료명,에너지(kcal),단백질(g),지방(g),탄수화물(g)
소고기_한우(1등급)_사태(뭉치사태)_생것,147,24.04,4.86,0.0
소고기_한우(1등급)_사태(상박살)_생것,185,21.38,10.06,0.0
소고기_한우(1등급)_사태(아롱사태)_생것,237,21.47,15.55,0.0
소고기_한우(1등급)_사태(앞사태)_생것,147,23.1,5.24,0.0
소고기_한우(1등급)_설도(도가니살)_생것,163,20.37,8.14,0.0
소고기_한우(1등급)_설도(삼각살)_생것,225,21.01,14.52,0.0
소고기_한우(1등급)_설도(설깃머리살)_생것,197,20.22,11.84,0.0
소고기_한우(1등급)_앞다리(갈비덧살)_생것,187,20.39,10.73,0.0
소고기_한우(1등급)_앞다리(부채덮개살)_생것,150,21.39,6.34,0.0
소고기_한우(1등급)_양지(앞치마살)_생것,292,18.69,22.65,0.0
소고기_한우(1등급)_양지(업진안살)_생것,269,17.76,20.62,0.0
소고기_한우(1등급)_양지(차돌박이)_생것,408,16.45,35.94,0.0
소고기_한우(1등급)_양지(치마살)_생것,216,20.43,13.75,0.0
소고기_한우(1등급)_양지(치마양지)_생것,193,22.27,10.57,0.0
소고기_한우(1등급)_우둔_생것,162,23.0,6.92,0.0
소고기_한우(1등급)_갈비_생것,376,16.78,32.39,0.0
소고기_한우(1등급)_등심_생것,309,18.6,24.45,0.0
소고기_한우(1등급)_목심(목심살)_생것,204,21.6,12.04,0.0
소고기_한우(1등급)_사태_생것,157,23.06,6.39,0.0
소고기_한우(1등급)_살코기_생것,233,20.22,15.7,0.0
소고기_한우(1등급)_안심(안심살)_생것,205,19.17,13.14,0.0
소고기_한우(1등급)_앞다리_생것,188,21.15,10.49,0.0
소고기_한우(1등급)_앞다리(꾸리살)_생것,157,20.61,7.43,0.0
소고기_한우(1등급)_채끝(채끝살)_생것,230,17.59,16.51,0.0
소고기_한우(1등급)_앞다리(부채살)_생것,253,20.7,17.64,0.0
소고기_한우(1등급)_앞다리(앞다리살)_생것,179,21.53,9.38,0.0
소고기_한우(1+등급)_설도_생것,191,20.82,10.96,0.0
소고기_한우(1+등급)_설도(보섭살)_생것,179,21.82,9.21,0.0
소고기_한우(1+등급)_설도(설깃살)_생것,207,21.5,12.38,0.0
소고기_한우(1+등급)_우둔(우둔살)_생것,183,22.68,9.32,0.0
소고기_한우(1+등급)_우둔(홍두깨살)_생것,160,21.61,7.31,0.0
소고기_한우(1+등급)_양지_생것,273,17.77,21.09,0.0
소고기_한우(1+등급)_양지(양지머리)_생것,197,19.77,12.11,0.0
소고기_한우(1+등급)_양지(업진살)_생것,335,15.09,28.85,0.0
소고기_한우(1+등급)_갈비(꽃갈비)_생것,391,14.7,36.43,0.0
소고기_한우(1+등급)_갈비(본갈비)_생것,388,14.69,34.65,0.0
소고기_한우(1+등급)_갈비(안창살)_생것,313,15.25,26.4,0.0
소고기_한우(1+등급)_갈비(제비추리)_생것,187,21.13,10.45,0.0
소고기_한우(1+등급)_갈비(참갈비)_생것,373,14.82,32.98,0.0
소고기_한우(1+등급)_갈비(토시살)_생것,269,15.69,21.52,0.0
소고기_한우(1+등급)_등심(꽃등심살)_생것,342,17.1,28.72,0.0
소고기_한우(1+등급)_등심(살치살)_생것,351,13.53,31.28,0.0
소고기_한우(1+등급)_등심(아래등심살)_생것,297,18.23,23.34,0.0
소고기_한우(1+등급)_등심(윗등심살)_생것,339,16.98,28.45,0.0
소고기_한우(1+등급)_사태(뒷사태)_생것,153,20.57,7.01,0.0
소고기_한우(1+등급)_사태(뭉치사태)_생것,138,21.89,4.85,0.0
소고기_한우(1+등급)_사태(상박살)_생것,211,20.12,13.38,0.0
소고기_한우(1+등급)_사태(아롱사태)_생것,241,20.6,16.38,0.0
소고기_한우(1+등급)_사태(앞사태)_생것,153,22.05,6.41,0.0
소고기_한우(1+등급)_설도(도가니살)_생것,171,20.02,9.18,0.0
소고기_한우(1+등급)_설도(삼각살)_생것,211,19.38,13.74,0.0
소고기_한우(1+등급)_설도(설깃머리살)_생것,211,19.2,13.81,0.0
소고기_한우(1+등급)_앞다리(갈비덧살)_생것,215,18.61,14.51,0.0
소고기_한우(1+등급)_앞다리(부채덮개살)_생것,161,20.7,7.85,0.0
소고기_한우(1+등급)_양지(앞치마살)_생것,297,17.38,23.81,0.0
소고기_한우(1+등급)_양지(업진안살)_생것,305,18.09,24.35,0.0
소고기_한우(1+등급)_양지(차돌박이)_생것,484,11.16,46.45,0.0
소고기_한우(1+등급)_양지(치마살)_생것,241,17.64,17.69,0.0
소고기_한우(1+등급)_양지(치마양지)_생것,217,20.81,13.71,0.0
소고기_한우(1+등급)_우둔_생것,179,22.47,8.92,0.0
소고기_한우(1+등급)_갈비_생것,388,15.5,34.29,0.0
소고기_한우(1+등급)_등심_생것,333,16.87,27.84,0.0
소고기_한우(1+등급)_목심(목심살)_생것,227,20.83,14.75,0.0
소고기_한우(1+등급)_사태_생것,156,21.29,7.06,0.0
소고기_한우(1+등급)_살코기_생것,251,19.01,18.18,0.0
소고기_한우(1+등급)_안심(안심살)_생것,210,20.69,13.03,0.0
소고기_한우(1+등급)_앞다리_생것,200,19.72,12.37,0.0
소고기_한우(1+등급)_앞다리(꾸리살)_생것,189,19.04,11.51,0.0
소고기_한우(1+등급)_채끝(채끝살)_생것,314,17.92,25.29,0.0
소고기_한우(1+등급)_앞다리(부채살)_생것,251,17.42,18.84,0.0
소고기_한우(1+등급)_앞다리(앞다리살)_생것,188,20.74,10.71,0.0
소고기_한우(2등급)_설도_생것,173,21.17,8.85,0.0
소고기_한우(2등급)_설도(보섭살)_생것,168,21.26,8.33,0.0
소고기_한우(2등급)_설도(설깃살)_생것,165,21.43,7.95,0.0
소고기_한우(2등급)_우둔(우둔살)_생것,157,22.14,6.73,0.0
소고기_한우(2등급)_우둔(홍두깨살)_생것,138,22.35,4.69,0.0
소고기_한우(2등급)_양지_생것,232,19.37,15.99,0.0
소고기_한우(2등급)_양지(양지머리)_생것,198,20.35,11.91,0.0
소고기_한우(2등급)_양지(업진살)_생것,298,17.43,23.86,0.0
소고기_한우(2등급)_갈비(꽃갈비)_생것,313,17.35,25.48,0.0
소고기_한우(2등급)_갈비(본갈비)_생것,310,16.65,25.5,0.0
소고기_한우(2등급)_갈비(안창살)_생것,238,16.63,17.79,0.0
소고기_한우(2등급)_갈비(제비추리)_생것,172,21.53,8.58,0.0
소고기_한우(2등급)_갈비(참갈비)_생것,291,17.73,22.98,0.0
소고기_한우(2등급)_갈비(토시살)_생것,260,18.25,19.42,0.0
소고기_한우(2등급)_등심(꽃등심살)_생것,301,17.12,24.34,0.0
소고기_한우(2등급)_등심(살치살)_생것,274,17.19,21.44,0.0
소고기_한우(2등급)_등심(아래등심살)_생것,246,20.04,17.21,0.0
소고기_한우(2등급)_등심(윗등심살)_생것,272,18.43,20.63,0.0
소고기_한우(2등급)_사태(뒷사태)_생것,158,21.75,7.06,0.0
소고기_한우(2등급)_사태(뭉치사태)_생것,145,23.25,5.0,0.0
소고기_한우(2등급)_사태(상박살)_생것,174,21.05,9.09,0.0
소고기_한우(2등급)_사태(아롱사태)_생것,221,21.77,13.69,0.0
소고기_한우(2등급)_사태(앞사태)_생것,148,21.08,6.28,0.0
소고기_한우(2등급)_설도(도가니살)_생것,168,21.56,8.2,0.0
소고기_한우(2등급)_설도(삼각살)_생것,202,20.36,12.31,0.0
소고기_한우(2등급)_설도(설깃머리살)_생것,200,19.72,12.36,0.0
소고기_한우(2등급)_앞다리(갈비덧살)_생것,174,20.6,9.3,0.0
소고기_한우(2등급)_앞다리(부채덮개살)_생것,156,22.84,6.36,0.0
소고기_한우(2등급)_양지(앞치마살)_생것,254,18.31,18.74,0.0
소고기_한우(2등급)_양지(업진안살)_생것,224,18.69,15.38,0.0
소고기_한우(2등급)_양지(차돌박이)_생것,326,16.06,27.39,0.0
소고기_한우(2등급)_양지(치마살)_생것,206,19.05,13.32,0.0
소고기_한우(2등급)_양지(치마양지)_생것,182,21.82,9.52,0.0
소고기_한우(2등급)_우둔_생것,153,22.18,6.33,0.0
소고기_한우(2등급)_갈비_생것,306,18.02,24.41,0.0
소고기_한우(2등급)_등심_생것,275,18.25,21.06,0.0
소고기_한우(2등급)_목심(목심살)_생것,194,20.17,11.6,0.0
소고기_한우(2등급)_사태_생것,155,21.77,6.73,0.0
소고기_한우(2등급)_살코기_생것,214,19.99,13.78,0.0
소고기_한우(2등급)_안심(안심살)_생것,207,19.84,13.11,0.0
소고기_한우(2등급)_앞다리_생것,174,21.11,9.07,0.0
소고기_한우(2등급)_앞다리(꾸리살)_생것,163,20.57,8.07,0.0
소고기_한우(2등급)_채끝(채끝살)_생것,245,20.35,16.9,0.0
소고기_한우(2등급)_앞다리(부채살)_생것,219,19.93,14.36,0.0
소고기_한우(2등급)_앞다리(앞다리살)_생것,164,21.44,7.85,0.0
소 부산물_선지(피)_생것,51,10.1,0.0,2.2
소 부산물_양(위)_생것,61,9.9,2.0,0.1
소 부산물_양(위)_삶은것,166,24.5,8.4,0.0
소 부산물_천엽_생것,57,11.7,1.3,0.0
소 부산물_간_생것,135,20.36,3.63,3.89
소 부산물_간_삶은것,191,29.08,5.26,5.13
소 부산물_간_구운것(팬),175,26.52,4.68,5.16
소 부산물_골_생것,123,9.3,8.2,1.7
소 부산물_꼬리_생것,252,17.4,19.0,0.0
소 부산물_소장(곱창)_생것,145,9.0,11.3,0.1
소 부산물_신장_생것,99,17.4,3.09,0.29
소 부산물_신장_삶은것,158,27.27,4.65,0.0
소 부산물_심장(염통)_생것,112,17.72,3.94,0.14
소 부산물_심장(염통)_삶은것,165,28.48,4.73,0.15
소 부산물_허파_생것,92,16.2,2.5,0.0
소 부산물_허파_삶은것,120,20.4,3.7,0.0
소 부산물_혀_생것,191,13.0,14.5,0.0
양지국물,4,1.0,0.0,0.0
우족국물_중량3배물,2,0.3,0.1,0.0
잡뼈국물,28,4.3,1.0,0.0
송아지고기_수입산(미국산)_갈비_생것,162,18.86,9.01,0.0
송아지고기_수입산(미국산)_갈비_삶은것,251,32.43,12.53,0.0
송아지고기_수입산(미국산)_갈비_구운것,228,23.96,13.96,0.0
송아지고기_수입산(미국산)_등심_생것,177,20.07,10.07,0.07
송아지고기_수입산(미국산)_등심_삶은것,284,30.19,17.21,0.0
송아지고기_수입산(미국산)_등심_구운것,217,24.8,12.32,0.0
송아지고기_수입산(미국산)_살코기_생것,105,20.04,2.16,0.0
송아지고기_수입산(미국산)_살코기_삶은것,201,35.73,5.33,0.0
송아지고기_수입산(미국산)_어깨_생것,132,19.34,5.44,0.0
송아지고기_수입산(미국산)_어깨_삶은것,236,33.63,10.24,0.0
송아지고기_수입산(미국산)_어깨_구운것,183,25.46,8.25,0.0
송아지고기_수입산(미국산)_채끝(채끝살)_생것,152,19.07,7.81,0.0
송아지고기_수입산(미국산)_채끝(채끝살)_삶은것,252,31.26,13.14,0.0
송아지고기_수입산(미국산)_채끝(채끝살)_구운것(오븐),202,25.14,10.45,0.0
송아지 부산물_수입산(미국산)_간_생것,140,19.93,4.85,2.91
송아지 부산물_수입산(미국산)_간_삶은것,192,28.42,6.26,3.77
송아지 부산물_수입산(미국산)_골_생것,118,10.32,8.21,0.0
송아지 부산물_수입산(미국산)_골_삶은것,136,11.48,9.63,0.0
송아지 부산물_수입산(미국산)_신장_생것,99,15.76,3.12,0.85
송아지 부산물_수입산(미국산)_신장_삶은것,163,26.32,5.66,0.0
송아지 부산물_수입산(미국산)_심장(염통)_생것,110,17.18,3.98,0.08
송아지 부산물_수입산(미국산)_심장(염통)_삶은것,186,29.12,6.75,0.13
송아지 부산물_수입산(미국산)_허파_생것,90,16.3,2.3,0.0
송아지 부산물_수입산(미국산)_허파_삶은것,104,18.74,2.64,0.0
송아지 부산물_수입산(미국산)_혀_생것,131,17.18,5.48,1.91
송아지 부산물_수입산(미국산)_혀_삶은것,202,25.85,10.1,0.0
양고기_외국산_다리_생것,205,18.8,15.3,0.1
어린양고기_수입산(미국산)_갈비_생것,372,14.52,34.39,0.0
어린양고기_수입산(미국산)_갈비_구운것(오븐),359,21.12,29.82,0.0
어린양고기_수입산(미국산)_다리_생것,201,18.58,13.49,0.0
어린양고기_수입산(미국산)_다리_구운것(오븐),225,26.41,12.45,0.0
어린양고기_수입산(미국산)_살코기_생것,143,20.88,5.94,0.0
어린양고기_수입산(미국산)_어깨_생것,264,16.58,21.45,0.0
어린양고기_수입산(미국산)_어깨_삶은것,344,28.68,24.55,0.0
어린양고기_수입산(미국산)_어깨_구운것(오븐),276,22.51,19.97,0.0
어린양 부산물_수입산(미국산)_간_생것,139,20.38,5.02,1.78
어린양 부산물_수입산(미국산)_간_삶은것,220,30.57,8.81,2.53
염소고기_생것,181,19.88,10.31,0.0
염소고기_삶은것,251,29.39,13.51,0.0
염소고기_외국산_생것,99,21.9,1.5,0.2
오리고기_껍질 포함_생것,249,16.63,18.99,0.0
오리고기_살코기_생것,117,21.0,3.07,0.0
오리고기_껍질 포함_삶은것,277,28.74,16.58,0.0
오리고기_껍질 포함_구운것(팬),308,28.98,19.76,0.0
자라고기_외국산_생것,175,16.4,13.4,0.5
칠면조고기_수입산(미국산)_생것,144,21.64,5.64,0.13
칠면조고기_수입산(미국산)_구운것,189,28.55,7.39,0.06
토끼고기_살코기_생것,161,20.97,7.68,0.0
토끼고기_살코기_삶은것,203,28.23,8.87,0.0
토끼고기_집토끼_생것,135,21.7,4.4,0.6
토끼고기_집토끼_끓인것,173,33.02,3.51,0.0
말고기_살코기_생것,102,20.1,2.5,0.3
거위알_생것,193,13.2,14.1,0.8
거위알_삶은것,187,12.7,13.6,1.0
기러기알_생것,193,12.3,13.9,2.4
기러기알_삶은것,212,13.1,14.9,4.0
달걀_생것,136,12.91,8.25,0.79
달걀_분말화한것,376,82.4,0.04,4.47
달걀_삶은것,145,13.49,8.69,1.37
달걀_난백_생것,50,11.46,0.05,0.14
달걀_난백_삶은것,51,11.63,0.01,0.22
달걀_난황_생것,326,15.66,25.18,5.77
달걀_난황_삶은것,379,16.46,32.16,1.37
달걀_유정란_생것,156,10.9,8.4,8.1
달걀_유정란_난백_생것,50,8.5,0.0,3.6
달걀_유정란_난황_생것,333,14.4,20.3,21.7
메추리알_생것,146,12.8,9.02,1.66
메추리알_삶은것,155,12.48,10.12,1.67
메추리알_난백_생것,52,11.77,0.11,0.05
메추리알_난백_삶은것,50,11.35,0.1,0.0
메추리알_난황_생것,296,14.77,23.24,3.74
메추리알_난황_삶은것,360,15.44,30.58,1.39
오리알_생것,171,13.11,11.32,2.03
오리알_삶은것,183,13.39,12.4,2.41
오리알_난백_생것,52,10.78,0.09,1.39
오리알_난백_삶은것,58,11.51,0.08,2.05
오리알_난황_생것,351,16.68,28.48,3.02
오리알_난황_삶은것,375,16.25,31.22,2.97
청둥오리알_생것,178,13.6,12.3,1.0
모유,61,1.1,3.5,7.2
분유,498,13.98,23.93,56.6
분유_전지,509,25.46,27.32,39.07
분유_탈지,358,33.88,0.97,53.16
산양유,62,3.16,3.62,4.03
우유,67,3.09,3.85,4.86
들기름,920,0.0,99.92,0.08
땅콩기름,884,0.0,100.0,0.0
면실유,883,0.0,100.0,0.0
복숭아씨기름,911,0.5,98.9,0.3
쌀겨기름(미강유),921,0.0,99.95,0.05
옥수수기름,919,0.0,99.74,0.17
올리브유,921,0.0,100.0,0.0
유채씨기름,920,0.02,99.85,0.1
잇꽃씨기름,892,0.0,100.0,0.0
참기름,920,0.0,99.84,0.13
코코넛유,918,0.0,99.67,0.33
콩기름,921,0.0,99.96,0.0
팜유,917,0.0,99.56,0.44
해바라기유,919,0.0,99.76,0.2
혼합식물성유,886,0.0,100.0,0.0
포도씨유,920,0.0,99.93,0.01
아마씨유,884,0.11,99.98,0.0
호두유,917,0.0,99.57,0.39
아몬드유,884,0.0,100.0,0.0
아보카도유,917,0.0,99.52,0.48
닭기름,900,0.0,99.8,0.0
돼지기름,915,0.0,99.38,0.58
쇠기름,869,0.2,99.8,0.0
연어기름,902,0.0,100.0,0.0
결명자차_말린것,390,19.07,6.57,63.78
계피차_분말화한것,357,0.0,1.4,89.0
구기자차_말린것,384,14.6,10.7,57.2
구절초차_말린것,345,11.1,1.3,72.1
국화차_말린것,358,14.5,2.3,69.9
녹차_분말화한것,379,22.37,2.47,66.91
녹차_추출,2,0.05,0.0,0.4
녹차_잎_말린것,388,26.66,2.73,64.17
녹차_인동녹차_말린것,329,16.8,1.0,63.3
녹차_장군차_말린것,361,28.0,1.0,59.9
녹차_현미_추출,1,0.02,0.0,0.15
다래나무순차_추출,1,0.1,0.0,0.1
대추차_추출,75,0.12,0.44,17.75
도라지차,22,0.3,,5.1
두충차_분말화한것,354,14.3,3.8,67.9
둥굴레차_추출,1,0.0,0.01,0.27
보리차_추출,0,0.0,0.0,0.07
사과차_추출,167,0.1,0.0,41.6
상지차_말린것,360,6.0,2.4,78.6
쑥차_말린것,338,26.3,0.8,56.4
야콘차_추출,98,0.6,0.0,24.0
오미자차_말린것,371,16.3,7.0,60.8
치커리차_말린것,369,7.3,0.2,84.6
커피_원두_에스프레소_용액,22,0.2,0.22,4.93
커피_원두_커피(아메리카노 2샷)_용액,2,0.02,0.02,0.48
홍차_추출,2,0.23,0.04,0.26
보이차,0,0.12,0.0,0.0
민들레차,0,0.01,0.0,0.05
카모마일차_추출,1,0.0,0.0,0.2
감잎차_추출,0,0.02,0.03,0.0
결명자차_추출,0,0.0,0.0,0.04
구기자차_추출,1,0.0,0.0,0.13
국화차_추출,0,0.0,0.0,0.03
우롱차_추출,0,0.0,0.0,0.07
간장_재래,34,5.92,0.03,2.47
계피_분말화한것,349,3.63,1.15,80.93
고춧가루_분말화한것,319,13.29,8.4,60.62
깨소금_가루_볶은것,638,18.1,56.7,13.7
된장_보리,164,10.9,2.1,25.3
된장_재래,142,13.6,6.89,7.26
산초_가루,302,9.66,4.01,68.57
올스파이스_가루,364,5.6,5.6,75.2
육두구_가루,520,5.7,38.5,47.5
정향_가루,398,7.2,13.6,66.4
칠리_가루,374,15.0,8.2,60.1
타임_가루,342,6.5,5.2,69.8
파프리카_가루,385,15.5,11.6,55.6
후추_검은색_가루,362,12.87,5.0,66.33
후추_흰색_가루,376,10.1,6.4,70.1
골든세이지_말린것,385,1.6,9.3,73.6
라벤다_말린것,330,12.6,8.7,63.3
로즈마리_말린것,331,4.88,15.22,64.06
민트_말린것,294,17.5,6.1,56.2
월계수_잎_말린것,313,7.61,8.36,74.97
코리아타임_말린것,378,1.4,6.2,79.2
고추냉이_분말화한것,299,29.94,3.45,55.1
겨자_분말화한것,413,18.35,22.68,49.97
마늘_가루,349,18.62,0.98,66.44
생강_가루,367,12.55,3.29,71.74
양파_가루,354,8.47,0.8,78.16
파슬리_말린것,298,20.16,3.41,61.59
페퍼민트_생것,70,3.75,0.94,14.89
타라곤_말린것,295,22.77,7.24,50.22
오레가노_말린것,265,9.0,4.28,68.92
레몬그라스(시트로넬라)_생것,99,1.82,0.49,25.31
사프란_말린것,310,11.43,5.85,65.37
뽕잎_가루,299,18.6,2.6,64.8
소금,0,0.0,0.0,0.0
소금_굵은소금,0,0.0,0.0,0.0
소금_천일염_가는소금,24,0.06,0.0,5.99
소금_천일염,20,0.03,0.0,4.95
소금_천일염_굵은소금,16,0.0,0.0,3.91
소금_천일염_소금꽃,21,0.0,0.0,5.3
소금_천일염_토판염,16,0.0,0.0,4.1
소금_프랑스_소금꽃,11,0.0,0.0,2.8
소금_프랑스_토판염,16,0.0,0.0,4.0
대나무_추출,2,0.0,0.1,0.2
메뚜기_성충_생것,125,24.29,2.26,1.86
삼백초_말린것,301,12.1,3.8,67.0
삼백초_잎_말린것,278,12.8,4.1,59.6
삼백초_줄기_말린것,278,4.9,1.5,71.1
솔잎_생것,161,4.5,3.9,32.9
송화_분말화한것,392,11.46,2.95,79.79
인삼_백삼_말린것,316,15.7,0.5,69.8
인삼_수삼_생것,90,4.12,0.76,18.85
인삼_수삼_삶은것,86,3.54,0.69,18.23
인삼_홍삼_말린것,309,13.02,1.24,68.25
인삼_홍삼_추출,15,0.33,0.01,3.32
프로폴리스,642,0.5,50.3,46.9
고로쇠나무_수액,5,0.0,0.02,1.44
누에_유충_분말화한것,482,50.85,26.53,10.06
달팽이_생것,90,16.1,1.4,2.0
번데기(누에)_생것,126,12.62,7.55,1.95
번데기(누에)_말린것,224,22.3,13.3,3.7
솔잎_추출,8,0.1,,2.1
수세미_수액,4,0.8,,0.7
치자꽃_생것,66,1.3,0.1,14.9
귀뚜라미_성충_생것,130,22.45,0.0,3.39
갈색 거저리_유충_생것,195,23.19,11.0,0.83
갈색 거저리_유충_말린것,537,51.39,30.43,14.41
흰점박이 꽃무지_유충_생것,122,15.78,5.2,2.9
흰점박이 꽃무지_유충_말린것,463,54.13,18.52,19.99
장수풍뎅이_유충_말린것,502,44.62,27.21,19.55
팽창제_효모_말린것,307,37.1,6.8,43.1
로열젤리,104,14.29,1.4,12.82
