레시피구분,레시피명,열량
죽류,닭찹쌀죽,열량 : 239.27 kcal
죽류,흑임자죽,열량 : 190.36 kcal
죽류,호두죽,열량 : 183.18 kcal
볶음류,오리채소볶음,열량 : 157.52 kcal
볶음류,베이컨숙주시금치볶음,열량 : 68.82 kcal
볶음류,목이버섯달걀볶음,열량 : 92.67 kcal
볶음류,새우브로콜리볶음,열량 : 82.63 kcal
볶음류,돼지고기가지볶음,열량 : 103.68 kcal
볶음류,토마토달걀볶음,열량 : 116.67 kcal
볶음류,돼지고기콩나물볶음,열량 : 120.94 kcal
볶음류,미역줄기느타리볶음,열량 : 25.89 kcal
볶음류,돼지고기고구마볶음,열량 : 164.73 kcal
무침류,돌나물사과무침,열량 : 27.44 kcal
무침류,만다린샐러드,열량 : 28.74 kcal
무침류,곰피오징어초무침,열량 : 87.16 kcal
무침류,우묵무침,열량 : 47.16 kcal
무침류,닭살깨소스무침,열량 : 70.47 kcal
무침류,새싹주꾸미겨자무침,열량 : 32.18 kcal
무침류,씀바귀무침,열량 : 40.27 kcal
무침류,목이버섯겨자무침,열량 : 19.82 kcal
무침류,우엉마늘종들깨무침,열량 : 69.33 kcal
무침류,원추리무침,열량 : 57.59 kcal
무침류,생고구마샐러드,열량 : 128.06 kcal
무침류,청국장근대무침,열량 : 33.73 kcal
김치류,어린이배추김치,열량 : 5.7 kcal
김치류,어린이깍두기,열량 : 5.7 kcal
국류,어린이콩나물국,열량 : 12.79 kcal
무침류,어린이무생채,열량 : 10.63 kcal
볶음류,어린이스크램블에그,열량 : 100.02 kcal
국류,어린이시금치된장국,열량 : 19.48 kcal
국류,어린이어묵국,열량 : 39.53 kcal
국류,순두부국,열량 : 52.07 kcal
볶음류,어린이훈제오리채소볶음,열량 : 89.84 kcal
무침류,블루베리샐러드,열량 : 22.2 kcal
국류,어린이느타리버섯국,열량 : 12.01 kcal
무침류,표고버섯들깨무침,열량 : 32.8 kcal
조림류,닭날개조림,열량 : 126.24 kcal
조림류,돼지갈비케첩조림,열량 : 215.43 kcal
무침류,어린이쑥갓나물,열량 : 7.69 kcal
무침류,어린이단무지채무침,열량 : 12.08 kcal
조림류,고등어고구마줄기조림,열량 : 132.25 kcal
무침류,어린이청경채무침,열량 : 6.9 kcal
조림류,삼치시래기조림,열량 : 91.35 kcal
조림류,보리새우무조림,열량 : 50.42 kcal
볶음류,어린이가지볶음,열량 : 19.64 kcal
조림류,멸치모둠콩조림,열량 : 88.25 kcal
조림류,맛살고추조림,열량 : 52.94 kcal
무침류,어린이취나물무침,열량 : 30.52 kcal
튀김류,단호박튀김,열량 : 106.04 kcal
튀김류,가지튀김/간장소스,열량 : 118.98 kcal
국류,어린이아욱된장국,열량 : 26.65 kcal
볶음류,죽순버섯볶음,열량 : 23.68 kcal
국류,돼지고기두부김치찌개,열량 : 95.23 kcal
조림류,오징어무조림,열량 : 32.3 kcal
국류,감자들깨미역국,열량 : 60.37 kcal
무침류,어린이오이생채,열량 : 9.32 kcal
국류,닭가슴살미역국,열량 : 36.55 kcal
무침류,어린이용깻잎나물,열량 : 20.32 kcal
찜류,어린이브로콜리달걀찜,열량 : 76.1 kcal
국류,어린이유부된장국,열량 : 75.63 kcal
무침류,어린이시금치나물,열량 : 14.04 kcal
무침류,어린이새콤부추무침,열량 : 9.9 kcal
볶음류,감자채양파볶음,열량 : 30.14 kcal
볶음류,닭갈비,열량 : 115.12 kcal
무침류,야채스틱/쌈장,열량 : 9.35 kcal
무침류,채소스틱/쌈장,열량 : 16.55 kcal
찜류,순살찜닭,열량 : 66.81 kcal
무침류,시금치두부참기름무침,열량 : 21.43 kcal
국류,어린이육개장,열량 : 73.34 kcal
국류,어린이안매운육개장,열량 : 72.7 kcal
국류,아욱두부된장국,열량 : 23.24 kcal
조림류,우엉조림,열량 : 32.43 kcal
무침류,요거트과일샐러드,열량 : 100.04 kcal
튀김류,고구마채튀김,열량 : 98.72 kcal
무침류,열무나물,열량 : 43.5 kcal
볶음류,고사리들기름볶음,열량 : 43.46 kcal
국류,양송이된장국,열량 : 17.68 kcal
국류,안매운김칫국,열량 : 16.08 kcal
국류,들깨뭇국,열량 : 39.73 kcal
무침류,브로콜리숙회/흑임자소스,열량 : 27.47 kcal
무침류,상추오이무침,열량 : 10.05 kcal
볶음류,참치통조림채소볶음,열량 : 52.18 kcal
국류,근대맑은국,열량 : 13.87 kcal
국류,달걀맑은국,열량 : 50.15 kcal
국류,안매운부대찌개,열량 : 85.24 kcal
국류,채소게살탕,열량 : 53.27 kcal
무침류,메추리알샐러드,열량 : 61.93 kcal
국류,감자미역국,열량 : 39.17 kcal
무침류,진미채무침,열량 : 26.19 kcal
무침류,도토리묵무침,열량 : 53.8 kcal
볶음류,열무볶음,열량 : 46.47 kcal
볶음류,마늘종볶음,열량 : 17.6 kcal
무침류,배추된장무침,열량 : 16.13 kcal
볶음류,건새우애호박볶음,열량 : 13.73 kcal
부침류,김달걀말이,열량 : 36.64 kcal
국류,들깨채소국,열량 : 18.61 kcal
부침류,두부부침,열량 : 60.17 kcal
무침류,참외샐러드,열량 : 31.99 kcal
무침류,당근숙주나물,열량 : 7.68 kcal
국류,가지양팟국,열량 : 10.06 kcal
무침류,흑임자소스/연두부,열량 : 39.93 kcal
국류,감자된장국,열량 : 27.04 kcal
국류,맑은동태찌개,열량 : 23.85 kcal
국류,실파맑은장국,열량 : 6.08 kcal
국류,부추맑은국,열량 : 13.21 kcal
국류,조갯살맑은국,열량 : 23.12 kcal
국류,버섯찌개,열량 : 5.95 kcal
볶음류,해물굴소스볶음,열량 : 57.29 kcal
무침류,게맛살콩나물무침,열량 : 13.06 kcal
구이류,두부함박스테이크,열량 : 45.44 kcal
볶음류,새우살크림소스볶음,열량 : 83.5 kcal
무침류,숙주나물김무침,열량 : 5.95 kcal
무침류,양배추초절임,열량 : 12.19 kcal
볶음류,간장제육볶음,열량 : 134.64 kcal
볶음류,새우살채소볶음,열량 : 56 kcal
볶음류,브로콜리채소볶음,열량 : 31.32 kcal
국류,채소닭고기국,열량 : 41.91 kcal
무침류,참나물유자청무침,열량 : 38.24 kcal
국류,무채양팟국,열량 : 39.88 kcal
볶음류,양송이버섯볶음,열량 : 37.22 kcal
국류,버섯맑은국,열량 : 16.15 kcal
무침류,오이부추무침,열량 : 11.19 kcal
국류,단호박맑은국,열량 : 23.35 kcal
국류,건새우무국,열량 : 15.01 kcal
조림류,모듬장조림,열량 : 75.47 kcal
국류,조랭이미역국,열량 : 10.81 kcal
무침류,방풍고추장무침,열량 : 39 kcal
볶음류,훈제오리파프리카볶음,열량 : 176 kcal
국류,맑은미역국,열량 : 27.03 kcal
부침류,들기름달걀프라이,열량 : 77.21 kcal
국류,애호박양파국,열량 : 14.16 kcal
국류,두부미역국,열량 : 34.69 kcal
국류,고사리들깨국,열량 : 23.07 kcal
국류,백김치맑은국,열량 : 11.84 kcal
국류,미역맑은국,열량 : 10.76 kcal
국류,유부당면국,열량 : 72.24 kcal
국류,두부새우젓국,열량 : 12.09 kcal
조림류,닭살장조림,열량 : 52.09 kcal
무침류,취나물두부무침,열량 : 26.93 kcal
무침류,양상추사과무침,열량 : 24.94 kcal
부침류,연근찹쌀전,열량 : 67.95 kcal
국류,부추된장국,열량 : 25.49 kcal
국류,맑은닭개장,열량 : 37.61 kcal
조림류,연근검은깨조림,열량 : 38.19 kcal
국류,팽이장국,열량 : 21.35 kcal
무침류,봄동파프리카무침,열량 : 13.77 kcal
구이류,너비아니구이,열량 : 95.09 kcal
볶음류,미니새송이버섯볶음,열량 : 12.96 kcal
국류,어린이소고기미역국,열량 : 32.2 kcal
구이류,돼지LA갈비구이,열량 : 182.48 kcal
국류,동태살맑은국,열량 : 20.72 kcal
국류,무채장국,열량 : 18.03 kcal
국류,배추들깨국,열량 : 24.12 kcal
밥류,돼지고기짜장덮밥,열량 : 257.5 kcal
국류,팽이맑은국,열량 : 16.85 kcal
조림류,어묵채소조림,열량 : 53.44 kcal
무침류,양배추적채샐러드,열량 : 25.58 kcal
볶음류,느타리양파볶음,열량 : 16.1 kcal
국류,청국장찌개,열량 : 39.18 kcal
밥류,찹쌀수수밥,열량 : 219.85 kcal
밥류,찹쌀차조밥,열량 : 230.63 kcal
밥류,찹쌀기장밥,열량 : 219.15 kcal
볶음류,돼지고기매콤불고기,열량 : 115.17 kcal
김치류,얼갈이김치,열량 : 19.45 kcal
볶음류,차돌숙주볶음,열량 : 132.63 kcal
밥류,달걀덮밥,열량 : 238.09 kcal
찜류,채소달걀찜,열량 : 66.96 kcal
국류,근대된장국,열량 : 21.69 kcal
무침류,느타리버섯나물,열량 : 12.27 kcal
국류,떡만둣국,열량 : 97.65 kcal
국류,다시마뭇국,열량 : 14.9 kcal
국류,호박양파국,열량 : 15.47 kcal
국류,순두부맑은국,열량 : 21.72 kcal
국류,새우살미역국,열량 : 97.51 kcal
무침류,얼갈이나물,열량 : 11.93 kcal
무침류,양배추나물,열량 : 18.58 kcal
무침류,취나물무침,열량 : 24.88 kcal
볶음류,간장닭갈비,열량 : 67.95 kcal
볶음류,오이나물,열량 : 18.19 kcal
튀김류,등심돈까스/소스,열량 : 146.95 kcal
김치류,한입깍두기,열량 : 25.14 kcal
밥류,백미밥,열량 : 219.6 kcal
밥류,흑미찹쌀밥,열량 : 218.55 kcal
밥류,꽁보리밥,열량 : 212.6 kcal
국류,양파된장국,열량 : 35.57 kcal
밥류,김주먹밥,열량 : 134.45 kcal
면류,수제비감자탕,열량 : 79.38 kcal
부침류,애호박전,열량 : 41.02 kcal
밥류,돼지고기짜장밥,열량 : 247.4 kcal
튀김류,소떡강정,열량 : 132.92 kcal
구이류,버섯두부구이,열량 : 44.51 kcal
밥류,팽이버섯덮밥/달걀후라이,열량 : 215.46 kcal
부침류,햄전,열량 : 140.4 kcal
기타,파프리카양배추피클,열량 : 33.6 kcal
밥류,찰밥,열량 : 182.25 kcal
보조식,수박화채,열량 : 50.37 kcal
무침류,토마토치즈샐러드,열량 : 68.2 kcal
조림류,카레달걀장조림,열량 : 11.82 kcal
볶음류,삼겹살간장볶음,열량 : 131.71 kcal
국류,대구살뭇국,열량 : 61.79 kcal
조림류,시래기나물지짐,열량 : 26.95 kcal
밥류,소고기가지볶음밥,열량 : 310.66 kcal
볶음류,가지토마토볶음,열량 : 31.23 kcal
국류,감자짜글이,열량 : 33.73 kcal
밥류,보리밥,열량 : 101.73 kcal
무침류,방풍나물,열량 : 19.96 kcal
국류,무맑은국,열량 : 17.65 kcal
국류,순살돼지고기감자탕,열량 : 74.35 kcal
무침류,양파오이무침,열량 : 7.72 kcal
볶음류,돼지고기파프리카폭찹,열량 : 72.03 kcal
무침류,참외무침,열량 : 38.77 kcal
무침류,미역초무침,열량 : 57.57 kcal
국류,순두부달걀국,열량 : 38.37 kcal
국류,감자무챗국,열량 : 30.14 kcal
무침류,파프리카배무침,열량 : 18.1 kcal
볶음류,돼지고기잡채,열량 : 70.86 kcal
기타,딸기,열량 : 36 kcal
국류,안매운콩비지찌개,열량 : 50.04 kcal
볶음류,오징어채소간장볶음,열량 : 71.19 kcal
무침류,연근깨무침,열량 : 31.99 kcal
무침류,오이달래무침,열량 : 13.87 kcal
국류,애호박고추장찌개,열량 : 30.25 kcal
볶음류,소고기당근볶음,열량 : 82.34 kcal
무침류,한식샐러드,열량 : 38.23 kcal
볶음류,닭살카레볶음,열량 : 122.54 kcal
볶음류,파프리카볶음,열량 : 15.9 kcal
볶음류,모듬버섯볶음,열량 : 35.09 kcal
국류,연두부국,열량 : 20.36 kcal
무침류,배추된장나물무침,열량 : 4.3 kcal
무침류,더덕무침,열량 : 32.03 kcal
밥류,버섯영양밥,열량 : 187.76 kcal
소스류,달래양념장,열량 : 19.43 kcal
국류,애호박젓국,열량 : 16.88 kcal
국류,유채된장국,열량 : 25.24 kcal
국류,팽이버섯국,열량 : 26.44 kcal
구이류,닭살버터구이,열량 : 86.21 kcal
무침류,견과류채소샐러드,열량 : 73.14 kcal
국류,애호박된장찌개,열량 : 49.4 kcal
무침류,알배기배추쌈/쌈장,열량 : 19.5 kcal
국류,소고기들깨뭇국,열량 : 80.52 kcal
볶음류,소고기궁중떡볶음,열량 : 109.31 kcal
국류,새우젓파,열량 : 33.76 kcal
볶음류,들깨무나물볶음,열량 : 16.92 kcal
국류,청경채맑은국,열량 : 6.46 kcal
밥류,새우파인애플볶음밥,열량 : 153.78 kcal
튀김류,짜조,열량 : 132.94 kcal
볶음류,감자당근볶음,열량 : 36.51 kcal
국류,부추새우맑은국,열량 : 46.14 kcal
무침류,죽순두릅초회,열량 : 47.07 kcal
국류,시금치들깨국,열량 : 37.66 kcal
무침류,상추부추무침,열량 : 9.47 kcal
무침류,근대된장무침,열량 : 9.41 kcal
국류,무채콩나물국,열량 : 26.88 kcal
조림류,콩자반,열량 : 54.68 kcal
국류,양배추된장국,열량 : 28.98 kcal
볶음류,주꾸미간장볶음,열량 : 84.68 kcal
국류,김국,열량 : 16.85 kcal
국류,감자애호박국,열량 : 21.31 kcal
국류,버섯국,열량 : 12.07 kcal
볶음류,양송이찹스테이크,열량 : 147.31 kcal
무침류,과일요거트샐러드,열량 : 50.55 kcal
국류,송이버섯미역국,열량 : 15.18 kcal
국류,북어미역국,열량 : 24.12 kcal
무침류,시래기된장무침,열량 : 13.36 kcal
국류,배추맑은국,열량 : 15.03 kcal
조림류,소고기감자조림,열량 : 88.35 kcal
무침류,새콤달콤오이무침,열량 : 14.84 kcal
밥류,영양밥,열량 : 203.72 kcal
볶음류,크랜베리멸치볶음,열량 : 27.24 kcal
튀김류,과일탕수육,열량 : 164.53 kcal
무침류,상추유자무침,열량 : 21.02 kcal
국류,맑은애호박국,열량 : 12.7 kcal
국류,건새우맑은국,열량 : 3.96 kcal
국류,소고기봄동된장국,열량 : 32.17 kcal
국류,홍합국,열량 : 20.88 kcal
찜류,햄치즈달걀찜,열량 : 96.14 kcal
기타,한라봉,열량 : 20 kcal
국류,바지락살달래된장국,열량 : 41.16 kcal
국류,돼지고기김치찌개,열량 : 35.62 kcal
볶음류,들깨가루무나물볶음,열량 : 24.49 kcal
밥류,유부초밥,열량 : 326.4 kcal
조림류,연근조림,열량 : 48.65 kcal
부침류,팽이버섯깻잎전,열량 : 36.07 kcal
무침류,포항초무침,열량 : 14.4 kcal
부침류,팽이버섯전,열량 : 40.67 kcal
국류,두부양파된장국,열량 : 46.22 kcal
무침류,포항초무침,열량 : 12.14 kcal
밥류,꼬막비빔밥,열량 : 311.69 kcal
무침류,봄동된장무침,열량 : 15.69 kcal
볶음류,깻잎나물볶음,열량 : 14.45 kcal
국류,소고기우거지국,열량 : 34.32 kcal
국류,시래기된장국,열량 : 28.56 kcal
무침류,유채나물된장무침,열량 : 15.94 kcal
구이류,또띠아아몬드칩,열량 : 99.08 kcal
국류,양송이버섯수프,열량 : 61.56 kcal
소스류,간장양념장,열량 : 7.85 kcal
국류,팽이버섯장국,열량 : 14.07 kcal
기타,귤,열량 : 21 kcal
국류,맑은감자국,열량 : 15.59 kcal
조림류,소고기두부조림,열량 : 83.6 kcal
조림류,우엉채조림,열량 : 29.84 kcal
국류,참치김치찌개,열량 : 64.81 kcal
국류,다시마무채국,열량 : 13.44 kcal
기타,조각배 1/8,열량 : 18.4 kcal
김치류,섞박지,열량 : 11.4 kcal
국류,사골만둣국,열량 : 111.55 kcal
무침류,시금치무침,열량 : 14.91 kcal
밥류,율무밥,열량 : 220 kcal
국류,배추들깨탕,열량 : 70.95 kcal
국류,토란국,열량 : 50.47 kcal
무침류,오이지무침,열량 : 9.07 kcal
구이류,김구이,열량 : 5.22 kcal
부침류,녹두전,열량 : 86.34 kcal
부침류,치즈옥수수전,열량 : 91.85 kcal
국류,해물찌개,열량 : 54.11 kcal
기타,복숭아,열량 : 58.8 kcal
국류,사골황태떡국,열량 : 104.15 kcal
볶음류,곤드레나물,열량 : 32.63 kcal
무침류,양배추절임샐러드,열량 : 50.94 kcal
무침류,충무식무김치,열량 : 22.09 kcal
김치류,오이깍두기,열량 : 26.41 kcal
국류,순두부달걀탕,열량 : 49.66 kcal
무침류,풋마늘초무침,열량 : 23.14 kcal
볶음류,무새우젓나물,열량 : 41.26 kcal
볶음류,피마자나물볶음,열량 : 52.41 kcal
볶음류,느타리애호박볶음,열량 : 31.6 kcal
기타,간장깻잎지,열량 : 11.9 kcal
무침류,늙은오이양념무침,열량 : 23.13 kcal
국류,도토리묵냉국,열량 : 48.62 kcal
조림류,소고기당근조림,열량 : 120.09 kcal
볶음류,파프리카브로콜리볶음,열량 : 9.23 kcal
김치류,보쌈무김치,열량 : 30.34 kcal
무침류,청경채사과무침,열량 : 28.2 kcal
찜류,날치알달걀찜,열량 : 67.54 kcal
국류,맑은김치국,열량 : 9.91 kcal
김치류,백김치,열량 : 4.32 kcal
찜류,순살아귀찜,열량 : 58.69 kcal
국류,감자옹심이국,열량 : 23.55 kcal
무침류,치커리초간장생채,열량 : 12.13 kcal
무침류,숙주당근무침,열량 : 26.5 kcal
찜류,호박잎쌈,열량 : 22.5 kcal
볶음류,쌈장,열량 : 49.33 kcal
무침류,모듬쌈/쌈장,열량 : 8.8 kcal
보조식,과일화채,열량 : 36.95 kcal
국류,온청포묵국,열량 : 65.25 kcal
무침류,사과치커리무침,열량 : 17.36 kcal
찜류,단호박팥찜,열량 : 68.76 kcal
국류,다시마맑은국,열량 : 19.69 kcal
무침류,오이무침,열량 : 8.86 kcal
볶음류,새송이버섯볶음,열량 : 8.16 kcal
김치류,나박김치,열량 : 2.45 kcal
국류,우렁살된장국,열량 : 31.38 kcal
무침류,두릅초회,열량 : 20.72 kcal
찜류,돼지LA갈비찜,열량 : 159.7 kcal
볶음류,도라지나물,열량 : 31.85 kcal
죽류,달걀죽,열량 : 152.57 kcal
국류,전복미역국,열량 : 45.73 kcal
죽류,전복내장죽,열량 : 92.47 kcal
국류,미역오이양파냉국,열량 : 24.1 kcal
조림류,멸치고추장조림,열량 : 40.35 kcal
국류,애호박새우젓국,열량 : 72.74 kcal
무침류,도라지오이무침,열량 : 27.16 kcal
국류,가자미버터구이,열량 : 111.61 kcal
무침류,돌나물/초장,열량 : 8.93 kcal
국류,순두부김칫국,열량 : 77.82 kcal
국류,청국장김치찌개,열량 : 48.59 kcal
찜류,가지찜/양념장,열량 : 48.63 kcal
국류,콩가루배추국,열량 : 58.68 kcal
무침류,참나물두부들깨무침,열량 : 44.22 kcal
무침류,참나물양파채겉절이,열량 : 15.46 kcal
조림류,감자두부조림,열량 : 48.15 kcal
면류,바지락칼국수,열량 : 166.25 kcal
기타,양파고추간장절임,열량 : 8.98 kcal
국류,쑥바지락국,열량 : 22.55 kcal
무침류,탕평채,열량 : 35.53 kcal
죽류,영양닭죽,열량 : 171.68 kcal
밥류,크래미유부초밥,열량 : 233.92 kcal
무침류,숙주나물,열량 : 19.89 kcal
밥류,수수밥,열량 : 219.85 kcal
볶음류,어린이제육볶음,열량 : 78.17 kcal
무침류,시금치유장무침,열량 : 15.7 kcal
볶음류,파래볶음,열량 : 35.23 kcal
국류,감자맑은국,열량 : 27.3 kcal
무침류,숙주양념장무침,열량 : 33.83 kcal
