,레시피구분,레시피명,열량
1436,조림류,감자고추장조림,102.03
1437,국류,물만두달걀국,186.32
1438,국류,수제비아욱된장국,46.62
1439,국류,아브고레모노,90.42
1440,구이류,파스티치오,144.77
1441,튀김류,칼라마리,168.95
1442,구이류,삼치살엿장구이,243.87
1443,무침류,미나리숙주무침,16.5
1444,국류,느타리버섯국,117.76
1445,볶음류,어묵굴소스햄볶음,277.28
1446,국류,소고기느타리버섯국,68.21
1447,볶음류,닭가슴살채소볶음,200.07
1448,구이류,밀전병&amp;양파초간장,126.03
1449,부침류,애호박채전,67.01
1450,김치류,두부찜&amp;볶음김치,130.21
1451,보조식,미니백설기,98.0
1452,국류,명란젓찌개,102.42
1453,볶음류,백순대볶음,197.66
1454,부침류,감자달걀말이,126.25
1455,무침류,노각고춧가루무침,42.03
1456,국류,얼큰감자된장국,33.88
1457,찜류,치즈등갈비,141.4
1458,무침류,충무김밥&amp;오징어무침,287.97
1459,면류,계란잔치국수,208.01
1460,볶음류,매콤어묵볶음,103.9
1461,밥류,낙지비빔밥,477.61
1462,국류,곤약어묵탕,57.42
1463,튀김류,고구마야채튀김&amp;초간장,177.06
1464,무침류,콩나물당근무침,33.56
1465,튀김류,감자튀김&amp;케찹,294.3
1466,무침류,양배추적채샐러드,37.55
1467,면류,냉콩국수,672.11
1468,무침류,문어야채초무침,31.6
1469,찜류,브로콜리숙회&amp;고추장,33.9
1470,국류,상추오이냉국,17.13
1471,조림류,고구마닭도리탕,408.31
1472,무침류,열무고추장무침,37.84
1473,국류,바지락순두부백탕,78.02
1474,무침류,세발나물된장무침,25.14
1475,구이류,파래돌김&amp;양념장,19.88
1476,국류,가지냉국,26.04
1477,조림류,단호박간장조림,36.97
1478,무침류,콘샐러드,89.78
1479,찜류,찰 옥수수찜,156.7
1480,무침류,오복지김무침,23.16
1481,보조식,망고요거트스무디,124.39
1482,죽류,게살 날치알죽,254.83
1483,죽류,트러플전복죽,355.21
1484,보조식,바람떡,124.2
1485,볶음류,팽이볶음,28.83
1486,조림류,서리태땅콩조림,200.26
1487,국류,참치고추장찌개,185.19
1488,볶음류,콩나물불고기,138.73
1489,무침류,돌나물낙지초무침,82.58
1490,조림류,연근곤약조림,51.9
1491,국류,고추장어묵국,65.56
1492,찜류,매운돼지갈비찜,140.49
1493,국류,브로콜리스프,154.89
1494,무침류,"삼색나물무침(고사리,콩나물,시금치)",74.09
1495,구이류,데리야끼닭꼬치,100.8
1496,보조식,흰우유&amp;아몬드시리얼,179.1
1497,구이류,양파베이컨구이,109.77
1498,면류,삼색수제비국,67.52
1499,구이류,목살찹스테이크,163.36
1500,볶음류,날치알스크램블에그,94.12
1501,무침류,파프리카무쌈,8.75
1502,볶음류,새송이굴소스볶음,56.71
1503,국류,새우완자탕,116.06
1504,볶음류,까르보나라떡순대,170.94
1505,볶음류,차슈가지,233.66
1506,볶음류,청경채숙주볶음,38.28
1507,국류,바지락두부탕국,53.94
1508,국류,제주몸국,64.04
1509,부침류,돌문어부침개,245.21
1510,죽류,가자미야채죽,399.16
1511,국류,연두부달걀탕,70.02
1512,밥류,게살볶음밥(소),315.55
1513,부침류,고사리전,77.93
1514,무침류,고춧잎지,18.2
1515,보조식,바나나우유,288.0
1516,국류,맑은감자양파국,51.41
1517,국류,미나리낙지연포탕,38.08
1518,볶음류,떡갈비채소볶음,254.7
1519,무침류,명란젓갈,40.64
1520,국류,팽이장국,16.18
1521,밥류,꼬막비빔밥,308.03
1522,튀김류,닭강정,337.7
1523,무침류,브로콜리검정깨무침,48.32
1524,국류,산채해장국,42.55
1525,무침류,소고기부추잡채,183.43
1526,국류,시금치두부된장국,75.2
1527,무침류,새우젓,4.0
1528,무침류,알배기배추&amp;깻잎쌈,6.85
1529,튀김류,고구마견과류맛탕,288.83
1530,찜류,중국식연두부,64.71
1531,구이류,새송이고추장구이,31.05
1532,국류,황태달걀국,97.09
1533,볶음류,어묵야채볶음,147.26
1534,조림류,미트볼양송이조림,272.95
1535,국류,북어무채국,68.63
1536,찜류,등갈비묵은지찜,308.66
1537,구이류,감자버터구이,71.29
1538,국류,얼큰동태탕,107.82
1539,구이류,두부달걀구이&amp;양념장,146.2
1540,볶음류,쥐어채볶음,110.52
1541,무침류,유부맛살샐러드,40.18
1542,국류,우유감자스프,140.84
1543,찜류,돼지고기꽈리고추조림,178.26
1544,구이류,연어스테이크,149.29
1545,무침류,버섯들깨볶음,61.54
1546,무침류,생양념깻잎지,30.21
1547,무침류,쪽파김가루무침,20.02
1548,찜류,오징어모듬야채숙회&amp;초고추장,53.15
1549,구이류,새송이떡갈비구이,213.53
1550,보조식,과일마요범벅,68.16
1551,무침류,해파리겨자냉채,45.54
1552,구이류,임연수카레구이,194.95
1553,볶음류,볼어묵햄볶음,190.32
1554,국류,호박새우젓국,77.59
1555,볶음류,매콤오징어볶음,308.4
1556,밥류,멕시칸볶음밥(세계음식-멕시코),449.02
1557,보조식,구아바음료(세계음식-멕시코),75.0
1558,조림류,닭날개데리야끼조림,276.07
1559,볶음류,표고버섯들깨볶음,29.42
1560,무침류,도토리묵&amp;간장양념장,33.7
1561,보조식,열대과일샐러드,68.69
1562,부침류,동태달걀전,135.34
1563,무침류,꼬시래기두부무침,57.82
1564,무침류,도라지생채,41.37
1565,국류,맑은우동국물,48.12
1566,튀김류,돈비국수(돈까스비빔국수),493.89
1567,무침류,양배추채샐러드&amp;케요소스,37.55
1568,무침류,유자단무지무침,8.74
1569,무침류,사과부추무침,28.36
1570,국류,청국장,77.4
1571,찜류,영양돈갈비찜,512.74
1572,무침류,굴무생채,27.51
1573,무침류,쌈다시마,3.6
1574,면류,베이컨크림파스타,502.5
1575,튀김류,미니햄버거,414.38
1576,찜류,감자옥수수범벅,90.61
1577,볶음류,어묵꽈리고추곤약조림,79.97
1578,보조식,닭가슴살샐러드,30.31
1579,밥류,고구마밥,358.95
1580,찜류,일식새우달걀찜,124.34
1581,볶음류,돼지고기김치볶음,295.87
1582,면류,미니어묵우동,146.69
1583,무침류,닭가슴살겨자냉채,124.02
1584,조림류,닭봉데리조림,189.61
1585,무침류,치커리오이무침,32.98
1586,밥류,가지표고밥,387.86
1587,보조식,부추양념장,18.11
1588,국류,시골된장찌개,37.27
1589,밥류,초당옥수수밥,353.6
1590,국류,콩나물냉국,21.99
1591,무침류,천사채맛살샐러드,50.6
1592,김치류,깻잎무쌈말이,14.3
1593,구이류,미니탄두리치킨,243.65
1594,국류,삼색조랭이떡국,170.8
1595,구이류,조미김구이,44.04
1596,밥류,흑미초당옥수수밥,352.7
1597,볶음류,볼어묵고추볶음,81.24
1598,무침류,애느타리버섯나물,23.73
1599,국류,꽃게된장국,101.86
1600,보조식,오렌지주스,54.0
1601,조림류,소고기달걀장조림,175.58
1602,볶음류,마늘종어묵볶음,85.15
1603,튀김류,불향 야채돈가스,291.01
1604,조림류,고등어감자조림,211.76
1605,무침류,마늘고추지무침,56.66
1606,무침류,맛살오이겨자무침,42.62
1607,국류,북어무국,68.63
1608,무침류,메밀묵야채무침,55.35
1609,죽류,두부 달걀죽,152.68
1610,부침류,모둠산적/초간장,180.68
1611,보조식,홍삼포도주스,73.5
1612,볶음류,표고버섯야채볶음,28.37
1613,볶음류,미역줄기파프리카볶음,78.85
1614,튀김류,버팔로윙,434.55
1615,무침류,상추유자청무침,38.68
1616,무침류,사과꽃맛살샐러드,125.16
1617,조림류,연근뿌리조림,58.66
1618,국류,참치우거지탕,143.14
1619,보조식,청포도주스,82.5
1620,볶음류,멸치고추장볶음,73.69
1621,무침류,오이지장아찌,21.19
1622,조림류,포계(간장치킨),298.79
1623,무침류,방풍나물무침,29.31
1624,국류,가쓰오유부국,27.41
1625,밥류,고구마밥(소),234.45
1626,조림류,미트볼야채조림,179.97
1627,무침류,상추깻잎무침,38.3
1628,볶음류,오리고추장볶음,466.83
1629,부침류,불고기완자전,311.55
1630,조림류,고기완자조림,213.18
1631,볶음류,표고버섯죽순볶음,28.54
1632,밥류,파프리카야채볶음밥,387.12
1633,구이류,닭가슴살스테이크,166.76
1634,볶음류,구운야채,15.13
1635,면류,메밀국수,245.42
1636,튀김류,매콤콩고기견과류강정,297.29
1637,튀김류,가츠오 문어볼,52.65
1638,국류,버섯고추장찌개,65.28
1639,국류,버섯된장국,61.93
1640,볶음류,프랑크소시지칠리볶음,194.46
1641,조림류,알감자꽈리고추조림,93.43
1642,국류,건새우시금치국,69.4
1643,볶음류,돼지고기주물럭,457.16
1644,면류,들깨버섯칼국수,357.68
1645,튀김류,꿔바로우,387.9
1646,구이류,청양옥수수콘치즈,101.3
1647,무침류,청경채견과류들깨무침,129.68
1648,볶음류,순대야채볶음,270.96
1649,무침류,매운가지나물,22.21
1650,밥류,소고기콩나물밥,317.32
1651,국류,팽이버섯달걀국,84.66
1652,볶음류,불닭야채볶음,336.73
1653,튀김류,갈릭감자튀김,274.28
1654,볶음류,불닭덮밥소스,251.27
1655,밥류,코코넛슈림프카레덮밥,700.51
1656,국류,북어달걀탕,99.77
1657,구이류,탄두리치킨(완),194.25
1658,튀김류,로제떡볶이,234.66
1659,무침류,버섯브로콜리들깨볶음,62.33
1660,보조식,망고라씨,176.37
1661,보조식,애플망고주스,42.0
1662,볶음류,해바라기씨파래볶음,61.33
1663,튀김류,고구마맛탕,250.45
1664,밥류,김밥볶음밥,150.6
1665,면류,미니김치말이국수,331.68
1666,튀김류,수제오징어튀김,277.87
1667,보조식,매실레몬에이드,49.99
1668,부침류,고들빼기무말랭이무침,101.5
1669,국류,순두부달걀탕,49.66
1670,튀김류,갈치튀김,115.26
1671,볶음류,마늘종베이컨볶음,64.71
1672,튀김류,연근닭봉튀김,224.58
1673,볶음류,어묵양파볶음,111.53
1674,조림류,깻잎조림,27.86
1675,국류,돼지두부김치찌개,69.59
1676,국류,청양건새우무국,33.23
1677,찜류,치즈단호박구이,52.28
1678,볶음류,햄야채볶음,153.49
1679,무침류,애호박나물,49.32
1680,조림류,연북어무조림,303.07
1681,무침류,쑥갓두부무침,53.36
1682,국류,참치짜글이,184.85
1683,부침류,분홍소시지전,161.34
1684,무침류,두릅초회,20.72
1685,구이류,더블치즈함박스테이크,284.27
1686,국류,오징어무국,73.25
1687,국류,김치수제비국,53.31
1688,볶음류,양념소불고기,495.69
1689,무침류,탕평채,47.53
1690,무침류,시금치양파무침,20.22
1691,볶음류,콩고기고추장볶음,201.93
1692,볶음류,무들깨나물,49.76
1693,찜류,돼지갈비찜,469.84
1694,부침류,감자부추전,108.47
1695,찜류,찐옥수수,173.26
1696,볶음류,낙지삼겹살볶음,332.46
1697,국류,건새우아욱국,63.72
1698,볶음류,삼색야채어묵볶음,138.81
1699,볶음류,잔멸치호두볶음,111.35
1700,조림류,닭고추장조림,425.61
1701,찜류,찐옥수수(소),86.63
1702,조림류,돈육두부조림,140.17
1703,국류,소고기감자된장국,105.55
1704,부침류,김치전,111.1
1705,국류,매콤오징어무국,59.15
1706,볶음류,양평모듬버섯볶음(향토-경기도),33.62
1707,무침류,하남부추무침(향토-경기도),27.6
1708,김치류,강화순무김치(향토-경기도),38.8
1709,국류,속풀이해장국,74.55
1710,부침류,불고기완자전(소),244.05
1711,조림류,삼치고사리조림,112.4
1712,보조식,모듬찰떡,156.1
1713,구이류,옥수수버터구이,116.39
1714,보조식,꿀그릭요거트,93.17
1715,국류,재첩미역국,38.6
1716,튀김류,맛쵸킹순살치킨,183.73
1717,밥류,간장달걀밥,486.51
1718,찜류,견과류단호박찜,60.6
1719,무침류,취나물된장무침,31.67
1720,국류,홍초콩나물국,38.92
1721,보조식,오이당근스틱&amp;쌈장,10.77
1722,튀김류,깻잎야채튀김&amp;초간장,177.06
1723,국류,근대두부된장국,92.79
1724,볶음류,감자채당근볶음,81.75
1725,찜류,오징어야채브로콜리숙회&amp;초고추장,57.62
1726,밥류,참치마요네즈덮밥,507.42
1727,국류,유부팽이장국,46.17
1728,튀김류,도라지고추장강정,34.36
1729,무침류,비름나물고추장무침,38.32
1730,김치류,총각김치,16.4
1731,면류,미나리해물파스타,387.12
1732,국류,우렁이된장찌개,100.41
1733,무침류,김가루청포묵무침,34.4
1734,볶음류,무청된장지짐,80.75
1735,국류,모시조개콩나물국,37.39
1736,볶음류,불고기양송이볶음,238.12
1737,무침류,오이지,18.0
1738,찜류,단호박찜,92.39
1739,밥류,뿌리채소은행밥,262.8
1740,찜류,온두부찜,53.99
1741,무침류,꼬시래기초무침,20.92
1742,찜류,달걀연두부찜,44.47
1743,구이류,임연수오븐구이,120.81
1744,국류,감자스프,140.84
1745,국류,사색어묵국,56.82
1746,조림류,눈꽃치즈닭갈비,399.58
1747,국류,소고기배추국,53.02
1748,튀김류,코다리갈비강정,144.17
1749,무침류,시금치된장무침,61.97
1750,국류,새알심미역국,72.0
1751,볶음류,파채오리불고기,200.43
1752,무침류,도토리묵오이무침,69.31
1753,밥류,묵은지주먹밥,201.93
1754,면류,메밀막국수,256.22
1755,튀김류,고구마강정,154.2
1756,김치류,비트물김치,18.12
1757,국류,얼큰해물순두부찌개,69.35
1758,조림류,닭데리야끼조림,170.61
1759,구이류,장각오븐데리구이,126.71
1760,찜류,왕만두찜,246.23
1761,무침류,새콤무생채,16.62
1762,국류,건새우근대된장국,26.76
1763,찜류,새싹연두부찜,67.05
1764,국류,개성조랭이떡국(향토-경기도),130.85
1765,국류,고추장짜글이,168.69
1766,김치류,파김치,19.6
1767,무침류,단무지채매콤무침,7.18
1768,부침류,치즈달걀말이,157.69
1769,무침류,더덕오이무침,41.28
1770,밥류,이천영양밥(향토-경기도),315.92
1771,죽류,소라참치죽,435.69
1772,구이류,수원갈비구이(향토-경기도),348.5
1773,찜류,간장꼬마쥐포조림,196.6
1774,무침류,부추사과무침,65.99
1775,국류,감자고추장찌개,57.0
1776,무침류,들깨고구마순나물무침,54.21
1777,조림류,감자두부조림,48.15
1778,찜류,바베큐립,491.98
1779,밥류,옥수수콩밥,325.05
1780,국류,청양참치김치찌개,63.13
1781,조림류,돼지고기파인애플조림,144.79
1782,부침류,새우맛살파전,115.71
1783,조림류,열무된장지짐,36.01
1784,볶음류,갑오징어야채볶음,196.14
1785,국류,호박두부찌개,47.06
1786,구이류,치킨데리야끼조림&amp;청양마요소스,295.21
1787,찜류,양파달걀찜,90.38
1788,국류,가쓰오탕파국,4.91
1789,국류,꽃게지리탕,85.18
1790,볶음류,들깨무나물,23.07
1791,밥류,연근흑미영양밥,424.55
1792,국류,조개맑은국,34.23
1793,조림류,메란곤약조림,92.22
1794,보조식,토마토그릭요거트,40.77
1795,국류,새우젓콩나물국,26.53
1796,조림류,돈사태새송이장조림,126.67
1797,조림류,감자카레조림,71.44
1798,무침류,새콤콩나물무침,33.67
1799,국류,소고기사골우거지탕,189.23
1800,찜류,삼겹살숙주찜,363.02
1801,무침류,유부탕평채,61.03
1802,국류,돈육콩비지찌개,92.14
1803,무침류,부추겨자무침,57.07
1804,국류,스위트콘크림스프,47.27
1805,무침류,단무지무침,10.2
1806,밥류,찹쌀녹두밥,244.46
1807,국류,닭다리백숙,241.86
1808,부침류,해물김치전,348.25
1809,무침류,오징어젓,37.87
1810,보조식,아이스홍시,39.6
1811,볶음류,양송이버섯야채볶음,33.01
1812,면류,새우튀김우동,318.0
1813,무침류,쫄면야채무침,126.24
1814,무침류,청포묵김가루무침,35.79
1815,무침류,얼갈이무침,24.1
1816,국류,등뼈감자탕,100.03
1817,무침류,무말랭이고춧잎무침,27.81
1818,볶음류,미나리삼겹살볶음,703.49
1819,볶음류,통마늘은행멸치볶음,76.23
1820,무침류,도라지오이생채,42.11
1821,조림류,생땅콩조림,184.3
1822,국류,맑은바지락국,71.46
1823,국류,꼬치어묵,94.3
1824,국류,스팸고추장짜글이,168.69
1825,튀김류,슈림프커틀릿&amp;타르타르소스,174.3
1826,볶음류,흑임자감자채볶음,62.81
1827,무침류,더덕고추장무침,39.88
1828,국류,미역오이냉국,18.4
1829,구이류,삼치고추장양념구이,192.17
1830,부침류,보리새우부추전&amp;초간장,79.12
1831,찜류,달래달걀찜,99.49
1832,부침류,해물파전,169.21
1833,무침류,절임고추지무침,51.56
1834,무침류,해초샐러드,17.18
1835,밥류,후리카케밥,349.83
1836,볶음류,돼지고기자장볶음,200.72
1837,무침류,맛살겨자냉채,39.48
1838,밥류,클로렐라밥,300.9
1839,부침류,베이컨오꼬노미야끼,140.49
1840,튀김류,메추리알떡볶이,214.57
1841,부침류,오꼬노미야끼,98.67
1842,무침류,레몬무생채,11.26
1843,조림류,멸치꽈리조림,72.13
1844,밥류,배추나물밥&amp;양념장,310.21
1845,국류,스팸부대찌개,131.09
1846,찜류,로제찜닭,277.71
1847,무침류,느타리버섯들깨볶음,47.33
1848,무침류,오이도라지무침,41.37
1849,김치류,고들빼기,44.0
1850,국류,당근크림스프,89.58
1851,보조식,망고요거트,78.05
1852,조림류,닭감자조림,340.41
1853,국류,배추콩나물된장국,30.37
1854,면류,미니물냉면&amp;배토핑,405.75
1855,국류,참치미역국,80.05
1856,볶음류,돼지고기간장불고기,181.08
1857,무침류,브로콜리미역초무침,32.18
1858,보조식,꿀떡,147.0
1859,무침류,충무식어묵무침,60.11
1860,국류,초당순두부찌개,159.91
1861,구이류,더덕구이,33.73
1862,볶음류,홍쇼두부,178.0
1863,튀김류,돈가스&amp;카레소스,227.55
1864,튀김류,떡볶이,156.17
1865,밥류,오야코동,625.15
1866,볶음류,비엔나파프리카볶음,200.46
1867,보조식,연두부,50.0
1868,국류,설렁탕&amp;소면사리,231.75
1869,면류,소면사리(소),74.0
1870,죽류,새우살바지락죽,411.41
1871,국류,미역된장국,16.84
1872,찜류,닭가슴살고구마롤,163.98
1873,국류,대구곤이탕,77.03
1874,튀김류,새송이버섯탕수육,141.6
1875,밥류,낙지강황비빔밥,368.69
1876,볶음류,꽈리고추 쥐포채,215.5
1877,찜류,코다리콩나물찜,190.13
1878,무침류,적양파고구마샐러드,108.71
1879,튀김류,옥수수빠스,82.74
1880,조림류,연근견과류조림,111.15
1881,무침류,들기름막국수,184.14
1882,김치류,알타리,24.6
1883,밥류,찰흑미밥,328.45
1884,국류,냉도토리묵국,46.66
1885,볶음류,돈육주꾸미볶음,286.12
1886,볶음류,돈육주꾸미볶음&amp;김가루,353.47
1887,김치류,깻잎무쌈,34.75
1888,무침류,콩나물무생채,25.35
1889,국류,돈까스김치나베,281.33
1890,볶음류,브로컬리스크램블에그,84.39
1891,조림류,건새우무조림,121.63
1892,국류,들깨새알심미역국,75.1
1893,구이류,와인숙성삼겹살구이,262.52
1894,무침류,쌈배추파인애플샐러드,11.05
1895,밥류,흑미더덕비빔밥,444.84
1896,국류,다시마무채국,17.64
1897,튀김류,모듬버섯탕수육,320.18
1898,무침류,연근들깨샐러드,149.96
1899,무침류,원추리된장무침,54.09
1900,국류,바지락콩나물국,14.54
1901,볶음류,버섯파프리카볶음,50.13
1902,찜류,오징어파프리카숙회,49.32
1903,무침류,숙주나물,21.49
1904,밥류,햄야채볶음밥,392.57
1905,면류,로제파스타,350.22
1906,밥류,햄야채볶음밥(소),210.11
1907,조림류,토마토미트볼조림,203.34
1908,조림류,양송이조림,21.46
1909,국류,황태미역국,54.35
1910,무침류,미역오이초무침(동지),15.23
1911,무침류,참나물(그믐),21.87
1912,김치류,알타리김치(그믐),24.6
1913,보조식,인절미(그믐),69.3
1914,무침류,시금치나물(삼복),24.19
1915,죽류,오징어김치죽,424.44
1916,국류,새우달걀국,86.09
1917,조림류,메추리알어묵조림,136.35
1918,조림류,멸치아몬드볶음,133.8
1919,김치류,돌나물물김치,18.84
1920,밥류,현미기장밥,328.75
1921,튀김류,새우커틀렛,102.75
1922,보조식,조각수박(삼복),18.6
1923,국류,미소팽이장국,23.15
1924,부침류,달걀만두,75.76
1925,무침류,짜사이채무침,43.58
1926,면류,매콤수제비국,89.46
1927,무침류,훈제오리부추무침,255.48
1928,국류,매콤콩나물국,38.92
1929,튀김류,떡갈비데리야끼소스구이,168.23
1930,볶음류,파래김자반볶음,89.94
1931,찜류,등갈비바베큐폭립,300.3
1932,튀김류,마늘시즈닝감자튀김,301.28
1933,밥류,보리밥(쌀100g/보리20g),435.2
1934,밥류,참치유부초밥,539.35
1935,국류,어묵국,56.82
1936,튀김류,베이컨떡볶이,189.52
1937,무침류,참외무침(칠석),23.85
1938,김치류,열무김치(완)-칠석,19.2
1939,무침류,냉이나물무침,34.57
1940,김치류,괴동침채(동치미),4.8
1941,국류,햄김치찌개,109.14
1942,구이류,명태양념구이,120.02
1943,무침류,돌나물(설날),7.86
1944,볶음류,곤드레나물무침,24.27
1945,국류,건새우콩나물국,27.85
1946,국류,바지락냉이된장국(대보름),39.87
1947,구이류,너비아니구이(대보름),68.0
1948,조림류,콩자반(완)-초파일,81.3
1949,무침류,미나리강회(초파일),6.32
1950,무침류,취나물(단오),27.81
1951,튀김류,순살치킨까스,505.9
1952,튀김류,야채튀김,322.82
1953,무침류,가지나물(칠석),15.4
1954,찜류,연두부&amp;양념장,49.6
1955,무침류,취나물(소),22.71
1956,조림류,우엉견과류조림,132.9
1957,무침류,오색나물(대보름),102.35
1958,국류,버섯찌개,60.38
1959,튀김류,데미소스,26.63
1960,찜류,브로콜리숙회,12.8
1961,무침류,충무식오징어초무침,58.12
1962,조림류,전복달걀장조림,124.56
1963,무침류,부추게맛살냉채,37.68
1964,밥류,두릅영양밥,323.05
1965,구이류,임연수구이&amp;와사비장,179.1
1966,볶음류,우엉소고기잡채,260.32
1967,무침류,봄동나물무침,25.16
1968,국류,차돌박이달래된장국,71.05
1969,볶음류,새송이피망볶음,33.35
1970,무침류,고사리나물(소),14.72
1971,밥류,서리태보리밥,354.41
1972,무침류,오이지매콤무침,21.19
1973,보조식,수제토마토주스,50.35
1974,찜류,감자옥수수샐러드,102.98
1975,무침류,백진미채무침,68.94
1976,무침류,콩나물겨자무침,39.48
1977,보조식,또띠아구이,45.75
1978,무침류,단무지부추무침,13.1
1979,구이류,소고기산적,121.55
1980,무침류,매운콩나물무침,28.46
1981,찜류,찐고구마,141.0
1982,밥류,검정콩밥(소),215.56
1983,김치류,포기김치(완),22.2
1984,무침류,토마토치즈샐러드&amp;오리엔탈드레싱,133.9
1985,찜류,단호박찜닭,394.19
1986,국류,한우육개장,107.43
1987,구이류,갈치구이&amp;와사비장,176.1
1988,조림류,돈민찌두부조림,139.75
1989,무침류,오이부추무침,32.74
1990,볶음류,감자채카레볶음,72.1
1991,조림류,매운두부조림,141.87
1992,면류,냉우동,186.03
1993,튀김류,크림깐쇼새우,320.23
1994,무침류,꼬들단무지매콤무침,8.82
1995,무침류,오복지무침,17.02
1996,볶음류,맛살스크램블에그,98.92
1997,볶음류,파래볶음,43.66
1998,국류,얼큰새우매운탕,83.58
1999,무침류,옥수수면채소무침,94.06
2000,구이류,통마늘삼겹살구이,348.92
2001,무침류,유자청톳무침,4.96
2002,무침류,부지갱이나물장아찌,33.44
2003,국류,꽃게청국장찌개,104.58
2004,밥류,귀리수수밥(쌀100g),396.32
2005,무침류,짜사이무침,47.95
2006,무침류,짜사이(중국식오이무침),47.95
2007,무침류,달래오이양파무침,24.5
2008,조림류,임연수살양념조림,122.43
2009,국류,샤브샤브전골,219.11
2010,볶음류,경장육사&amp;꽃빵,353.46
2011,국류,유부국,119.98
2012,볶음류,셀러리오이볶음,34.4
2013,부침류,옛날도시락-분홍소시지전,109.04
2014,볶음류,옛날도시락-멸치볶음,61.54
2015,볶음류,옛날도시락-김치볶음,28.95
2016,부침류,옛날도시락-달걀프라이,77.17
2017,조림류,옛날도시락-콩자반,81.3
2018,무침류,도토리묵무침,34.92
2019,국류,홍합살무국,39.56
2020,볶음류,새우젓애호박볶음,67.35
2021,김치류,나박김치,3.5
2022,국류,오이지냉국,16.61
2023,부침류,취나물해물전,104.74
2024,무침류,사과무생채,20.32
2025,국류,훠궈순두부찌개,96.7
2026,조림류,고구마조림,92.93
2027,무침류,양파장아찌,36.15
2028,조림류,소시지알감자볶음,119.24
2029,볶음류,베이컨스크램블에그,113.52
2030,김치류,오미자 나박김치,40.6
2031,볶음류,고사리볶음,42.01
2032,무침류,진미채조림,47.03
2033,부침류,표고버섯전,148.32
2034,찜류,오징어야채브로컬리숙회&amp;초고추장,53.15
2035,무침류,취나물무침,54.09
2036,국류,얼큰김치콩나물국,46.69
2037,무침류,해파리배냉채,51.96
2038,조림류,고등어김치찜,224.59
2039,볶음류,새송이버섯튀김,96.56
2040,볶음류,닭김치찜,251.39
2041,무침류,토마토,129.7
2042,무침류,토마토매실절임,129.7
2043,무침류,상추부추양파무침,25.09
2044,조림류,두부애느타리버섯조림,106.09
2045,무침류,아삭이고추오이된장무침,16.25
2046,찜류,배추찜,39.35
2047,국류,미역팽이장국,21.31
2048,조림류,연근간장조림,22.23
2049,구이류,군고구마,58.8
2050,무침류,방풍나물된장무침,36.37
2051,무침류,배추들깨나물,21.96
2052,국류,가자미살미역국,44.25
2053,국류,얼갈이콩나물된장국,19.21
2054,국류,무들깨국,29.06
2055,구이류,장각오븐구이,240.12
2056,무침류,비타민나물,20.41
2057,무침류,미나리숙주나물,16.5
2058,찜류,달걀찜,94.25
2059,볶음류,돼지고기부추볶음,172.66
2060,국류,꽃게찌개,81.18
2061,조림류,병어시래기무조림,165.47
2062,국류,얼큰한동태알탕,125.94
2063,국류,바지락살냉이국,44.89
2064,볶음류,주꾸미돼지고기볶음&amp;김가루,237.55
2065,국류,콩가루쑥국,79.53
2066,부침류,애호박부추전,95.94
2067,국류,두부쑥갓오징어찌개,85.68
2068,무침류,버섯초무침,80.84
2069,밥류,녹차밥,336.66
2070,튀김류,봄나물야채튀김,155.52
2071,볶음류,베이컨아스파라거스볶음,100.63
2072,무침류,미역오징어초무침,80.99
2073,무침류,단배추나물무침,14.08
2074,조림류,메추리알돈육사태장조림,170.12
2075,무침류,깻잎지,27.86
2076,무침류,쪽파생무침,31.24
2077,볶음류,깻잎순들기름볶음,53.13
2078,볶음류,어묵채소볶음,111.53
2079,부침류,팽이버섯옥수수전,92.84
2080,부침류,옥수수팽이버섯전,152.16
2081,볶음류,닭고기숙주볶음,111.08
2082,국류,소고기버섯국,94.55
2083,볶음류,오징어조랭이떡볶음,181.9
2084,부침류,고구마전,130.31
2085,부침류,달걀채소전,91.49
2086,구이류,"구운채소(쥬키니,당근,완두콩)",28.77
2087,볶음류,돈육굴소스볶음,149.77
2088,구이류,목살사과소스한입스테이크,271.2
2089,국류,무맑은국,17.65
2090,구이류,돼지갈빗살구이,272.37
2091,찜류,단호박달걀찜,123.57
2092,무침류,쌈배추들깨초무침,45.24
2093,무침류,청포묵미나리무침,29.51
2094,무침류,건파래무침,70.75
2095,국류,묵은지감자탕,87.59
2096,밥류,소보로비빔밥,565.75
2097,국류,유부두부국,78.21
2098,무침류,참나물참깨무침,25.73
2099,무침류,무말랭이실파무침,55.54
2100,보조식,딸기모찌,65.44
2101,국류,해물된장찌개,112.31
2102,볶음류,돼지고기가지숙주볶음,162.23
2103,무침류,부추비트겉절이,10.96
2104,볶음류,돼지고기느타리버섯볶음,198.83
2105,튀김류,가지튀김,118.98
2106,국류,물만두&amp;초간장,123.54
2107,밥류,보리밥(쌀70g),290.8
2108,무침류,황태채무말랭이쪽파무침,72.56
2109,튀김류,깐풍가지,139.23
2110,볶음류,명엽채실고추볶음,244.31
2111,튀김류,생선가스(완)&amp;적채타르타르소스,270.98
2112,구이류,순살고등어데리야끼구이,173.6
2113,국류,시금치콩나물된장국,32.78
2114,볶음류,애느타리버섯호박볶음,56.93
2115,무침류,오이지유자청무침,11.53
2116,조림류,꽁치캔김치조림,157.96
2117,무침류,상추치커리무침,15.75
2118,무침류,콩나물표고버섯겨자채,55.57
2119,무침류,근대나물쌈장무침,29.88
