나이,성별,신장,체중,활동량계수,BMR,에너지 섭취량(Kcal),일일 칼로리 잉여/적자
74.0,1.0,161.3,69.6,1.15,2231.1474200000002,1520.6014269702346,-710.5459930297657
56.0,2.0,162.7,64.7,1.0,1753.8339999999998,1026.437905764093,-727.3960942359067
48.0,2.0,163.1,50.1,1.0,1675.3619999999999,1432.1618018738427,-243.20019812615715
76.0,2.0,144.7,46.6,1.0,1315.538,1126.5695572167629,-188.96844278323715
46.0,1.0,174.9,69.4,1.0,2271.5344,1683.732351194283,-587.802048805717
27.0,1.0,173.4,94.2,1.0,2839.0784,2462.206174793436,-376.87222520656405
27.0,2.0,161.5,77.1,1.0,2061.576,1982.7590651099556,-78.81693489004442
69.0,2.0,161.8,59.7,1.0,1610.67,1272.0575329131032,-338.6124670868969
61.0,1.0,168.5,74.6,1.0,2176.782,1894.320798769432,-282.4612012305681
72.0,1.0,168.5,68.5,1.0,1974.9010000000003,1651.998065640003,-322.9029343599973
74.0,1.0,173.9,72.3,1.0,2045.4374000000003,1784.3616923384889,-261.0757076615114
46.0,2.0,166.8,86.7,1.0,2058.62,1955.095817534299,-103.52418246570096
63.0,2.0,162.0,58.4,1.0,1641.4139999999998,1610.7733269205826,-30.640673079417184
74.0,2.0,150.5,41.8,1.0,1326.5379999999996,989.0993080675812,-337.43869193241835
80.0,1.0,169.2,72.6,1.0,1967.6691999999998,1689.440607455011,-278.2285925449887
79.0,2.0,152.7,58.4,1.0,1463.3359999999998,869.4876065458706,-593.8483934541292
60.0,1.0,177.4,68.9,1.0,2143.6494000000002,2037.6301157717628,-106.01928422823744
46.0,2.0,167.8,59.7,1.0,1813.1599999999999,1352.7001734973103,-460.45982650268957
78.0,2.0,152.7,61.9,1.15,1756.2038999999997,1132.4464806857893,-623.7574193142104
48.0,2.0,162.5,60.7,1.0,1770.222,1540.7465798812905,-229.4754201187095
73.0,2.0,148.5,50.1,1.0,1396.6159999999998,868.6435502972198,-527.97244970278
80.0,1.0,158.4,53.7,1.15,1865.05741,1241.032362203908,-624.0250477960919
55.0,1.0,174.5,71.9,1.15,2536.2106499999995,1807.6271316635743,-728.5835183364252
53.0,2.0,149.6,59.3,1.15,1875.0855999999997,1689.8485719695452,-185.23702803045444
21.0,2.0,168.4,57.6,1.15,2234.868,1774.131630257247,-460.7363697427529
47.0,1.0,181.0,76.8,1.15,2742.4386,2114.033248128305,-628.4053518716951
53.0,1.0,175.3,67.1,1.15,2472.4117699999997,2392.825277044952,-79.58649295504756
53.0,2.0,153.2,50.1,1.15,1806.1131999999998,1367.1912299650598,-438.92197003493993
22.0,1.0,174.3,72.1,1.15,2853.1188700000002,2380.8696146642988,-472.2492553357015
56.0,1.0,158.8,65.7,1.0,2030.4918000000002,1294.7886800970427,-735.7031199029575
52.0,1.0,172.1,71.2,1.0,2227.8836,1952.511624415588,-275.3719755844122
47.0,2.0,171.8,64.0,1.0,1875.538,1323.9010185494951,-551.6369814505049
19.0,2.0,167.1,68.1,1.0,2073.272,1522.1558883622213,-551.1161116377787
65.0,1.0,172.2,67.1,1.15,2338.8150299999998,1675.9623019986464,-662.8527280013534
64.0,2.0,165.4,59.1,1.0,1665.74,1514.7555670176584,-150.98443298234156
57.0,1.0,172.3,67.6,1.15,2424.8238199999996,1828.0904882375005,-596.7333317624991
76.0,1.0,169.3,69.9,1.15,2267.21957,1773.041447360655,-494.17812263934525
71.0,2.0,156.6,56.3,1.0,1527.274,1386.8283045826124,-140.44569541738747
80.0,1.0,168.7,54.4,1.0,1675.4092,1660.4619477688743,-14.94725223112573
45.0,2.0,155.3,58.7,1.0,1719.96,1661.0274517893215,-58.93254821067853
80.0,2.0,152.6,55.5,1.0,1428.556,1509.849525498151,81.29352549815098
45.0,1.0,187.2,85.8,1.15,2964.6405799999998,2281.5472254463957,-683.0933545536041
43.0,2.0,163.8,65.8,1.0,1861.946,1738.4002800554786,-123.54571994452135
45.0,1.0,177.3,86.2,1.0,2561.3028,2181.367689412982,-379.9351105870178
80.0,1.0,168.6,70.4,1.0,1929.4296,1247.5610446136698,-681.8685553863302
77.0,2.0,152.8,57.6,1.15,1717.6635999999999,1505.011491722569,-212.6521082774309
61.0,2.0,164.7,54.1,1.0,1634.588,1084.2096153664634,-550.3783846335366
30.0,1.0,184.9,72.5,1.15,2849.97471,2852.67403845321,2.6993284532100006
51.0,1.0,173.2,73.1,1.0,2273.5782,1740.051154759581,-533.5270452404188
41.0,1.0,175.4,75.3,1.0,2415.7513999999996,1870.2985968498465,-545.4528031501532
74.0,2.0,152.7,61.0,1.0,1522.2219999999998,1543.730464868563,21.50846486856335
72.0,1.0,171.4,73.1,1.15,2376.9197099999997,1661.184121915823,-715.7355880841767
55.0,1.0,157.0,59.8,1.0,1936.44,1341.3743239523096,-595.0656760476904
68.0,2.0,153.4,78.0,1.0,1727.884,1394.2239662093082,-333.66003379069184
68.0,2.0,165.2,53.2,1.15,1836.0195999999996,1329.1546532294508,-506.86494677054884
60.0,1.0,173.5,69.3,1.15,2434.78435,2182.553208612556,-252.23114138744404
41.0,2.0,163.4,64.5,1.15,2129.1946,2003.74517275029,-125.44942724970974
74.0,1.0,171.7,66.0,1.15,2229.81618,2130.461072267831,-99.35510773216902
35.0,2.0,158.5,53.0,1.15,2005.9585,1834.9318637726212,-171.02663622737873
76.0,2.0,150.4,54.4,1.0,1429.9279999999999,1480.001864989278,50.073864989278036
56.0,1.0,168.9,81.3,1.46,3347.4264040000003,3107.118339835848,-240.30806416415226
52.0,2.0,159.0,55.6,1.0,1669.436,1415.318722145083,-254.1172778549169
26.0,1.0,168.1,64.1,1.46,3227.491956,2957.5924633330333,-269.8994926669666
51.0,2.0,167.4,51.2,1.46,2475.64176,1816.3645215345648,-659.2772384654352
64.0,1.0,168.8,64.9,1.15,2286.99437,2275.659914573413,-11.334455426586828
62.0,2.0,156.5,58.8,1.15,1865.1216999999997,1733.433784820917,-131.68791517908267
56.0,2.0,165.3,64.1,1.46,2595.1188399999996,2210.3525045101906,-384.7663354898091
52.0,2.0,155.8,52.7,1.15,1862.7169999999999,1138.5527536471004,-724.1642463528995
52.0,1.0,174.4,73.9,1.15,2600.77311,2652.868672781776,52.0955627817757
67.0,2.0,154.5,72.3,1.0,1689.428,965.7642331594792,-723.6637668405209
53.0,2.0,153.4,70.3,1.0,1759.462,1708.9622417734772,-50.49975822652277
57.0,2.0,150.7,44.7,1.0,1472.6039999999998,1240.3021105885457,-232.3018894114541
72.0,1.0,156.7,53.1,1.15,1919.7703299999998,1525.7728357127758,-393.9974942872241
67.0,2.0,148.6,48.7,1.0,1425.698,1131.2104414922328,-294.4875585077673
69.0,2.0,147.6,69.6,1.0,1600.242,983.0565116279072,-617.1854883720928
52.0,2.0,153.8,58.2,1.0,1656.02,1436.05941567262,-219.96058432738005
49.0,2.0,154.3,50.8,1.0,1611.116,1378.9470057201606,-232.16899427983935
60.0,2.0,153.3,52.2,1.0,1540.9500000000003,1484.7088696394967,-56.241130360503576
29.0,2.0,159.3,49.3,1.0,1771.5759999999998,1589.498480978863,-182.07751902113682
27.0,1.0,170.2,60.4,1.0,2284.0532,2113.2183781298577,-170.83482187014215
56.0,2.0,150.8,47.3,1.15,1735.2063999999998,1593.7013585968832,-141.5050414031166
80.0,2.0,149.2,52.4,1.0,1374.8559999999998,1470.2324966294884,95.37649662948866
70.0,2.0,150.0,44.7,1.0,1377.692,1263.4712502423251,-114.22074975767487
49.0,1.0,169.2,70.9,1.0,2236.0522,1924.6582253002816,-311.39397469971846
20.0,2.0,156.6,49.3,1.0,1814.1639999999998,1160.1743994346657,-653.9896005653341
30.0,2.0,154.1,44.0,1.15,1906.8968999999997,1231.731321885618,-675.1655781143818
35.0,2.0,161.8,57.3,1.15,2079.7954,1399.4652291481475,-680.3301708518525
63.0,2.0,159.6,53.2,1.0,1575.318,1265.4741360946748,-309.8438639053252
61.0,2.0,161.6,50.5,1.0,1578.3859999999997,1493.1243506529024,-85.26164934709732
44.0,2.0,158.7,74.2,1.0,1896.6339999999998,1752.8449119999998,-143.789088
66.0,1.0,164.2,64.0,1.15,2222.9226799999997,1866.204350026856,-356.7183299731437
62.0,2.0,160.2,52.9,1.0,1583.7759999999998,1428.0806580025994,-155.69534199740042
52.0,1.0,164.2,73.9,1.0,2228.2122,1779.1093044913637,-449.10289550863627
48.0,2.0,154.1,40.9,1.0,1523.9099999999996,1233.2889565567689,-290.62104344323075
52.0,2.0,157.5,50.5,1.0,1610.8100000000002,1338.4358236935298,-272.3741763064704
41.0,2.0,167.4,61.7,1.0,1863.526,1307.0710730651258,-556.4549269348743
38.0,2.0,161.9,48.2,1.0,1717.9660000000001,1205.7442823631911,-512.221717636809
57.0,2.0,161.3,63.0,1.0,1720.848,1244.297661068847,-476.55033893115296
61.0,1.0,170.7,71.7,1.0,2142.5142,2201.6946593194816,59.18045931948154
64.0,1.0,171.6,62.2,1.0,1967.6356,1493.3041980568244,-474.3314019431757
58.0,2.0,159.9,53.9,1.0,1618.598,1218.3399867039682,-400.2580132960318
76.0,1.0,162.9,70.4,1.0,1936.7924,1922.193726306808,-14.59867369319204
76.0,2.0,145.2,44.2,1.0,1296.7039999999997,755.8905970333824,-540.8134029666173
45.0,1.0,165.0,71.8,1.15,2570.7297,2051.0223673103865,-519.7073326896134
42.0,2.0,165.0,61.2,1.0,1834.512,1724.2409970760004,-110.2710029239995
37.0,2.0,162.4,58.4,1.0,1823.978,1504.1661078593297,-319.81189214067035
43.0,2.0,157.9,51.9,1.0,1689.0079999999998,1037.8885951008133,-651.1194048991865
59.0,1.0,170.5,87.4,1.15,2756.8648,2058.255381580423,-698.6094184195767
67.0,2.0,155.6,50.6,1.46,2231.8071199999995,1553.1551138318434,-678.652006168156
66.0,1.0,174.6,61.4,1.46,2834.782776,2195.7969115639658,-638.9858644360343
47.0,2.0,151.7,49.6,1.0,1594.828,1097.3640176024396,-497.46398239756036
21.0,2.0,156.0,44.9,1.0,1761.714,1166.204894996155,-595.509105003845
28.0,2.0,151.1,49.7,1.46,2441.2998799999996,2302.172849490704,-139.12703050929576
39.0,1.0,173.9,77.8,1.0,2466.4924,2026.1566486799584,-440.3357513200417
36.0,1.0,180.3,112.9,1.15,3503.42847,3205.466966245658,-297.9615037543417
64.0,1.0,169.5,53.4,1.15,2080.9284,1383.1124389296356,-697.8159610703642
62.0,2.0,156.2,65.9,1.0,1676.416,1426.9058564318498,-249.51014356815017
61.0,2.0,154.6,74.7,1.15,2027.3162,2059.35528718088,32.03908718088019
65.0,2.0,153.9,59.7,1.15,1832.3719,1448.4726338384137,-383.8992661615864
67.0,1.0,168.9,72.0,1.15,2388.9300599999997,2219.209004279468,-169.7210557205317
34.0,2.0,162.2,49.0,1.0,1755.272,1195.190539454081,-560.0814605459188
31.0,1.0,172.0,81.0,1.0,2583.3920000000003,2057.470100770992,-525.9218992290084
31.0,2.0,159.5,68.5,1.0,1938.92,2004.6146945574965,65.6946945574964
46.0,1.0,167.5,63.7,1.46,3022.87362,3022.396995996061,-0.4766240039389231
41.0,2.0,162.8,81.3,1.15,2305.0204,1691.0299908071734,-613.9904091928265
57.0,1.0,171.9,70.1,1.0,2161.6534,1901.1268189706896,-260.5265810293106
49.0,1.0,169.5,65.2,1.26,2654.4920400000005,2040.4291402799336,-614.062899720067
46.0,2.0,165.9,61.2,1.15,2079.9959,1964.6543260745689,-115.34157392543102
78.0,1.0,171.3,72.5,1.0,1996.4698,1413.769880251153,-582.6999197488472
72.0,2.0,160.6,73.4,1.0,1709.46,1654.603392966545,-54.85660703345502
54.0,1.0,178.3,74.0,1.0,2286.8268,1590.1581106466322,-696.6686893533677
27.0,1.0,181.3,79.6,1.0,2649.4208,2126.4742403940872,-522.9465596059126
64.0,1.0,180.6,70.6,1.15,2464.5081399999995,1831.870592260356,-632.6375477396434
25.0,1.0,177.7,68.8,1.46,3421.8267119999996,2955.343880323362,-466.4828316766375
79.0,2.0,147.0,62.3,1.0,1458.458,1164.3366015397417,-294.12139846025843
71.0,2.0,143.7,67.4,1.15,1788.6349,1125.4331959232495,-663.2017040767505
55.0,2.0,161.8,59.1,1.0,1701.794,1238.4796802966491,-463.314319703351
80.0,1.0,157.7,63.1,1.0,1754.4701999999997,1444.396747043702,-310.07345295629784
76.0,2.0,151.1,58.6,1.0,1474.3220000000001,1014.5341885973644,-459.7878114026357
59.0,1.0,161.4,65.5,1.0,2012.7494000000002,1372.1311212922833,-640.6182787077169
56.0,2.0,158.9,54.8,1.0,1633.5819999999999,1070.0149279847674,-563.5670720152325
55.0,2.0,162.4,47.2,1.0,1594.766,1256.5350917147518,-338.23090828524823
41.0,1.0,170.5,59.9,1.0,2144.297,2230.5013988750948,86.20439887509474
42.0,2.0,163.6,91.7,1.0,2109.8279999999995,1594.6587531468324,-515.1692468531671
60.0,2.0,155.1,49.8,1.0,1531.5539999999996,1247.9188026044474,-283.63519739555227
68.0,1.0,163.7,76.3,1.0,2111.2182,1784.111541414718,-327.1066585852818
63.0,2.0,169.1,76.7,1.0,1864.248,1783.79449646827,-80.45350353173012
63.0,2.0,153.3,64.7,1.0,1637.2200000000003,1220.175781148624,-417.0442188513762
80.0,2.0,141.1,55.1,1.15,1572.3402999999996,1319.7338099154574,-252.6064900845422
55.0,1.0,167.6,57.6,1.0,1958.6356,1565.3961085186083,-393.2394914813917
54.0,1.0,181.2,69.3,1.0,2227.6982,2152.2550658205773,-75.44313417942249
55.0,2.0,163.3,75.7,1.0,1868.0600000000002,1869.9786185315156,1.918618531515449
64.0,1.0,157.0,52.4,1.0,1732.9360000000001,1619.3683402388297,-113.56765976117049
54.0,2.0,148.6,56.3,1.15,1827.5346,1518.5008811809348,-309.03371881906514
27.0,2.0,157.5,40.7,1.0,1691.832,1679.686250649463,-12.145749350537017
66.0,1.0,167.5,71.9,1.0,2080.779,1837.6188469588749,-243.1601530411251
66.0,2.0,163.1,72.8,1.15,2043.2810999999997,1332.2550652978869,-711.0260347021128
61.0,1.0,169.3,72.7,1.0,2150.8698000000004,2073.077885932244,-77.79191406775635
65.0,2.0,153.9,57.5,1.0,1560.364,1320.0660751757246,-240.29792482427547
75.0,2.0,151.9,54.6,1.0,1449.6000000000001,1500.7236451596964,51.12364515969625
80.0,1.0,153.2,44.5,1.15,1664.46153,1150.1702113207543,-514.2913186792457
53.0,2.0,152.4,75.3,1.0,1799.002,1646.832266582556,-152.16973341744392
75.0,1.0,159.2,65.2,1.15,2128.08148,1871.9786599707968,-256.10282002920303
80.0,1.0,160.0,55.3,1.0,1642.783,1626.6884310312994,-16.094568968700514
68.0,1.0,173.0,77.9,1.15,2512.79155,2129.6284159428533,-383.16313405714664
68.0,2.0,151.8,57.8,1.0,1527.196,1295.644166726513,-231.55183327348686
72.0,2.0,151.5,63.6,1.0,1551.6659999999997,1562.4991730236625,10.833173023662766
43.0,1.0,173.2,84.0,1.0,2523.2372,2110.3733778317114,-412.8638221682886
67.0,1.0,166.5,61.9,1.0,1906.753,1618.2747311840494,-288.4782688159505
41.0,2.0,161.7,53.1,1.0,1741.6479999999997,1819.3916239008815,77.74362390088186
64.0,2.0,150.9,57.2,1.15,1787.3248999999998,1061.7995461712646,-725.5253538287352
35.0,1.0,175.3,66.6,1.0,2333.9748,2299.7325426241528,-34.2422573758472
39.0,2.0,166.5,79.8,1.0,2040.2279999999998,1773.7429818181813,-266.48501818181853
71.0,1.0,160.3,57.7,1.15,2035.8036699999998,1361.7493771747424,-674.0542928252573
53.0,2.0,152.4,49.8,1.15,1796.2047999999998,1394.836801705042,-401.3679982949577
69.0,1.0,163.1,54.4,1.0,1750.0216,1447.551521446994,-302.47007855300603
41.0,2.0,163.4,55.2,1.0,1773.6460000000002,1551.4490766992194,-222.19692330078078
70.0,2.0,152.3,61.4,1.15,1802.7622999999999,1445.1584565711792,-357.6038434288207
33.0,1.0,176.4,78.9,1.15,2885.73641,2980.588991806115,94.85258180611481
38.0,2.0,162.0,53.4,1.15,2018.7556,1868.5137305553249,-150.2418694446751
59.0,1.0,176.6,78.0,1.15,2622.7306399999998,2523.4827725752857,-99.24786742471406
19.0,1.0,177.8,62.3,1.15,2724.1220699999994,2205.968813205201,-518.1532567947984
61.0,2.0,153.7,53.4,1.0,1548.1759999999997,1081.2475224522066,-466.92847754779314
59.0,1.0,174.0,75.4,1.15,2559.0256999999997,2269.7053175861142,-289.32038241388545
48.0,1.0,177.0,58.8,1.0,2095.16,1697.6397449698068,-397.5202550301931
47.0,1.0,156.6,58.6,1.15,2258.0305399999997,1647.660774497679,-610.3697655023207
36.0,2.0,167.1,56.8,1.15,2111.7531,1577.6180726066402,-534.1350273933597
37.0,1.0,193.0,100.5,1.0,2949.7729999999997,2567.562806488344,-382.2101935116557
47.0,1.0,174.1,95.6,1.26,3314.243896,3215.8733925730094,-98.37050342699058
66.0,2.0,160.4,59.5,1.0,1619.364,1322.5784046847696,-296.78559531523047
43.0,2.0,169.6,60.0,1.15,2118.7003999999993,1983.6090796691392,-135.09132033086007
80.0,1.0,157.0,55.8,1.0,1634.5499999999997,980.5809452356384,-653.9690547643613
62.0,1.0,175.0,61.5,1.15,2282.3197499999997,1957.9243249625597,-324.39542503743996
37.0,1.0,170.1,73.8,1.0,2401.4076,1856.508325624162,-544.8992743758381
45.0,2.0,156.1,52.0,1.0,1663.0559999999998,1405.74255337538,-257.3134466246197
42.0,2.0,157.8,53.9,1.15,1961.4317999999998,1254.764184577887,-706.6676154221129
57.0,2.0,163.8,77.0,1.0,1870.038,1310.3431774630958,-559.6948225369042
48.0,2.0,158.0,58.0,1.15,1965.774,1309.4424720869558,-656.331527913044
40.0,1.0,173.4,70.0,1.15,2637.57136,1977.5286679680528,-660.0426920319471
56.0,1.0,181.3,75.6,1.0,2309.4108,1732.3684638095904,-577.0423361904097
54.0,2.0,153.1,69.5,1.15,2007.1898999999999,1883.91553957008,-123.27436042991985
46.0,1.0,187.8,84.6,1.15,2936.8780199999997,2515.821217965451,-421.0568020345486
45.0,2.0,166.2,66.6,1.0,1873.0379999999998,1522.8822081163114,-350.1557918836884
67.0,1.0,168.6,66.8,1.15,2291.9266399999997,1927.7221245862215,-364.20451541377815
43.0,2.0,165.2,62.1,1.15,2104.5691999999995,1372.397173927618,-732.1720260723814
53.0,2.0,153.7,47.1,1.15,1777.9956999999997,1117.512705203941,-660.4829947960586
44.0,1.0,163.1,65.1,1.26,2656.6240359999997,2239.579849877612,-417.0441861223876
72.0,2.0,147.6,48.6,1.0,1382.952,1411.5733115832277,28.62131158322768
37.0,1.0,169.6,83.9,1.0,2559.4006,2499.241076209308,-60.159523790691765
35.0,2.0,157.3,57.5,1.0,1792.348,1217.4522265771998,-574.8957734228002
80.0,1.0,165.1,62.2,1.0,1780.0816,1236.1841115605832,-543.8974884394167
41.0,2.0,173.1,58.0,1.15,2140.2138999999997,2026.1514578473027,-114.06244215269703
41.0,2.0,170.3,61.0,1.0,1878.0280000000002,1235.822473621763,-642.2055263782372
38.0,2.0,159.1,49.4,1.0,1708.8700000000001,1228.243120166609,-480.62687983339106
80.0,2.0,146.7,58.7,1.0,1415.674,1123.6162085024032,-292.0577914975968
56.0,2.0,155.8,59.9,1.15,1912.5777999999998,1387.0842725221771,-525.4935274778227
77.0,2.0,140.2,47.6,1.0,1285.3179999999998,1196.748971244637,-88.56902875536275
57.0,2.0,154.0,53.6,1.46,2324.94456,2018.45723273365,-306.4873272663499
68.0,1.0,160.1,51.0,1.15,1940.56604,1272.413826931327,-668.1522130686728
39.0,1.0,178.9,83.1,1.0,2577.7954,2522.9160317999567,-54.879368200043245
36.0,2.0,164.9,61.8,1.15,2147.2052999999996,2105.842567968543,-41.362732031456744
50.0,1.0,172.2,61.2,1.0,2088.3831999999998,2117.2973199347666,28.91411993476686
33.0,2.0,154.1,62.3,1.0,1827.8639999999998,1168.0891779661015,-659.7748220338983
62.0,2.0,149.9,49.0,1.15,1704.5311,1398.7230958463083,-305.8080041536916
43.0,2.0,166.2,83.8,1.15,2346.4969999999994,1966.0965065121443,-380.4004934878551
41.0,1.0,178.4,79.1,1.0,2492.3974,2017.4695661559008,-474.92783384409904
38.0,2.0,166.9,62.5,1.0,1888.114,1858.1944971904943,-29.91950280950573
43.0,1.0,180.4,77.2,1.0,2453.9004,1847.12482861574,-606.77557138426
41.0,2.0,154.4,55.1,1.0,1707.37,1481.0336907837986,-226.33630921620124
67.0,1.0,172.9,74.8,1.46,3123.123144,2495.763983000208,-627.359160999792
63.0,2.0,161.9,60.3,1.46,2458.7809199999997,1789.3080741167848,-669.4728458832149
57.0,1.0,165.6,67.1,1.15,2374.0993899999994,2434.694053234502,60.594663234502605
56.0,1.0,165.8,68.7,1.0,2115.9938,1980.5205048377009,-135.47329516229934
22.0,2.0,156.0,44.4,1.0,1750.1239999999998,1017.41332352442,-732.7106764755798
44.0,1.0,178.5,67.3,1.0,2276.609,2055.8738314515526,-220.7351685484473
45.0,2.0,161.0,47.3,1.46,2395.9684799999995,2310.270346604799,-85.69813339520033
45.0,2.0,159.1,49.5,1.0,1661.436,1324.598382357642,-336.8376176423578
46.0,2.0,162.5,55.6,1.0,1736.306,1482.2826504442646,-254.02334955573542
39.0,2.0,160.3,71.4,1.0,1916.5919999999999,1859.4214121543837,-57.17058784561618
64.0,2.0,155.2,57.4,1.0,1575.776,1439.944931898971,-135.83106810102913
56.0,2.0,162.8,73.1,1.46,2691.61024,2730.458498181484,38.8482581814842
60.0,2.0,158.3,50.4,1.0,1560.402,1539.6379868193812,-20.764013180618804
36.0,2.0,156.2,34.5,1.0,1562.1719999999998,991.6264205630148,-570.545579436985
51.0,2.0,170.3,73.9,1.0,1929.6720000000003,1406.194085484909,-523.4779145150912
30.0,2.0,170.8,66.8,1.0,2011.956,1946.218532870364,-65.73746712963589
45.0,2.0,158.4,43.9,1.15,1838.0711999999996,1673.3118615352626,-164.75933846473708
72.0,1.0,178.6,74.7,1.0,2128.0426,1485.0695262274571,-642.9730737725431
65.0,2.0,156.3,64.5,1.0,1643.308,1447.9016817541728,-195.40631824582715
50.0,2.0,167.8,56.0,1.15,2012.2461999999998,1695.31463970216,-316.9315602978397
67.0,2.0,154.6,53.5,1.15,1757.6593999999998,1398.7846555356757,-358.87474446432407
72.0,1.0,176.0,77.8,1.0,2163.3340000000003,1692.0886458137188,-471.2453541862815
47.0,2.0,163.7,51.5,1.0,1699.732,991.6631636358476,-708.0688363641524
22.0,2.0,173.9,90.5,1.0,2311.574,2058.718648132135,-252.855351867865
48.0,1.0,166.6,52.4,1.0,1937.2176,1476.3047680276725,-460.91283197232747
37.0,2.0,170.1,84.1,1.0,2120.432,1922.250729069857,-198.18127093014277
61.0,2.0,154.6,51.5,1.0,1536.926,1301.3155610645954,-235.61043893540455
64.0,2.0,161.5,73.5,1.0,1772.2099999999998,1431.0383773607575,-341.1716226392423
69.0,2.0,153.2,65.2,1.0,1599.714,1453.3677391713172,-146.34626082868272
33.0,2.0,161.7,44.4,1.15,1953.9248999999998,1341.591240780911,-612.3336592190888
68.0,1.0,166.0,68.6,1.0,2001.1219999999998,1567.4489089408714,-433.6730910591284
63.0,2.0,147.6,55.1,1.0,1505.982,1455.462105249807,-50.51989475019286
56.0,2.0,169.1,69.2,1.0,1842.418,1110.4899104625315,-731.9280895374684
68.0,1.0,169.3,74.4,1.15,2425.7938200000003,1770.6945045146444,-655.0993154853559
61.0,2.0,153.4,55.2,1.15,1807.3993999999998,1779.5461837518085,-27.853216248191302
63.0,2.0,157.3,57.2,1.0,1596.06,1183.73358993867,-412.32641006132985
19.0,1.0,173.7,58.0,1.15,2620.0049799999997,2385.1094287734645,-234.8955512265352
64.0,1.0,172.1,67.0,1.0,2046.7015999999999,1497.7163485522967,-548.9852514477031
53.0,1.0,171.3,99.3,1.0,2661.1077999999998,1973.980642084978,-687.1271579150218
38.0,1.0,172.7,66.7,1.0,2292.9462000000003,1754.1025105263157,-538.8436894736847
74.0,2.0,159.1,62.2,1.0,1579.9180000000001,1376.918774325561,-202.99922567443923
62.0,2.0,157.9,61.3,1.15,1903.7202999999995,1429.823081504162,-473.8972184958375
76.0,2.0,143.0,54.3,1.0,1375.268,1061.983339370041,-313.28466062995903
62.0,2.0,159.8,72.8,1.0,1767.136,1683.106735446963,-84.02926455303691
53.0,1.0,165.2,90.5,1.0,2488.1841999999997,1764.1872059493592,-723.9969940506405
47.0,2.0,161.8,54.3,1.46,2486.2873600000003,2023.363764501773,-462.9235954982273
21.0,2.0,159.0,82.4,1.0,2134.4939999999997,1660.2517102030629,-474.2422897969368
20.0,2.0,161.5,68.7,1.0,2031.322,1526.9227345695465,-504.3992654304534
52.0,1.0,173.7,51.4,1.0,1921.4992,1954.96872853992,33.46952853992002
45.0,1.0,170.3,70.4,1.0,2272.1528000000003,1922.45259088582,-349.7002091141803
45.0,2.0,161.6,44.0,1.0,1628.1059999999998,1175.5543770104755,-452.5516229895243
63.0,2.0,157.0,48.6,1.0,1513.386,1270.0242579447574,-243.36174205524253
23.0,1.0,167.3,61.3,1.15,2602.54887,2140.57462887556,-461.97424112444014
56.0,1.0,175.9,90.2,1.0,2512.5584000000003,2445.3916330063644,-67.16676699363597
55.0,2.0,156.7,55.1,1.0,1627.3279999999997,1607.674369909594,-19.65363009040584
68.0,1.0,164.0,61.5,1.0,1877.3690000000001,1226.617148999443,-650.751851000557
68.0,1.0,160.3,69.8,1.0,1989.4568000000002,1962.766640888022,-26.69015911197812
33.0,1.0,173.3,84.5,1.15,2968.96007,2371.377975423809,-597.5820945761911
73.0,2.0,151.4,47.8,1.0,1396.1419999999998,1343.988269055212,-52.15373094478787
63.0,2.0,157.3,51.5,1.15,1786.3137,1235.172316300369,-551.141383699631
57.0,2.0,146.2,60.8,1.0,1590.6299999999997,1378.8454089388235,-211.78459106117612
75.0,2.0,152.6,58.0,1.0,1486.5059999999999,1184.995643937278,-301.51035606272194
58.0,2.0,159.2,55.6,1.0,1629.4279999999999,1675.2649926749395,45.836992674939665
68.0,2.0,156.5,56.8,1.0,1551.958,851.216512799011,-700.7414872009891
65.0,2.0,158.3,54.6,1.0,1565.164,1044.0083630163433,-521.1556369836567
23.0,2.0,152.4,42.0,1.15,1919.5455999999997,2012.372024091092,92.82642409109235
55.0,2.0,151.9,63.1,1.0,1667.3600000000001,1196.8171214382603,-470.5428785617398
62.0,2.0,147.2,53.9,1.0,1498.7559999999996,1021.3400150912026,-477.415984908797
67.0,1.0,165.6,66.8,1.0,1979.8556,1502.5341699558155,-477.3214300441846
60.0,1.0,166.8,69.1,1.0,2089.6337999999996,1537.6805051113138,-551.9532948886858
80.0,2.0,147.6,55.1,1.0,1388.512,714.7222169962628,-673.7897830037372
40.0,1.0,179.5,55.6,1.15,2411.9547,2320.1059541088152,-91.84874589118454
66.0,2.0,162.2,85.3,1.0,1873.9199999999998,1144.814618257028,-729.1053817429718
63.0,2.0,156.5,44.4,1.0,1470.444,940.0246374316918,-530.4193625683082
64.0,1.0,162.4,71.5,1.0,2065.9554000000003,1508.245173841428,-557.7102261585724
61.0,1.0,169.5,67.0,1.0,2061.262,1416.6998961334652,-644.5621038665349
56.0,2.0,158.0,79.1,1.0,1854.4959999999996,1205.872111883635,-648.6238881163647
55.0,2.0,154.2,54.4,1.0,1602.626,1130.7182694061114,-471.9077305938886
64.0,1.0,175.0,96.9,1.0,2538.059,1809.0650453277383,-728.9939546722619
59.0,2.0,155.0,55.2,1.0,1588.282,1677.0222468083657,88.74024680836578
45.0,1.0,179.5,78.8,1.0,2455.44,2201.597500469863,-253.84249953013705
68.0,2.0,157.0,56.2,1.0,1549.9719999999998,1355.355209567653,-194.61679043234676
64.0,1.0,169.8,50.7,1.0,1774.9578000000001,1447.5691811644597,-327.38861883554046
